experiment,rat_id,trial,cage_context,scent,choice,reward,reaction_time,maze_run_time
exp1,4,1,mesh,peppermint,R,1,0.6261287770421367,2.8437419196621647
exp1,4,2,mesh,peppermint,L,1,0.9325500318653247,3.258258642198955
exp1,4,3,wood,lemon,L,1,1.0539856504100842,3.700714501133037
exp1,4,4,mesh,lemon,L,1,0.4557798412002975,3.620439786023452
exp1,4,5,mesh,none,R,0,0.5497301946687858,2.657649653007087
exp1,4,6,wood,none,L,1,0.28712279724853956,2.164997262812554
exp1,4,7,mesh,peppermint,L,1,0.5851680843390714,2.9019965832641548
exp1,4,8,mesh,none,R,0,0.34893181231912085,3.6417950057614163
exp1,4,9,mesh,lemon,L,1,0.9241957354688523,2.972276318943104
exp1,4,10,wood,none,R,1,0.44231800167887425,3.304549303221357
exp1,4,11,wood,peppermint,L,0,0.8341986228480737,2.8827037771078805
exp1,4,12,mesh,lemon,L,1,0.462469202415086,3.9557095435698617
exp1,4,13,wood,lemon,L,1,0.7721614026970954,3.4689577687553275
exp1,4,14,wood,none,L,1,0.34598661973703176,3.5293642649419397
exp1,4,15,wood,lemon,L,0,0.7872328206413013,2.571049274300856
exp1,4,16,wood,none,L,0,1.1580887507053854,4.4193842118831865
exp1,4,17,mesh,peppermint,L,0,0.5264020143535675,3.3123115222034563
exp1,4,18,wood,lemon,R,0,0.7852040044176543,3.379398625099927
exp1,4,19,wood,peppermint,L,1,0.8069616694565462,3.391791534273646
exp1,4,20,wood,peppermint,R,1,0.9045944936292724,2.047773879871542
exp1,4,21,wood,peppermint,R,0,1.1645124051795015,3.6132959957464053
exp1,4,22,wood,none,R,1,0.6113584938146541,1.796065836536557
exp1,4,23,wood,peppermint,R,0,0.5226819460767071,3.4080765596390603
exp1,4,24,wood,lemon,L,1,0.2959078687400805,2.8712699075442876
exp1,4,25,wood,lemon,R,0,1.1592187894148167,3.1175273795608582
exp1,4,26,wood,none,L,0,0.7544387633433642,3.414324503598191
exp1,4,27,mesh,lemon,L,1,0.5551288211041956,3.3521111447422083
exp1,4,28,wood,lemon,R,1,0.46481724603936675,2.5196017695812114
exp1,4,29,wood,peppermint,R,0,0.528821138839616,3.4776198461939134
exp1,4,30,wood,peppermint,R,0,0.5436096211812649,2.7373612327419665
exp1,4,31,mesh,lemon,L,0,0.4533428566255158,3.5678160043879767
exp1,4,32,mesh,peppermint,R,0,1.0335386479864663,3.8745219722630195
exp1,4,33,mesh,none,R,0,0.5791914819785913,3.935537864422798
exp1,4,34,wood,peppermint,R,0,0.4726044692552091,2.774446806414996
exp1,4,35,mesh,peppermint,L,1,1.0384782993592756,2.7392571773221164
exp1,4,36,mesh,lemon,L,1,0.43270567464945225,2.156327826444645
exp1,4,37,wood,none,L,1,0.5238112656992118,3.9766295687632844
exp1,4,38,wood,peppermint,L,0,0.6256794793442614,3.321046967685483
exp1,4,39,mesh,peppermint,L,1,0.5967485119189733,3.365181095166973
exp1,4,40,wood,lemon,L,1,0.46214685352085055,3.3447157852575664
exp1,4,41,wood,none,L,1,0.4885145686744826,2.4860316194633305
exp1,4,42,mesh,peppermint,R,1,1.0274177127518136,3.0837588062650214
exp1,4,43,mesh,none,L,1,0.7730788476983803,1.5
exp1,4,44,wood,peppermint,R,0,0.3822522766048955,2.9944791176950947
exp1,4,45,mesh,none,L,0,0.4642997888168485,2.6905973455711605
exp1,4,46,wood,lemon,L,1,0.8467607264949828,3.640696274491418
exp1,4,47,wood,none,L,1,0.2926078545737028,3.4351244969556554
exp1,4,48,mesh,none,L,1,0.642714955712411,2.322235250211866
exp1,4,49,wood,none,R,1,0.38615617300964183,2.8654986120584454
exp1,4,50,wood,none,L,1,0.6758546134349229,3.366822573340648
exp1,4,51,mesh,peppermint,L,0,0.6191187936384202,2.9116482427337664
exp1,4,52,mesh,none,L,0,0.8460855860359471,3.7817299770916195
exp1,4,53,mesh,lemon,R,0,0.821330319593228,3.182354197656955
exp1,4,54,mesh,lemon,L,0,0.5006817225478133,3.189149221880556
exp1,4,55,mesh,none,L,1,0.7556575557114874,3.004139637166717
exp1,4,56,wood,none,L,0,0.8843206405799331,3.7621630179989527
exp1,4,57,mesh,none,L,1,0.4319863328844769,4.128136132568925
exp1,4,58,wood,none,L,1,0.34255680539616656,3.059800131333552
exp1,4,59,mesh,lemon,R,0,0.6091966048854968,2.9938633215814923
exp1,4,60,wood,peppermint,L,1,0.43458130796770644,3.8850838078236363
exp1,4,61,wood,none,L,0,0.8501931313488116,3.5284772201274492
exp1,4,62,mesh,none,L,1,0.40732677693330643,3.2536705109464372
exp1,4,63,mesh,lemon,L,0,1.3972998192930512,3.00465243952795
exp1,4,64,mesh,peppermint,L,1,1.52176355149929,2.910612458108547
exp1,4,65,wood,peppermint,L,1,0.5431345720285232,3.4128631814735892
exp1,4,66,mesh,peppermint,L,1,0.7753128171980495,3.392149884861308
exp1,4,67,wood,none,R,0,0.7321070476397843,3.224933624939854
exp1,4,68,mesh,lemon,L,0,0.3242752834128876,4.441637883705531
exp1,4,69,mesh,none,L,1,0.9650114946925282,3.5289342638373693
exp1,4,70,mesh,peppermint,L,1,0.4322014858195451,3.2864105027631325
exp1,4,71,wood,lemon,L,0,0.6435213571497068,2.6650999234518262
exp1,4,72,mesh,lemon,L,0,0.40152343620725744,3.3129701752043577
exp1,4,73,mesh,none,L,1,0.47272496105986866,3.2838785385430342
exp1,4,74,mesh,lemon,R,1,0.6274372670818756,2.694338610390446
exp1,4,75,mesh,peppermint,R,1,0.4875466537519525,2.8357585142947332
exp1,4,76,mesh,none,L,0,0.9968087825605199,3.5924051512448694
exp1,4,77,mesh,peppermint,L,0,0.7531735108230274,3.913320767694948
exp1,4,78,wood,peppermint,L,1,1.2464708869923522,3.8402478152073236
exp1,4,79,mesh,peppermint,L,1,0.3720432336432462,3.047062133894638
exp1,4,80,wood,none,R,1,1.1454867220383143,3.5912828635304352
exp1,4,81,wood,none,L,1,0.6783216086140103,3.4997095163389553
exp1,4,82,wood,peppermint,R,0,0.8960466101213517,3.3180403032551817
exp1,4,83,wood,none,L,1,0.5994441871569227,2.3185442933250124
exp1,4,84,wood,none,R,0,0.3926435359788343,3.2923931160473643
exp1,4,85,mesh,none,R,0,0.8973824927337969,3.867318772729665
exp1,4,86,wood,peppermint,L,1,0.8432104077401084,3.811249170450507
exp1,4,87,wood,peppermint,L,1,1.0927117233384969,3.3820526481640476
exp1,4,88,mesh,peppermint,L,0,0.8260229255553772,3.723015477626063
exp1,4,89,wood,peppermint,R,1,1.089372318868962,3.689450849923235
exp1,4,90,mesh,none,R,1,0.6094860019801035,4.251898113634387
exp1,4,91,mesh,none,R,0,0.824433914499602,3.3800008911767216
exp1,4,92,wood,none,L,1,0.4320503249429813,3.35913720348723
exp1,4,93,wood,lemon,L,1,0.6898199844009701,2.9349386851550565
exp1,4,94,wood,peppermint,R,0,0.6529635918468946,3.6693436589608446
exp1,4,95,mesh,none,R,0,0.4255451987000874,3.910079093377742
exp1,4,96,wood,none,L,0,1.0634539053501668,3.458141020075394
exp1,4,97,mesh,peppermint,R,0,0.8629403892571033,3.074732360626478
exp1,4,98,mesh,none,L,0,0.8476779642079564,3.9197342522592025
exp1,4,99,wood,lemon,R,0,0.9519041754581166,3.3424566344029456
exp1,4,100,mesh,lemon,L,0,1.0244582851729558,4.226308372743089
exp1,4,101,mesh,lemon,R,1,0.5680517303734396,3.676101339433572
exp1,4,102,wood,none,L,1,0.7500910023733645,2.162907150593048
exp1,4,103,wood,lemon,L,1,0.6372772215575115,2.5068366180374713
exp1,4,104,mesh,lemon,L,1,0.715751383560714,3.5459456570770547
exp1,4,105,mesh,none,R,0,0.8101440959751501,3.939097731876584
exp1,4,106,wood,lemon,L,0,1.0755499103591535,3.8980463529992844
exp1,4,107,mesh,none,L,1,1.033224359227587,2.027465633568144
exp1,4,108,wood,none,L,1,0.30878839852725704,3.0538520738958654
exp1,4,109,mesh,lemon,R,0,0.46768274409129723,3.8837380362600165
exp1,4,110,wood,none,L,1,1.1427391442404253,3.4037309178062225
exp1,4,111,wood,lemon,L,1,0.48087380015484926,3.466870146268669
exp1,4,112,wood,lemon,L,0,0.9717106048579015,3.7843545080178367
exp1,4,113,wood,peppermint,R,1,0.5530879547209816,3.0207285605670444
exp1,4,114,wood,lemon,R,1,0.788663921260688,3.1230079820880166
exp1,4,115,wood,peppermint,L,1,0.585988570162352,3.427868215587612
exp1,4,116,wood,peppermint,L,0,0.3941307286563291,3.5798716835253725
exp1,4,117,mesh,peppermint,L,1,0.8025439333244738,2.975201618987627
exp1,4,118,mesh,none,L,0,1.1013092669064783,3.0121127463045227
exp1,4,119,wood,lemon,R,0,0.7601574535438463,3.7223661170815587
exp1,4,120,mesh,lemon,R,1,0.7505429051876906,3.651639018658032
exp1,4,121,mesh,none,L,0,0.7778038494682843,3.3796674127348934
exp1,4,122,wood,none,R,0,0.7165424480420328,3.6214686772128535
exp1,4,123,wood,lemon,R,0,1.4510058623223907,2.868145853010499
exp1,4,124,wood,none,L,0,0.4624686377702005,4.380494792612676
exp1,4,125,mesh,none,L,0,0.5507411673115176,3.223156128985168
exp1,4,126,mesh,peppermint,L,0,0.9911951821512315,4.03007385260133
exp1,4,127,mesh,none,R,0,0.7181369691637859,4.146166607084083
exp1,4,128,wood,lemon,L,0,1.1879225248947498,4.191990245586009
exp1,4,129,mesh,peppermint,R,0,0.8482778594402283,3.6091732166989487
exp1,4,130,mesh,lemon,R,0,1.0682675257221315,3.709013089205935
exp1,4,131,mesh,lemon,L,1,0.7237857344011168,3.107271672478482
exp1,4,132,wood,none,L,0,0.49130557050243334,3.807889424543962
exp1,4,133,wood,lemon,L,1,0.40295190255463775,2.809950718244839
exp1,4,134,wood,peppermint,R,0,0.4972508332997425,4.177220536392138
exp1,4,135,mesh,none,R,1,0.3634650281945005,3.1261589528652696
exp1,4,136,wood,none,L,0,0.5173241093614511,3.3424516334839454
exp1,4,137,wood,lemon,R,0,0.7472016315748421,3.9980591074555645
exp1,4,138,wood,lemon,L,0,0.45034777910702584,2.7615375362340493
exp1,4,139,mesh,lemon,L,1,0.5507087257362024,3.0551844283584577
exp1,4,140,mesh,peppermint,L,0,0.704810217400421,3.063215733054721
exp1,4,141,wood,none,L,1,0.9173818698950631,2.873524150387118
exp1,4,142,mesh,none,L,0,0.8611846999659158,3.7254284332442076
exp1,4,143,wood,none,R,0,0.5648493494044108,3.527527310993481
exp1,4,144,mesh,none,L,1,1.1397026196556945,2.093832708114639
exp1,4,145,wood,peppermint,R,0,0.5392514847709239,3.0346678910198066
exp1,4,146,mesh,peppermint,L,1,1.2263589793356728,2.2644595821534343
exp1,4,147,mesh,lemon,L,0,0.6128476000898325,2.694216320448586
exp1,4,148,wood,lemon,L,1,0.44772409381565337,2.2081750874197508
exp1,4,149,wood,peppermint,R,0,0.9300626069005266,3.721312094616673
