experiment,rat_id,trial,cage_context,scent,choice,reward,reaction_time,maze_run_time
exp1,12,1,wood,lemon,R,0,0.9695619534602729,3.9618376066497607
exp1,12,2,wood,lemon,R,0,0.4522822767243571,4.98384938938337
exp1,12,3,mesh,none,R,1,0.8714117101472607,2.937776510198992
exp1,12,4,wood,lemon,R,0,0.929609990769355,3.576858234355576
exp1,12,5,mesh,lemon,R,0,0.761884034833401,3.347198209900534
exp1,12,6,wood,lemon,R,0,0.4907651632211384,3.2761255388713257
exp1,12,7,wood,peppermint,L,1,0.318897724235796,3.3919907711137482
exp1,12,8,mesh,none,L,1,0.6748770589023139,2.256971156595152
exp1,12,9,mesh,lemon,R,1,0.844173595996922,2.6687368142211367
exp1,12,10,mesh,peppermint,L,0,0.8221998506436778,3.3612150464981543
exp1,12,11,wood,peppermint,L,1,0.9012259672594061,3.260313305137459
exp1,12,12,mesh,lemon,L,1,0.9037387729689755,3.591450244693762
exp1,12,13,mesh,lemon,R,0,0.8846761061477436,3.214132088625333
exp1,12,14,mesh,peppermint,R,1,1.3563286831399555,2.6852028840681013
exp1,12,15,wood,peppermint,R,0,0.43499449676715984,2.6693977974080387
exp1,12,16,mesh,none,R,0,1.2617254467809655,4.063196724861033
exp1,12,17,mesh,none,R,0,0.700964728379661,3.792760766428434
exp1,12,18,wood,none,R,0,0.3505831108934285,3.0768008471111563
exp1,12,19,mesh,peppermint,L,1,1.3337109179979152,3.716942234098135
exp1,12,20,mesh,peppermint,R,0,0.5456995466048389,3.8171531331651667
exp1,12,21,mesh,none,L,1,1.2403456927624361,2.5670456156112107
exp1,12,22,mesh,peppermint,L,1,0.7170145962055743,2.982916684554874
exp1,12,23,wood,peppermint,L,1,0.5189223801044345,3.3861510275345177
exp1,12,24,wood,none,L,1,0.7624744757889331,2.129604795685499
exp1,12,25,mesh,lemon,L,1,0.8183850718720331,2.2149089501313215
exp1,12,26,mesh,none,R,0,1.2262562306629015,4.357850046440302
exp1,12,27,mesh,none,L,1,0.7390130631735767,2.625446651604878
exp1,12,28,mesh,lemon,R,0,0.5105650824752881,3.6056247588543595
exp1,12,29,wood,lemon,R,0,0.8858695905916535,3.1161298043648293
exp1,12,30,wood,none,R,0,0.5296786821117906,3.5115783680353045
exp1,12,31,mesh,lemon,L,1,0.9628564559146563,3.9299133808963047
exp1,12,32,wood,none,R,0,0.529006215784554,3.783140098386098
exp1,12,33,wood,peppermint,R,0,1.018770575045719,4.066919759323559
exp1,12,34,mesh,peppermint,R,1,0.7082000960010012,3.4093482694136705
exp1,12,35,wood,lemon,R,0,0.9851734897169705,3.013837269286468
exp1,12,36,wood,peppermint,L,1,0.6046160762805274,3.604173950940468
exp1,12,37,mesh,peppermint,R,0,0.7473755441822152,3.560304273806789
exp1,12,38,mesh,none,L,0,0.9006834607321312,2.9408840303219845
exp1,12,39,wood,lemon,R,0,0.9511218821318478,3.2247330158996492
exp1,12,40,mesh,peppermint,R,0,0.5469141114884714,3.4888457305437846
exp1,12,41,wood,none,R,0,0.797527609007701,3.6413020893585597
exp1,12,42,wood,none,L,0,0.8714159888762545,2.543938993553075
exp1,12,43,wood,lemon,R,1,0.8318611552845294,3.844219936753694
exp1,12,44,mesh,lemon,R,0,0.48650594034663225,4.047325407955136
exp1,12,45,mesh,peppermint,R,1,0.6825268491662726,3.6787941046384214
exp1,12,46,mesh,none,L,1,0.9739171824035612,3.547819669041207
exp1,12,47,mesh,none,L,0,0.7021059799553239,3.4745234366138846
exp1,12,48,mesh,lemon,L,1,0.5791262025343912,2.902605189358382
exp1,12,49,wood,lemon,R,0,0.6229186083647612,2.820777490685136
exp1,12,50,wood,peppermint,L,1,0.37272706105756975,2.6305173033886424
exp1,12,51,wood,lemon,L,1,0.47947816555301626,1.8439064985308518
exp1,12,52,wood,lemon,L,1,0.5487108307207302,3.134405598591021
exp1,12,53,wood,lemon,L,1,0.4547420392804658,3.7762237739641566
exp1,12,54,mesh,peppermint,L,1,0.3358644684188893,2.9835571503986027
exp1,12,55,mesh,none,L,1,0.5788168766752166,3.8658791915901753
exp1,12,56,wood,peppermint,R,0,0.3315872805062282,3.7548331045000114
exp1,12,57,wood,lemon,L,1,0.9881099302099706,3.0078971505286862
exp1,12,58,wood,lemon,L,1,0.555343132493151,3.57233249212437
exp1,12,59,wood,peppermint,L,0,0.6657767121976137,4.198757365953729
exp1,12,60,wood,none,L,1,0.40310508430971514,2.8487941652219666
exp1,12,61,mesh,none,R,1,0.7563311289836553,2.918399746125971
exp1,12,62,mesh,lemon,R,0,0.550690508198956,3.465212200616818
exp1,12,63,wood,none,L,1,1.2515993931648368,2.421154968472896
exp1,12,64,wood,none,L,1,1.0397606447925034,2.6656307406654305
exp1,12,65,mesh,lemon,L,1,1.133175926599364,2.9597883750720064
exp1,12,66,wood,peppermint,L,1,0.785079204211242,3.7529650120000326
exp1,12,67,mesh,none,L,1,0.47609407169804896,2.6587294466561837
exp1,12,68,mesh,none,R,0,0.2980032441423359,3.819601041477583
exp1,12,69,mesh,none,R,0,1.0425253235059382,2.6830671680531286
exp1,12,70,wood,lemon,L,1,0.20904532874725668,2.8495323535149333
exp1,12,71,mesh,peppermint,L,1,0.7015079545476395,3.444631712379488
exp1,12,72,mesh,lemon,L,1,0.5512601067329296,2.274448006766631
exp1,12,73,wood,none,R,0,0.5772572570143925,3.026508617191326
exp1,12,74,mesh,peppermint,L,1,0.6584295201561009,3.4190070272681554
exp1,12,75,wood,peppermint,L,1,0.593971644237258,2.9791699883093328
exp1,12,76,wood,lemon,L,0,0.586370445404295,3.2962053276701524
exp1,12,77,wood,none,L,1,0.9228890886189608,2.117118767240947
exp1,12,78,mesh,none,R,0,0.8375818234940943,3.4097298835930183
exp1,12,79,wood,peppermint,L,1,0.4698675107847214,2.7664282778655687
exp1,12,80,mesh,lemon,L,1,0.3350390276302134,3.632507117035849
exp1,12,81,mesh,lemon,R,1,0.43116207313795163,2.7604293935854534
exp1,12,82,wood,peppermint,L,1,0.474052080657216,3.0413576195298555
exp1,12,83,mesh,lemon,L,0,1.06742096970716,2.834596496077435
exp1,12,84,mesh,peppermint,R,1,0.5767508577022913,3.090951768343791
exp1,12,85,mesh,peppermint,R,0,0.2705614943565376,3.8204462775772114
exp1,12,86,wood,lemon,L,1,0.7218733301551703,2.314327075566079
exp1,12,87,wood,none,R,1,0.38369331914119653,2.135194798712422
exp1,12,88,mesh,lemon,L,0,0.7623816584858697,2.748422465200199
exp1,12,89,mesh,none,L,1,0.4227170317384259,3.255323704035334
exp1,12,90,wood,lemon,L,0,0.6717412247103173,3.3484918704140783
exp1,12,91,mesh,lemon,L,1,0.5915037906344837,3.569902108125243
exp1,12,92,mesh,peppermint,R,1,1.4568688529267708,2.912569182161659
exp1,12,93,wood,lemon,R,0,0.6393747038756209,3.851096455824815
exp1,12,94,wood,peppermint,L,1,0.6518439109036763,2.994400414270115
exp1,12,95,mesh,peppermint,R,0,0.5385462754801881,3.4921289257336836
exp1,12,96,wood,peppermint,R,0,0.737089401864222,3.4170536585768083
exp1,12,97,mesh,peppermint,R,0,0.40985520685830074,3.846117442734129
exp1,12,98,wood,none,R,0,0.4776956269187886,3.2846299206230736
exp1,12,99,wood,none,L,1,0.6587283978263571,3.7473157825251358
exp1,12,100,mesh,none,L,0,0.40749797496295037,3.8444995946812854
exp1,12,101,mesh,lemon,L,1,0.4730372498842702,2.8334801968764363
