experiment,rat_id,trial,cage_context,scent,choice,reward,reaction_time,maze_run_time
exp1,18,1,mesh,lemon,L,1,0.7849351005248477,2.3169163573460065
exp1,18,2,mesh,peppermint,L,1,0.7513001979116672,3.1670631236691174
exp1,18,3,wood,none,R,0,0.7907535288162311,3.847408071461547
exp1,18,4,wood,lemon,L,1,0.45215406191879565,3.3133068783159407
exp1,18,5,mesh,peppermint,L,0,0.7293304003527732,4.417215666570044
exp1,18,6,wood,none,R,1,0.8547674833608696,3.77691657114784
exp1,18,7,wood,peppermint,R,0,0.7711809488389215,2.0318995281109427
exp1,18,8,wood,none,L,0,0.5003584743677462,3.647421781576339
exp1,18,9,wood,none,R,0,0.42449488213623243,4.108491019602625
exp1,18,10,mesh,lemon,R,0,1.5654164110857645,3.781702180224026
exp1,18,11,mesh,peppermint,L,1,0.6365252596536652,2.064969450657313
exp1,18,12,wood,none,L,1,0.8412601314946935,1.8979133072937406
exp1,18,13,wood,lemon,L,0,0.8358673666084458,3.0109628686682237
exp1,18,14,wood,lemon,L,1,0.8166774837128824,3.201099901194226
exp1,18,15,mesh,none,R,1,0.2,2.042316062001404
exp1,18,16,mesh,none,R,0,0.48757698376899417,3.1898545573963193
exp1,18,17,mesh,peppermint,R,1,0.4323539036337079,2.407763153532662
exp1,18,18,wood,none,L,1,0.31530285132089064,2.781562987411048
exp1,18,19,mesh,peppermint,R,0,0.2,3.4459160059068226
exp1,18,20,wood,peppermint,R,1,1.2812990575475758,2.4500983551778996
exp1,18,21,mesh,none,R,0,0.643267152706418,3.4087953082689406
exp1,18,22,wood,lemon,R,0,1.1668012832516876,3.505099771421835
exp1,18,23,mesh,none,R,1,1.19284196338491,2.2429118723407715
exp1,18,24,mesh,lemon,L,1,1.6139081984621595,1.9101950933776823
exp1,18,25,mesh,lemon,L,1,0.4942122060052137,3.4320571960249864
exp1,18,26,mesh,none,R,0,0.3977543943268966,3.032997248968643
exp1,18,27,wood,none,L,1,0.37684276233946173,2.171411819849216
exp1,18,28,wood,none,R,0,1.6387311483469416,3.030195241451075
exp1,18,29,wood,peppermint,L,1,0.2554040883609769,2.37107972199734
exp1,18,30,mesh,lemon,R,0,0.2368379666498796,3.6793706940541515
exp1,18,31,wood,lemon,R,0,0.9744172125294172,3.7322784507435753
exp1,18,32,mesh,none,L,1,0.7122270402268623,3.3337924802383037
exp1,18,33,wood,peppermint,L,0,0.8587976480773387,4.230621113623097
exp1,18,34,mesh,peppermint,R,0,0.42317834148503464,3.822591748240451
exp1,18,35,wood,lemon,R,1,0.2,3.9865623328932696
exp1,18,36,wood,peppermint,L,1,0.6436112315704208,3.3766655858891057
exp1,18,37,mesh,peppermint,L,0,0.7707763120644645,2.880435988048866
exp1,18,38,wood,lemon,R,0,0.5693507257429862,3.5096294836755626
exp1,18,39,mesh,none,R,1,1.7541979294847498,2.6396259588260955
exp1,18,40,mesh,peppermint,R,0,0.9678091260476674,3.628513425919298
exp1,18,41,wood,none,L,1,0.587463538307464,2.4346843167493954
exp1,18,42,mesh,lemon,R,0,0.8598940519948964,3.056555932861081
exp1,18,43,wood,lemon,R,1,0.39310527157556,3.0563426000801868
exp1,18,44,wood,none,L,0,1.4973159783756682,3.4672859527889064
exp1,18,45,mesh,peppermint,L,1,0.3512346627948655,3.5806754649024377
exp1,18,46,mesh,lemon,R,1,0.651346043222951,3.4629245853552746
exp1,18,47,mesh,peppermint,L,0,0.3190842433619655,3.62237234102676
exp1,18,48,mesh,peppermint,L,1,1.6551468418672302,3.2110718460976315
exp1,18,49,wood,none,L,0,1.3965636751771555,3.0249275465717664
exp1,18,50,mesh,peppermint,L,1,0.5880302227337223,2.9172105137162028
exp1,18,51,wood,none,L,0,0.27608075955447536,3.2917521444702533
exp1,18,52,wood,none,L,1,0.45656093150765276,3.249255402100591
exp1,18,53,mesh,peppermint,L,1,1.0918743290446398,3.661486654172772
exp1,18,54,mesh,lemon,L,0,0.2,3.6072894631210746
exp1,18,55,mesh,none,L,1,0.27866179081506026,2.7574449903479694
exp1,18,56,wood,lemon,R,0,1.764438569194952,3.414552900916568
exp1,18,57,mesh,peppermint,L,0,0.32932104993554273,3.6303530809856377
exp1,18,58,wood,peppermint,L,0,0.2548690676207355,4.164487793403879
exp1,18,59,mesh,peppermint,R,0,0.7773976447987206,3.4856591706813433
exp1,18,60,wood,none,L,1,1.50087438812214,3.650548346732811
exp1,18,61,wood,none,L,1,1.1479191675409,3.624327876944819
exp1,18,62,wood,peppermint,L,1,0.7293386543606014,3.941905515592401
exp1,18,63,wood,none,L,1,0.7854386883825654,3.4545361214427386
exp1,18,64,wood,lemon,L,1,1.132637922296877,2.844020343441907
exp1,18,65,mesh,none,R,1,0.6249734468635089,2.98953603184266
exp1,18,66,mesh,none,R,1,0.6753137735728868,2.48370878100307
exp1,18,67,wood,lemon,R,0,0.310024853030126,3.29820801424855
exp1,18,68,wood,peppermint,R,0,0.6893282655080175,4.719275236537963
exp1,18,69,wood,lemon,L,0,0.47147711454092245,4.281043426037714
exp1,18,70,mesh,peppermint,L,1,1.7359666884541445,2.8227232503186697
exp1,18,71,wood,lemon,L,0,0.6648486369746385,3.4651687078364217
exp1,18,72,mesh,lemon,L,0,0.39293293514025235,3.774589982774603
exp1,18,73,mesh,lemon,L,1,0.4649329324261343,1.6606099330001962
exp1,18,74,mesh,none,L,1,0.3951779621957718,2.908484170079037
exp1,18,75,wood,none,R,1,0.4212599069849818,2.8652352896774183
exp1,18,76,mesh,none,L,1,1.9746632249409926,3.157057924688696
exp1,18,77,mesh,none,R,0,0.5046202813477361,3.79236267351797
exp1,18,78,wood,peppermint,L,1,0.6778673089938226,2.822090582330894
exp1,18,79,mesh,peppermint,R,0,0.6567635484762577,4.424469309280929
exp1,18,80,mesh,lemon,L,1,0.38854037173027556,3.1162550168287293
exp1,18,81,wood,lemon,L,1,1.926042901558355,3.7197989637150677
exp1,18,82,mesh,peppermint,R,1,0.35267132906682896,4.88874498806406
exp1,18,83,wood,lemon,R,0,0.3875819390104311,3.824186388854895
exp1,18,84,mesh,none,L,0,0.5865574777487391,3.1072940033386716
exp1,18,85,mesh,lemon,L,0,0.5607384070910171,3.5147811434360507
exp1,18,86,mesh,none,L,1,0.7257010766197033,2.0901306800439126
exp1,18,87,mesh,peppermint,R,0,1.1133017781512007,3.2362013287104747
exp1,18,88,wood,none,L,0,0.2,3.9980933355476527
exp1,18,89,wood,lemon,L,1,0.6629617822608158,3.239677129409251
exp1,18,90,wood,peppermint,L,1,0.6065179662344798,2.3785869708350873
exp1,18,91,mesh,peppermint,L,0,0.6037347313426754,3.5942394955447434
exp1,18,92,mesh,none,R,0,0.36706358792429866,2.71179509609516
exp1,18,93,mesh,none,L,1,0.9511941294940559,2.670683959522485
exp1,18,94,mesh,none,R,0,1.017705025918823,3.956374889956923
exp1,18,95,wood,peppermint,R,0,0.8967029601961801,4.0018289671860305
exp1,18,96,mesh,none,L,0,0.26472017361472955,2.402127269850269
exp1,18,97,mesh,none,R,1,0.553748587053166,3.9262751580498394
exp1,18,98,mesh,peppermint,R,1,0.5973884843117221,2.3753533947666696
exp1,18,99,wood,lemon,L,0,0.3226647897829758,3.043715681170828
exp1,18,100,wood,peppermint,L,1,0.5265933260402805,2.9062444763923425
exp1,18,101,wood,none,L,1,0.31281965768301456,3.022597839552014
exp1,18,102,mesh,none,R,0,0.2406443688002585,2.9718482904322356
exp1,18,103,wood,peppermint,L,1,0.4859902904250221,2.895587927503236
exp1,18,104,wood,none,L,1,0.2957570169723823,2.8809692556836666
exp1,18,105,wood,none,L,1,0.53715862348804,3.3764235912658043
exp1,18,106,mesh,none,L,0,0.9391452085866219,3.1934935895938383
exp1,18,107,wood,lemon,R,1,2.500111555991591,3.413950510649105
exp1,18,108,mesh,lemon,R,0,1.2584099474962072,2.2990265280247266
