sub_id,group,trial,block,stim_freq,stim_orient,correct_category,response,correct,rt
21,II,1,1,63.23,25.76,B,A,0,748.2
21,II,2,1,91.7,98.49,A,B,0,908.5
21,II,3,1,87.33,98.96,A,A,1,709.1
21,II,4,1,2.62,7.35,B,B,1,669.2
21,II,5,1,0.51,71.45,B,B,1,591.1
21,II,6,1,55.64,28.18,B,A,0,731.3
21,II,7,1,97.35,52.34,A,B,0,730.3
21,II,8,1,94.7,24.73,A,A,1,828.2
21,II,9,1,81.49,7.27,B,B,1,608.2
21,II,10,1,97.2,82.85,A,B,0,680.1
21,II,11,1,11.05,78.03,B,B,1,875.8
21,II,12,1,82.4,29.58,A,A,1,823.9
21,II,13,1,73.76,42.24,A,B,0,650.1
21,II,14,1,88.72,5.72,B,B,1,663.0
21,II,15,1,46.48,42.12,B,A,0,789.9
21,II,16,1,39.19,73.11,A,A,1,671.9
21,II,17,1,48.05,85.34,A,A,1,715.0
21,II,18,1,85.2,99.67,A,B,0,694.4
21,II,19,1,37.73,43.34,B,A,0,892.6
21,II,20,1,88.91,14.37,A,B,0,567.1
21,II,21,2,31.9,63.44,B,A,0,749.7
21,II,22,2,28.99,53.24,B,B,1,647.7
21,II,23,2,1.45,75.59,B,A,0,687.5
21,II,24,2,29.46,30.77,B,A,0,851.7
21,II,25,2,77.31,57.14,A,B,0,766.3
21,II,26,2,58.77,76.76,A,B,0,681.7
21,II,27,2,37.29,88.96,A,A,1,816.4
21,II,28,2,22.95,84.65,A,A,1,599.3
21,II,29,2,79.12,35.97,A,B,0,798.4
21,II,30,2,65.66,37.54,A,B,0,830.0
21,II,31,2,90.81,27.64,A,A,1,860.5
21,II,32,2,48.4,25.56,B,B,1,778.3
21,II,33,2,78.62,14.08,B,B,1,642.9
21,II,34,2,49.54,60.32,A,B,0,824.2
21,II,35,2,85.6,6.72,B,B,1,691.6
21,II,36,2,69.42,60.73,A,A,1,728.6
21,II,37,2,9.8,39.84,B,A,0,638.3
21,II,38,2,8.45,64.12,B,B,1,739.9
21,II,39,2,19.48,68.64,B,A,0,712.0
21,II,40,2,70.13,10.65,B,B,1,760.4
21,II,41,3,98.61,9.33,A,A,1,761.4
21,II,42,3,16.45,77.34,B,B,1,584.2
21,II,43,3,84.01,62.22,A,B,0,672.9
21,II,44,3,26.23,46.75,B,A,0,751.6
21,II,45,3,97.89,13.14,A,A,1,711.6
21,II,46,3,4.19,29.58,B,B,1,767.9
21,II,47,3,56.32,45.91,A,B,0,819.3
21,II,48,3,54.27,71.79,A,A,1,793.4
21,II,49,3,2.56,66.83,B,B,1,673.0
21,II,50,3,71.26,10.38,B,B,1,777.5
21,II,51,3,91.75,79.57,A,B,0,792.1
21,II,52,3,96.65,95.21,A,B,0,778.8
21,II,53,3,36.35,35.39,B,A,0,733.0
21,II,54,3,82.71,91.99,A,A,1,835.0
21,II,55,3,10.31,2.9,B,A,0,706.3
21,II,56,3,58.46,8.8,B,B,1,745.2
21,II,57,3,50.12,51.3,A,B,0,714.7
21,II,58,3,34.8,72.21,A,B,0,786.9
21,II,59,3,30.43,57.13,B,A,0,770.6
21,II,60,3,89.33,15.77,A,A,1,803.7
21,II,61,4,54.16,15.75,B,A,0,764.2
21,II,62,4,43.38,26.66,B,B,1,669.0
21,II,63,4,60.27,21.55,B,B,1,735.7
21,II,64,4,59.2,4.88,B,A,0,806.8
21,II,65,4,7.26,52.33,B,A,0,687.1
21,II,66,4,83.98,22.57,A,A,1,660.1
21,II,67,4,34.48,44.76,B,B,1,703.5
21,II,68,4,30.48,2.25,B,A,0,677.5
21,II,69,4,20.5,55.31,B,A,0,873.1
21,II,70,4,64.36,60.36,A,A,1,715.6
21,II,71,4,7.73,94.67,A,B,0,574.3
21,II,72,4,9.66,67.16,B,B,1,766.8
21,II,73,4,91.63,33.77,A,B,0,835.3
21,II,74,4,30.76,93.25,A,A,1,788.7
21,II,75,4,99.48,46.34,A,B,0,497.4
21,II,76,4,32.84,34.54,B,A,0,754.5
21,II,77,4,90.87,89.03,A,A,1,793.2
21,II,78,4,64.94,41.35,A,B,0,796.2
21,II,79,4,78.68,57.17,A,A,1,817.9
21,II,80,4,80.56,75.14,A,B,0,826.5
21,II,81,5,96.42,68.24,A,A,1,710.6
21,II,82,5,9.23,71.15,B,A,0,654.5
21,II,83,5,20.42,48.07,B,B,1,698.6
21,II,84,5,0.92,60.12,B,B,1,698.6
21,II,85,5,13.48,88.55,A,B,0,761.8
21,II,86,5,51.73,9.66,B,B,1,444.0
21,II,87,5,56.91,90.15,A,B,0,711.2
21,II,88,5,95.35,14.27,A,A,1,660.9
21,II,89,5,68.55,32.28,A,B,0,775.1
21,II,90,5,38.89,16.42,B,A,0,679.5
21,II,91,5,38.45,69.99,A,B,0,684.1
21,II,92,5,50.74,71.37,A,A,1,632.4
21,II,93,5,82.99,87.07,A,B,0,644.0
21,II,94,5,30.54,50.25,B,A,0,737.3
21,II,95,5,81.91,46.09,A,A,1,657.3
21,II,96,5,56.94,74.92,A,B,0,713.0
21,II,97,5,8.16,67.84,B,A,0,674.0
21,II,98,5,36.6,77.46,A,B,0,913.8
21,II,99,5,93.32,13.42,A,B,0,666.5
21,II,100,5,1.01,9.37,B,B,1,709.0
21,II,101,6,47.35,62.74,A,A,1,647.6
21,II,102,6,27.46,90.61,A,B,0,894.0
21,II,103,6,97.26,81.31,A,A,1,740.5
21,II,104,6,25.96,72.13,B,B,1,623.1
21,II,105,6,75.21,95.77,A,B,0,670.6
21,II,106,6,60.1,16.57,B,B,1,717.7
21,II,107,6,4.63,9.91,B,A,0,729.5
21,II,108,6,64.78,51.44,A,A,1,679.5
21,II,109,6,92.61,90.26,A,B,0,644.5
21,II,110,6,35.48,12.29,B,A,0,663.5
21,II,111,6,97.22,89.1,A,B,0,667.4
21,II,112,6,7.8,15.61,B,A,0,722.1
21,II,113,6,78.77,88.28,A,B,0,831.0
21,II,114,6,15.25,72.84,B,B,1,706.2
21,II,115,6,21.72,74.74,B,A,0,764.7
21,II,116,6,82.6,61.25,A,B,0,666.8
21,II,117,6,56.06,46.63,A,A,1,652.1
21,II,118,6,71.23,39.77,A,A,1,677.7
21,II,119,6,65.68,90.05,A,A,1,802.1
21,II,120,6,3.63,19.19,B,A,0,569.9
21,II,121,7,13.91,26.81,B,B,1,642.7
21,II,122,7,87.61,8.28,B,B,1,692.5
21,II,123,7,36.82,27.83,B,B,1,637.0
21,II,124,7,18.47,89.75,A,B,0,869.2
21,II,125,7,57.65,68.79,A,B,0,685.1
21,II,126,7,7.51,88.21,B,B,1,705.3
21,II,127,7,84.28,90.54,A,A,1,750.3
21,II,128,7,90.89,86.28,A,A,1,839.7
21,II,129,7,78.43,10.79,B,A,0,801.3
21,II,130,7,64.71,87.58,A,A,1,638.9
21,II,131,7,35.73,91.86,A,B,0,764.2
21,II,132,7,58.9,18.8,B,B,1,689.9
21,II,133,7,18.99,30.98,B,A,0,729.5
21,II,134,7,74.15,88.77,A,A,1,621.9
21,II,135,7,62.0,20.94,B,B,1,651.4
21,II,136,7,22.83,94.95,A,B,0,584.3
21,II,137,7,2.32,69.76,B,A,0,758.7
21,II,138,7,60.75,80.2,A,B,0,642.8
21,II,139,7,86.65,16.24,A,B,0,825.7
21,II,140,7,68.35,16.37,B,A,0,737.8
21,II,141,8,26.26,4.78,B,B,1,609.4
21,II,142,8,36.44,88.26,A,A,1,786.3
21,II,143,8,81.82,49.87,A,A,1,550.1
21,II,144,8,37.22,16.53,B,A,0,717.8
21,II,145,8,17.84,69.61,B,A,0,681.8
21,II,146,8,56.16,66.15,A,A,1,738.3
21,II,147,8,59.29,65.89,A,B,0,568.1
21,II,148,8,9.52,55.63,B,B,1,733.4
21,II,149,8,7.91,80.14,B,B,1,676.1
21,II,150,8,71.46,60.31,A,A,1,701.3
21,II,151,8,40.1,91.02,A,B,0,532.9
21,II,152,8,21.84,7.4,B,A,0,913.3
21,II,153,8,23.46,60.02,B,A,0,596.7
21,II,154,8,44.65,23.65,B,B,1,813.5
21,II,155,8,36.85,62.43,B,B,1,569.4
21,II,156,8,47.87,80.15,A,B,0,716.6
21,II,157,8,16.12,85.02,A,A,1,728.2
21,II,158,8,96.53,10.37,A,A,1,699.4
21,II,159,8,60.68,22.72,B,B,1,718.9
21,II,160,8,50.99,81.24,A,B,0,897.2
21,II,161,9,66.13,3.38,B,A,0,731.9
21,II,162,9,85.14,85.58,A,A,1,745.4
21,II,163,9,68.53,29.54,B,A,0,645.0
21,II,164,9,89.38,96.6,A,B,0,790.2
21,II,165,9,23.44,86.87,A,A,1,746.9
21,II,166,9,89.2,79.35,A,B,0,784.4
21,II,167,9,98.77,59.81,A,B,0,770.5
21,II,168,9,89.56,55.3,A,B,0,620.2
21,II,169,9,24.31,57.26,B,A,0,694.1
21,II,170,9,51.62,95.59,A,A,1,839.0
21,II,171,9,58.75,53.07,A,B,0,528.0
21,II,172,9,3.5,6.53,B,B,1,713.6
21,II,173,9,15.1,46.68,B,B,1,671.8
21,II,174,9,0.77,23.76,B,B,1,646.7
21,II,175,9,90.09,39.88,A,A,1,709.5
21,II,176,9,36.27,57.68,B,A,0,609.7
21,II,177,9,22.4,11.83,B,B,1,784.6
21,II,178,9,13.84,35.93,B,A,0,623.4
21,II,179,9,22.43,39.48,B,B,1,778.2
21,II,180,9,81.52,14.91,B,A,0,600.1
21,II,181,10,13.63,22.84,B,A,0,568.6
21,II,182,10,93.17,98.78,A,A,1,661.9
21,II,183,10,77.19,5.93,B,A,0,632.0
21,II,184,10,88.26,45.05,A,A,1,705.6
21,II,185,10,87.17,85.86,A,A,1,725.9
21,II,186,10,16.98,26.28,B,B,1,588.8
21,II,187,10,37.52,85.58,A,B,0,490.4
21,II,188,10,91.92,9.38,A,A,1,654.0
21,II,189,10,50.64,14.75,B,A,0,815.2
21,II,190,10,29.46,37.75,B,B,1,578.3
21,II,191,10,84.53,58.64,A,A,1,461.5
21,II,192,10,24.88,96.15,A,A,1,663.8
21,II,193,10,4.78,23.47,B,B,1,677.4
21,II,194,10,43.77,31.26,B,B,1,654.3
21,II,195,10,53.04,42.4,B,B,1,769.7
21,II,196,10,92.59,38.35,A,A,1,601.4
21,II,197,10,61.37,28.82,B,B,1,708.5
21,II,198,10,78.5,12.14,B,B,1,812.4
21,II,199,10,79.29,62.92,A,A,1,658.3
21,II,200,10,75.82,98.02,A,A,1,742.9
21,II,201,11,41.61,17.89,B,B,1,653.3
21,II,202,11,50.77,25.7,B,B,1,619.3
21,II,203,11,68.29,44.26,A,A,1,677.8
21,II,204,11,1.64,28.78,B,B,1,683.4
21,II,205,11,16.35,45.65,B,B,1,394.1
21,II,206,11,99.61,4.29,A,A,1,665.1
21,II,207,11,60.88,4.15,B,B,1,838.2
21,II,208,11,24.64,58.94,B,A,0,712.1
21,II,209,11,58.37,70.83,A,A,1,621.1
