sub_id,group,trial,block,stim_freq,stim_orient,correct_category,response,correct,rt
31,II,1,1,44.0,51.89,B,A,0,761.2
31,II,2,1,19.01,74.15,B,A,0,619.9
31,II,3,1,70.35,33.28,A,B,0,818.6
31,II,4,1,1.82,64.28,B,A,0,540.1
31,II,5,1,67.2,64.05,A,B,0,758.8
31,II,6,1,17.93,91.16,A,B,0,803.9
31,II,7,1,66.5,43.0,A,A,1,682.2
31,II,8,1,85.45,36.09,A,A,1,802.7
31,II,9,1,8.19,24.19,B,B,1,863.3
31,II,10,1,81.78,53.65,A,B,0,697.2
31,II,11,1,20.39,57.05,B,A,0,736.7
31,II,12,1,24.59,31.1,B,B,1,791.6
31,II,13,1,51.85,65.89,A,B,0,683.4
31,II,14,1,41.03,38.41,B,A,0,743.0
31,II,15,1,76.51,96.85,A,B,0,780.9
31,II,16,1,60.25,86.65,A,B,0,635.1
31,II,17,1,88.94,70.18,A,A,1,761.0
31,II,18,1,63.39,37.66,A,A,1,888.6
31,II,19,1,44.26,47.9,B,A,0,778.3
31,II,20,1,29.65,38.25,B,A,0,658.0
31,II,21,2,85.74,53.49,A,A,1,668.8
31,II,22,2,39.48,63.62,A,B,0,537.0
31,II,23,2,11.72,5.57,B,A,0,754.0
31,II,24,2,35.11,96.97,A,A,1,675.2
31,II,25,2,89.04,42.58,A,A,1,736.5
31,II,26,2,35.77,82.3,A,A,1,815.7
31,II,27,2,84.25,31.71,A,A,1,686.2
31,II,28,2,0.43,40.12,B,A,0,849.4
31,II,29,2,40.94,55.68,B,A,0,610.5
31,II,30,2,98.33,71.98,A,A,1,633.7
31,II,31,2,7.69,10.14,B,A,0,733.2
31,II,32,2,20.71,75.07,B,B,1,632.5
31,II,33,2,62.54,15.85,B,A,0,498.1
31,II,34,2,46.06,54.85,A,A,1,779.1
31,II,35,2,19.38,15.79,B,B,1,606.5
31,II,36,2,42.15,96.02,A,B,0,813.5
31,II,37,2,22.79,84.11,A,B,0,917.9
31,II,38,2,40.76,53.0,B,A,0,744.3
31,II,39,2,74.25,30.02,A,A,1,669.4
31,II,40,2,34.66,13.73,B,B,1,799.6
31,II,41,3,58.42,19.62,B,A,0,802.0
31,II,42,3,94.86,56.1,A,B,0,814.6
31,II,43,3,45.66,27.08,B,B,1,700.4
31,II,44,3,83.61,99.77,A,B,0,853.1
31,II,45,3,70.56,12.06,B,B,1,659.5
31,II,46,3,13.24,11.11,B,B,1,796.6
31,II,47,3,51.77,19.53,B,B,1,799.5
31,II,48,3,63.4,34.56,B,B,1,705.9
31,II,49,3,37.04,6.37,B,A,0,741.6
31,II,50,3,21.75,50.48,B,B,1,629.1
31,II,51,3,35.89,49.27,B,B,1,700.0
31,II,52,3,76.52,61.85,A,A,1,717.0
31,II,53,3,13.53,69.35,B,A,0,835.2
31,II,54,3,1.93,13.22,B,A,0,646.1
31,II,55,3,40.47,15.48,B,B,1,715.3
31,II,56,3,8.69,93.3,A,A,1,768.9
31,II,57,3,8.38,94.45,A,B,0,666.8
31,II,58,3,48.75,17.22,B,A,0,841.9
31,II,59,3,10.75,42.22,B,A,0,669.7
31,II,60,3,19.83,39.06,B,A,0,839.8
31,II,61,4,77.82,1.2,B,B,1,657.7
31,II,62,4,45.06,85.2,A,B,0,692.2
31,II,63,4,81.33,88.03,A,B,0,668.9
31,II,64,4,46.78,50.78,B,B,1,706.8
31,II,65,4,5.84,89.74,B,A,0,681.3
31,II,66,4,49.64,85.94,A,A,1,695.7
31,II,67,4,4.16,66.4,B,B,1,664.5
31,II,68,4,13.47,1.47,B,B,1,812.4
31,II,69,4,49.32,59.73,A,A,1,797.3
31,II,70,4,28.2,94.66,A,B,0,685.6
31,II,71,4,69.65,51.85,A,A,1,742.0
