sub_id,group,trial,block,stim_freq,stim_orient,correct_category,response,correct,rt
6,RB,1,1,82.23,54.99,A,B,0,619.5
6,RB,2,1,11.24,20.85,B,A,0,693.8
6,RB,3,1,85.39,35.23,A,A,1,610.5
6,RB,4,1,35.41,73.99,B,A,0,554.3
6,RB,5,1,37.5,57.29,B,B,1,644.5
6,RB,6,1,93.09,95.72,A,A,1,764.7
6,RB,7,1,91.23,84.82,A,B,0,495.3
6,RB,8,1,50.01,25.37,A,B,0,730.4
6,RB,9,1,59.18,29.21,A,B,0,649.8
6,RB,10,1,17.21,82.69,B,B,1,821.0
6,RB,11,1,78.85,79.12,A,B,0,612.5
6,RB,12,1,0.42,86.56,B,B,1,671.1
6,RB,13,1,27.3,77.31,B,B,1,696.0
6,RB,14,1,17.99,32.19,B,B,1,789.5
6,RB,15,1,49.93,83.96,B,B,1,597.1
6,RB,16,1,48.26,98.48,B,B,1,613.4
6,RB,17,1,53.67,91.57,A,A,1,553.9
6,RB,18,1,64.76,51.77,A,A,1,714.5
6,RB,19,1,35.53,47.35,B,B,1,599.8
6,RB,20,1,5.64,10.75,B,A,0,515.2
6,RB,21,2,28.76,65.07,B,A,0,509.5
6,RB,22,2,90.51,28.7,A,B,0,641.4
6,RB,23,2,57.7,75.57,A,A,1,672.1
6,RB,24,2,3.72,49.65,B,B,1,746.2
6,RB,25,2,26.63,85.47,B,A,0,757.7
6,RB,26,2,72.44,32.92,A,B,0,627.4
6,RB,27,2,17.77,29.15,B,A,0,565.0
6,RB,28,2,92.93,47.9,A,A,1,703.2
6,RB,29,2,33.6,60.65,B,B,1,657.3
6,RB,30,2,33.03,96.57,B,B,1,691.5
6,RB,31,2,30.78,80.26,B,A,0,675.5
6,RB,32,2,94.6,29.06,A,B,0,705.5
6,RB,33,2,37.85,9.35,B,A,0,555.1
6,RB,34,2,74.69,52.01,A,A,1,698.8
6,RB,35,2,35.74,14.82,B,A,0,684.0
6,RB,36,2,26.53,85.41,B,B,1,654.8
6,RB,37,2,29.74,6.35,B,A,0,576.8
6,RB,38,2,67.35,78.19,A,B,0,666.0
6,RB,39,2,97.39,63.97,A,B,0,664.5
6,RB,40,2,20.84,21.77,B,B,1,553.3
6,RB,41,3,40.0,0.14,B,B,1,584.1
6,RB,42,3,93.71,30.6,A,B,0,709.2
6,RB,43,3,58.22,46.14,A,B,0,617.9
6,RB,44,3,31.97,60.83,B,A,0,758.1
6,RB,45,3,18.01,89.25,B,B,1,709.1
6,RB,46,3,65.76,53.25,A,B,0,690.2
6,RB,47,3,78.6,9.99,A,B,0,686.7
6,RB,48,3,89.45,32.08,A,B,0,663.3
6,RB,49,3,32.98,54.43,B,B,1,689.8
6,RB,50,3,16.29,93.28,B,A,0,810.8
6,RB,51,3,48.81,88.47,B,A,0,634.4
6,RB,52,3,70.95,83.15,A,B,0,605.7
6,RB,53,3,27.11,68.26,B,B,1,666.6
