sub_id,group,trial,block,stim_freq,stim_orient,correct_category,response,correct,rt
24,II,1,1,68.48,62.2,A,A,1,663.4
24,II,2,1,5.9,33.69,B,B,1,606.5
24,II,3,1,92.81,87.14,A,B,0,633.0
24,II,4,1,11.2,75.05,B,B,1,612.6
24,II,5,1,49.96,38.12,B,A,0,764.0
24,II,6,1,58.65,97.59,A,A,1,646.1
24,II,7,1,49.85,90.09,A,B,0,673.2
24,II,8,1,42.03,2.43,B,A,0,734.5
24,II,9,1,41.51,20.2,B,B,1,831.5
24,II,10,1,89.53,12.69,A,A,1,729.5
24,II,11,1,39.85,53.94,B,A,0,588.3
24,II,12,1,78.98,0.03,B,B,1,885.7
24,II,13,1,56.46,52.69,A,B,0,795.5
24,II,14,1,22.28,33.51,B,A,0,840.8
24,II,15,1,27.86,17.6,B,A,0,723.6
24,II,16,1,40.82,34.97,B,A,0,765.5
24,II,17,1,41.02,28.81,B,A,0,658.1
24,II,18,1,93.57,83.46,A,B,0,778.3
24,II,19,1,47.53,57.99,A,B,0,631.4
24,II,20,1,35.62,18.45,B,B,1,756.5
24,II,21,2,95.43,83.12,A,B,0,770.3
24,II,22,2,85.87,57.87,A,A,1,803.0
24,II,23,2,76.51,11.17,B,A,0,868.9
24,II,24,2,19.76,35.44,B,B,1,760.3
24,II,25,2,9.22,74.34,B,B,1,716.0
24,II,26,2,88.68,0.54,B,B,1,771.7
24,II,27,2,2.13,83.23,B,A,0,731.9
24,II,28,2,84.75,38.45,A,B,0,794.9
24,II,29,2,60.99,54.07,A,B,0,742.4
24,II,30,2,1.9,65.18,B,B,1,724.5
24,II,31,2,93.82,1.08,B,B,1,764.7
24,II,32,2,95.52,2.93,B,A,0,549.2
24,II,33,2,45.59,75.02,A,A,1,636.8
24,II,34,2,88.51,7.95,B,B,1,834.2
24,II,35,2,7.74,64.66,B,A,0,744.2
24,II,36,2,76.63,50.93,A,A,1,664.3
24,II,37,2,30.59,27.92,B,B,1,683.6
24,II,38,2,66.51,73.65,A,B,0,688.0
24,II,39,2,91.08,15.73,A,B,0,664.4
24,II,40,2,92.2,27.43,A,B,0,636.1
24,II,41,3,23.62,15.87,B,A,0,627.3
24,II,42,3,80.4,66.07,A,A,1,625.2
24,II,43,3,30.27,38.51,B,B,1,765.2
24,II,44,3,91.38,80.92,A,B,0,720.6
24,II,45,3,86.19,81.94,A,B,0,736.8
24,II,46,3,2.59,68.82,B,A,0,632.2
24,II,47,3,90.58,32.39,A,A,1,702.2
24,II,48,3,36.31,32.0,B,B,1,699.7
24,II,49,3,63.24,56.96,A,A,1,639.6
24,II,50,3,69.1,52.08,A,A,1,733.9
24,II,51,3,66.09,49.54,A,B,0,731.9
24,II,52,3,23.16,20.54,B,B,1,768.9
24,II,53,3,83.01,35.36,A,A,1,619.3
24,II,54,3,23.96,90.88,A,B,0,689.5
24,II,55,3,48.46,95.05,A,B,0,613.5
24,II,56,3,34.19,43.87,B,B,1,735.5
24,II,57,3,20.95,1.36,B,B,1,590.2
24,II,58,3,66.27,3.68,B,A,0,754.0
24,II,59,3,24.62,89.53,A,B,0,745.7
24,II,60,3,96.15,81.82,A,B,0,791.0
24,II,61,4,88.18,22.0,A,B,0,728.2
24,II,62,4,75.82,97.09,A,A,1,806.3
24,II,63,4,62.01,6.99,B,A,0,616.1
24,II,64,4,70.87,31.82,A,A,1,703.6
24,II,65,4,6.78,95.07,A,B,0,677.9
24,II,66,4,47.72,10.74,B,B,1,724.3
24,II,67,4,46.81,47.48,B,B,1,679.6
24,II,68,4,18.79,59.91,B,B,1,607.3
24,II,69,4,14.13,7.68,B,A,0,692.8
24,II,70,4,20.96,90.38,A,A,1,820.6
24,II,71,4,33.29,64.35,B,B,1,705.4
24,II,72,4,96.23,64.17,A,B,0,674.6
24,II,73,4,53.85,53.65,A,B,0,599.8
24,II,74,4,55.2,24.88,B,B,1,650.6
24,II,75,4,50.4,86.24,A,A,1,735.1
24,II,76,4,8.37,89.73,B,A,0,697.7
24,II,77,4,24.04,9.91,B,A,0,556.3
24,II,78,4,60.75,10.01,B,A,0,629.9
24,II,79,4,41.86,78.31,A,B,0,713.4
24,II,80,4,10.07,66.13,B,A,0,706.1
24,II,81,5,6.24,96.9,A,A,1,821.3
24,II,82,5,91.16,48.72,A,B,0,695.0
24,II,83,5,30.59,18.88,B,B,1,708.9
24,II,84,5,70.83,91.11,A,B,0,818.1
24,II,85,5,80.96,72.27,A,A,1,705.0
24,II,86,5,53.24,37.35,B,A,0,714.8
24,II,87,5,58.86,73.92,A,B,0,534.7
24,II,88,5,52.04,24.56,B,B,1,882.2
24,II,89,5,4.48,4.17,B,B,1,635.7
24,II,90,5,34.06,14.46,B,B,1,576.7
24,II,91,5,45.74,18.07,B,A,0,577.1
24,II,92,5,57.71,49.29,A,A,1,791.3
24,II,93,5,39.79,35.18,B,A,0,640.0
24,II,94,5,46.65,73.62,A,A,1,692.0
24,II,95,5,77.14,56.19,A,A,1,703.6
24,II,96,5,4.86,28.64,B,A,0,747.0
24,II,97,5,75.07,68.12,A,B,0,780.8
24,II,98,5,98.42,55.28,A,A,1,595.6
24,II,99,5,86.87,78.46,A,A,1,837.0
24,II,100,5,30.11,55.8,B,B,1,592.9
24,II,101,6,40.65,27.22,B,A,0,699.6
24,II,102,6,6.91,43.86,B,B,1,699.0
24,II,103,6,74.04,20.99,B,B,1,706.6
24,II,104,6,47.25,14.12,B,A,0,714.8
24,II,105,6,38.3,58.64,B,B,1,595.7
24,II,106,6,48.19,71.75,A,A,1,684.3
24,II,107,6,14.21,96.91,A,B,0,555.1
24,II,108,6,46.03,43.17,B,A,0,726.2
24,II,109,6,15.95,43.33,B,B,1,697.9
24,II,110,6,21.65,89.07,A,B,0,621.2
24,II,111,6,61.79,85.01,A,B,0,607.6
24,II,112,6,12.9,34.29,B,B,1,771.2
24,II,113,6,55.67,75.62,A,A,1,612.9
24,II,114,6,6.61,71.04,B,A,0,690.9
24,II,115,6,19.85,62.15,B,B,1,615.6
24,II,116,6,19.94,81.32,A,A,1,756.8
24,II,117,6,26.4,32.48,B,A,0,750.3
24,II,118,6,60.48,10.9,B,B,1,582.9
24,II,119,6,54.72,10.17,B,A,0,722.7
24,II,120,6,73.39,65.43,A,B,0,707.4
24,II,121,7,95.34,8.86,A,B,0,672.0
24,II,122,7,36.7,16.68,B,A,0,725.6
24,II,123,7,20.84,60.02,B,A,0,724.2
24,II,124,7,47.11,86.55,A,A,1,746.3
24,II,125,7,0.74,67.7,B,A,0,680.4
24,II,126,7,17.45,84.67,A,B,0,760.2
24,II,127,7,86.13,32.28,A,B,0,832.0
24,II,128,7,85.55,73.46,A,B,0,681.3
24,II,129,7,12.9,60.38,B,A,0,639.9
24,II,130,7,59.57,96.83,A,A,1,722.8
24,II,131,7,1.65,40.08,B,B,1,706.5
24,II,132,7,34.39,48.73,B,A,0,819.3
24,II,133,7,65.03,63.42,A,A,1,678.3
24,II,134,7,90.08,34.82,A,A,1,694.9
24,II,135,7,62.87,53.05,A,A,1,772.3
24,II,136,7,12.54,4.05,B,B,1,695.2
24,II,137,7,59.94,17.27,B,B,1,757.8
24,II,138,7,61.92,70.01,A,A,1,628.8
24,II,139,7,73.23,30.11,A,B,0,610.3
24,II,140,7,72.03,69.06,A,B,0,590.9
24,II,141,8,89.49,65.85,A,B,0,716.2
24,II,142,8,79.72,44.38,A,A,1,662.4
24,II,143,8,61.69,71.57,A,A,1,691.6
24,II,144,8,77.83,72.3,A,B,0,707.5
24,II,145,8,8.98,25.63,B,B,1,681.7
24,II,146,8,19.82,15.79,B,B,1,681.4
24,II,147,8,44.3,37.0,B,A,0,661.3
24,II,148,8,25.71,41.88,B,B,1,838.3
24,II,149,8,94.2,27.07,A,B,0,718.3
24,II,150,8,19.41,19.16,B,B,1,661.4
24,II,151,8,99.95,11.74,A,B,0,757.5
24,II,152,8,5.08,27.12,B,B,1,709.9
24,II,153,8,82.99,7.87,B,B,1,652.1
24,II,154,8,14.22,10.91,B,B,1,676.4
24,II,155,8,82.53,22.01,A,A,1,720.4
24,II,156,8,14.51,58.89,B,B,1,687.7
24,II,157,8,76.27,63.46,A,A,1,605.8
24,II,158,8,34.99,61.63,B,A,0,739.5
24,II,159,8,95.05,85.57,A,A,1,542.2
24,II,160,8,98.92,18.35,A,A,1,625.5
24,II,161,9,42.93,65.97,A,A,1,648.7
24,II,162,9,40.45,62.32,A,B,0,740.2
24,II,163,9,90.88,22.99,A,A,1,723.8
