sub_id,group,trial,block,stim_freq,stim_orient,correct_category,response,correct,rt
29,II,1,1,34.93,17.06,B,A,0,819.4
29,II,2,1,23.34,68.45,B,A,0,685.4
29,II,3,1,86.83,76.93,A,A,1,770.3
29,II,4,1,15.72,1.8,B,A,0,674.7
29,II,5,1,15.74,29.96,B,A,0,659.7
29,II,6,1,11.31,25.02,B,A,0,673.7
29,II,7,1,35.32,23.36,B,A,0,842.2
29,II,8,1,6.23,12.52,B,B,1,767.1
29,II,9,1,44.73,16.49,B,B,1,701.5
29,II,10,1,60.56,90.4,A,B,0,714.9
29,II,11,1,59.05,83.4,A,A,1,681.7
29,II,12,1,6.36,55.28,B,A,0,653.7
29,II,13,1,84.28,63.3,A,B,0,771.3
29,II,14,1,9.92,89.84,B,A,0,784.3
29,II,15,1,8.95,93.07,A,A,1,636.4
29,II,16,1,20.08,31.04,B,A,0,663.5
29,II,17,1,24.73,18.01,B,B,1,491.2
29,II,18,1,40.62,38.08,B,A,0,669.1
29,II,19,1,26.66,31.82,B,B,1,701.6
29,II,20,1,8.82,46.51,B,A,0,742.4
29,II,21,2,77.33,84.46,A,B,0,640.1
29,II,22,2,95.63,79.24,A,B,0,639.5
29,II,23,2,74.61,69.03,A,B,0,742.5
29,II,24,2,39.22,11.0,B,A,0,651.1
29,II,25,2,72.24,18.53,B,A,0,850.6
29,II,26,2,25.45,78.2,A,B,0,785.9
29,II,27,2,66.69,88.88,A,B,0,691.6
29,II,28,2,50.34,48.04,B,A,0,775.5
29,II,29,2,38.54,54.26,B,B,1,707.4
29,II,30,2,0.78,11.24,B,A,0,787.7
29,II,31,2,82.99,35.85,A,B,0,685.8
29,II,32,2,37.9,43.5,B,A,0,711.1
29,II,33,2,83.84,28.63,A,B,0,758.4
29,II,34,2,38.34,44.11,B,A,0,784.2
29,II,35,2,7.74,55.44,B,A,0,707.9
29,II,36,2,99.25,4.87,A,B,0,607.2
29,II,37,2,85.58,63.68,A,B,0,826.6
29,II,38,2,77.21,97.11,A,A,1,678.9
29,II,39,2,1.18,1.05,B,A,0,861.7
29,II,40,2,15.0,60.19,B,B,1,656.8
29,II,41,3,91.19,25.27,A,A,1,760.7
29,II,42,3,23.78,74.01,B,B,1,607.4
29,II,43,3,94.06,16.79,A,A,1,711.4
29,II,44,3,52.96,82.58,A,B,0,633.3
29,II,45,3,86.42,13.69,A,B,0,711.4
29,II,46,3,81.82,10.86,B,B,1,659.4
29,II,47,3,38.13,3.34,B,B,1,806.7
29,II,48,3,37.7,41.01,B,B,1,696.5
29,II,49,3,34.04,20.87,B,B,1,775.7
29,II,50,3,60.45,56.1,A,A,1,783.7
29,II,51,3,32.27,82.6,A,B,0,680.1
29,II,52,3,13.21,65.31,B,A,0,718.2
29,II,53,3,84.62,47.94,A,B,0,578.0
29,II,54,3,84.62,62.4,A,B,0,638.5
29,II,55,3,52.52,72.68,A,B,0,686.2
29,II,56,3,91.41,3.29,B,A,0,673.2
29,II,57,3,74.46,41.03,A,B,0,778.1
29,II,58,3,24.14,74.98,B,B,1,566.0
29,II,59,3,52.04,33.91,B,B,1,862.0
29,II,60,3,83.38,92.14,A,B,0,746.0
29,II,61,4,2.26,9.12,B,B,1,537.6
