sub_id,group,trial,block,stim_freq,stim_orient,correct_category,response,correct,rt
11,RB,1,1,96.0,69.05,A,B,0,622.1
11,RB,2,1,3.81,82.18,B,B,1,642.3
11,RB,3,1,54.83,41.71,A,A,1,697.3
11,RB,4,1,13.89,61.19,B,A,0,674.2
11,RB,5,1,47.53,54.52,B,B,1,519.0
11,RB,6,1,7.02,37.31,B,A,0,575.9
11,RB,7,1,93.79,62.95,A,B,0,699.1
11,RB,8,1,60.76,98.21,A,A,1,696.8
11,RB,9,1,38.39,67.66,B,A,0,585.4
11,RB,10,1,57.13,89.35,A,A,1,494.2
11,RB,11,1,40.72,22.5,B,A,0,679.6
11,RB,12,1,38.63,15.54,B,B,1,693.9
11,RB,13,1,81.3,53.84,A,B,0,676.8
11,RB,14,1,77.42,61.37,A,B,0,541.7
11,RB,15,1,45.54,81.52,B,B,1,629.7
11,RB,16,1,53.96,70.1,A,A,1,571.2
11,RB,17,1,21.92,22.86,B,A,0,556.6
11,RB,18,1,58.74,89.31,A,A,1,681.6
11,RB,19,1,72.23,9.1,A,B,0,559.5
11,RB,20,1,54.99,62.72,A,A,1,615.6
11,RB,21,2,93.57,29.03,A,A,1,575.1
11,RB,22,2,47.21,9.93,B,A,0,711.0
11,RB,23,2,73.33,75.42,A,A,1,597.7
11,RB,24,2,31.81,56.14,B,B,1,559.7
11,RB,25,2,43.66,72.31,B,A,0,459.8
11,RB,26,2,24.14,7.54,B,A,0,680.1
11,RB,27,2,6.13,83.96,B,A,0,631.8
11,RB,28,2,57.49,5.96,A,B,0,627.9
11,RB,29,2,78.58,90.49,A,B,0,653.1
11,RB,30,2,30.77,45.78,B,B,1,654.1
11,RB,31,2,61.8,67.39,A,A,1,723.6
11,RB,32,2,95.84,54.27,A,B,0,689.7
11,RB,33,2,46.08,97.15,B,A,0,740.9
11,RB,34,2,93.75,76.31,A,B,0,648.0
11,RB,35,2,29.63,80.4,B,B,1,712.2
11,RB,36,2,94.62,25.27,A,A,1,649.4
11,RB,37,2,61.3,14.62,A,B,0,612.4
11,RB,38,2,79.62,59.68,A,B,0,681.1
11,RB,39,2,36.61,27.57,B,A,0,731.7
11,RB,40,2,16.33,13.05,B,A,0,677.9
11,RB,41,3,2.53,84.16,B,B,1,620.2
11,RB,42,3,97.12,5.28,A,A,1,755.5
11,RB,43,3,25.0,4.56,B,A,0,702.0
11,RB,44,3,58.93,72.28,A,A,1,672.1
11,RB,45,3,47.95,97.11,B,A,0,588.5
11,RB,46,3,53.97,37.43,A,A,1,572.3
11,RB,47,3,11.65,97.59,B,A,0,630.3
11,RB,48,3,27.35,65.2,B,A,0,635.1
11,RB,49,3,40.81,94.62,B,B,1,541.6
11,RB,50,3,58.82,40.81,A,B,0,705.1
11,RB,51,3,11.83,61.12,B,B,1,702.6
11,RB,52,3,92.32,86.38,A,A,1,575.7
11,RB,53,3,6.38,3.5,B,A,0,598.7
11,RB,54,3,88.43,94.69,A,B,0,627.0
11,RB,55,3,94.58,92.73,A,A,1,720.2
11,RB,56,3,8.37,82.25,B,A,0,717.9
11,RB,57,3,70.71,62.9,A,A,1,575.6
11,RB,58,3,76.84,61.45,A,A,1,619.1
11,RB,59,3,76.19,41.6,A,B,0,632.4
11,RB,60,3,3.3,82.44,B,B,1,703.8
11,RB,61,4,69.61,30.47,A,B,0,622.4
11,RB,62,4,38.97,51.44,B,A,0,716.2
11,RB,63,4,72.61,62.33,A,A,1,635.5
11,RB,64,4,4.45,18.4,B,B,1,644.0
11,RB,65,4,40.94,17.69,B,A,0,588.4
11,RB,66,4,90.81,16.26,A,A,1,622.7
11,RB,67,4,25.78,68.48,B,A,0,711.4
11,RB,68,4,88.01,18.64,A,B,0,858.5
11,RB,69,4,57.94,47.89,A,B,0,622.9
11,RB,70,4,89.2,41.35,A,A,1,764.0
11,RB,71,4,31.49,95.56,B,A,0,586.9
11,RB,72,4,54.01,18.8,A,A,1,651.6
11,RB,73,4,59.61,36.3,A,B,0,677.0
11,RB,74,4,56.39,62.2,A,A,1,666.6
11,RB,75,4,34.05,89.11,B,B,1,622.4
11,RB,76,4,28.45,89.62,B,A,0,735.4
11,RB,77,4,87.26,20.96,A,A,1,727.8
11,RB,78,4,55.84,37.74,A,A,1,706.2
11,RB,79,4,37.82,86.52,B,B,1,483.8
11,RB,80,4,44.41,83.86,B,B,1,782.5
11,RB,81,5,49.95,54.37,B,B,1,566.6
11,RB,82,5,56.37,46.33,A,A,1,716.8
11,RB,83,5,53.78,95.05,A,B,0,722.4
11,RB,84,5,81.43,77.78,A,A,1,683.6
