sub_id,group,trial,block,stim_freq,stim_orient,correct_category,response,correct,rt
13,RB,1,1,0.07,2.58,B,A,0,599.9
13,RB,2,1,29.38,69.11,B,A,0,599.3
13,RB,3,1,61.14,6.32,A,B,0,575.0
13,RB,4,1,26.62,37.45,B,B,1,555.5
13,RB,5,1,52.06,43.97,A,B,0,748.4
13,RB,6,1,10.29,85.92,B,A,0,667.6
13,RB,7,1,89.08,66.56,A,B,0,613.7
13,RB,8,1,29.6,49.36,B,B,1,684.4
13,RB,9,1,49.88,78.8,B,A,0,703.0
13,RB,10,1,49.74,46.12,B,B,1,727.7
13,RB,11,1,27.11,19.2,B,B,1,687.3
13,RB,12,1,37.06,57.17,B,A,0,591.3
13,RB,13,1,94.39,82.39,A,B,0,599.3
13,RB,14,1,29.89,57.98,B,B,1,653.2
13,RB,15,1,90.56,27.37,A,A,1,706.4
13,RB,16,1,90.67,75.47,A,B,0,562.9
13,RB,17,1,93.98,47.07,A,B,0,622.8
13,RB,18,1,98.51,75.5,A,B,0,655.4
13,RB,19,1,86.92,6.61,A,B,0,541.1
13,RB,20,1,74.13,66.96,A,B,0,704.5
13,RB,21,2,90.81,85.53,A,A,1,674.1
13,RB,22,2,54.86,5.06,A,B,0,551.9
13,RB,23,2,95.27,18.76,A,B,0,560.0
13,RB,24,2,41.58,91.68,B,B,1,652.7
13,RB,25,2,27.24,31.53,B,B,1,696.3
13,RB,26,2,53.31,12.02,A,B,0,571.4
13,RB,27,2,32.95,22.8,B,A,0,642.7
13,RB,28,2,26.17,83.68,B,A,0,667.4
13,RB,29,2,22.46,83.19,B,A,0,629.2
13,RB,30,2,52.52,31.41,A,B,0,673.8
13,RB,31,2,18.05,79.68,B,A,0,760.9
13,RB,32,2,82.97,98.15,A,B,0,625.5
13,RB,33,2,6.93,50.05,B,B,1,752.6
13,RB,34,2,96.61,31.88,A,A,1,726.7
13,RB,35,2,88.75,32.89,A,B,0,694.2
13,RB,36,2,74.52,25.41,A,A,1,696.8
13,RB,37,2,87.18,26.21,A,A,1,554.3
13,RB,38,2,27.18,85.52,B,A,0,598.5
13,RB,39,2,69.09,26.52,A,A,1,750.2
13,RB,40,2,73.29,98.52,A,B,0,608.5
13,RB,41,3,9.31,39.39,B,B,1,692.9
13,RB,42,3,62.05,83.73,A,A,1,708.5
