sub_id,group,trial,block,stim_freq,stim_orient,correct_category,response,correct,rt
32,II,1,1,33.74,38.58,B,B,1,778.1
32,II,2,1,52.38,36.03,B,A,0,688.1
32,II,3,1,86.72,44.72,A,A,1,687.0
32,II,4,1,97.14,17.49,A,A,1,522.0
32,II,5,1,91.16,91.22,A,A,1,773.1
32,II,6,1,66.64,69.35,A,B,0,748.0
32,II,7,1,77.54,62.15,A,B,0,655.8
32,II,8,1,16.41,23.3,B,A,0,766.5
32,II,9,1,43.73,23.14,B,A,0,735.1
32,II,10,1,19.97,27.53,B,B,1,690.0
32,II,11,1,73.08,53.84,A,B,0,619.9
32,II,12,1,89.44,66.05,A,B,0,770.0
32,II,13,1,25.71,90.26,A,B,0,860.8
32,II,14,1,31.23,58.0,B,A,0,705.4
32,II,15,1,2.44,32.31,B,A,0,811.3
32,II,16,1,8.01,84.08,B,A,0,666.8
32,II,17,1,20.22,42.14,B,A,0,786.2
32,II,18,1,94.5,29.45,A,A,1,607.2
32,II,19,1,59.08,11.56,B,B,1,799.5
32,II,20,1,15.95,58.66,B,A,0,666.1
32,II,21,2,99.17,4.76,A,B,0,789.0
32,II,22,2,39.66,78.0,A,A,1,627.4
32,II,23,2,10.46,89.3,B,B,1,711.5
32,II,24,2,62.09,54.34,A,A,1,625.5
32,II,25,2,71.5,93.41,A,A,1,728.4
32,II,26,2,1.96,53.24,B,B,1,754.3
32,II,27,2,63.39,8.01,B,B,1,729.8
32,II,28,2,30.83,18.68,B,B,1,492.2
32,II,29,2,52.13,44.15,B,B,1,731.8
32,II,30,2,94.56,16.36,A,B,0,746.9
32,II,31,2,77.65,6.65,B,A,0,763.2
32,II,32,2,98.25,87.71,A,B,0,648.6
32,II,33,2,63.03,71.75,A,B,0,781.8
32,II,34,2,64.57,59.9,A,B,0,794.0
32,II,35,2,88.94,57.84,A,A,1,814.6
32,II,36,2,30.02,25.74,B,A,0,737.8
32,II,37,2,73.1,13.74,B,A,0,649.5
32,II,38,2,16.33,84.26,A,A,1,728.4
32,II,39,2,63.62,9.34,B,A,0,733.8
32,II,40,2,16.87,20.1,B,B,1,822.1
32,II,41,3,34.37,13.72,B,B,1,695.6
32,II,42,3,1.05,62.07,B,A,0,637.1
32,II,43,3,1.85,95.57,B,B,1,641.4
32,II,44,3,29.38,77.51,A,B,0,518.6
32,II,45,3,19.9,25.0,B,B,1,701.2
32,II,46,3,32.02,30.87,B,B,1,712.0
32,II,47,3,55.03,92.2,A,B,0,731.5
32,II,48,3,87.13,14.34,A,A,1,799.1
32,II,49,3,10.75,19.5,B,B,1,816.3
32,II,50,3,4.48,99.69,A,A,1,785.0
32,II,51,3,27.07,56.6,B,A,0,710.1
32,II,52,3,96.64,51.49,A,A,1,572.2
32,II,53,3,77.12,14.12,B,B,1,749.2
32,II,54,3,17.24,25.53,B,A,0,545.0
32,II,55,3,86.3,16.26,A,A,1,714.1
32,II,56,3,10.76,12.59,B,B,1,625.8
32,II,57,3,23.66,59.15,B,B,1,806.4
32,II,58,3,7.67,84.12,B,A,0,681.1
32,II,59,3,8.52,19.52,B,B,1,804.4
32,II,60,3,2.19,21.52,B,A,0,742.3
32,II,61,4,38.56,12.25,B,B,1,681.5
32,II,62,4,64.69,72.04,A,B,0,532.2
32,II,63,4,82.22,33.14,A,A,1,632.9
32,II,64,4,70.15,46.35,A,A,1,788.5
32,II,65,4,2.43,98.7,A,B,0,683.0
32,II,66,4,44.69,3.6,B,A,0,763.2
32,II,67,4,19.64,9.81,B,B,1,811.1
32,II,68,4,17.48,38.07,B,B,1,683.8
32,II,69,4,40.11,18.83,B,A,0,783.4
32,II,70,4,33.44,8.91,B,B,1,791.9
32,II,71,4,79.64,26.37,A,B,0,600.4
32,II,72,4,28.07,48.18,B,B,1,717.2
32,II,73,4,6.55,74.47,B,B,1,656.2
32,II,74,4,44.74,60.82,A,B,0,721.6
32,II,75,4,81.28,83.16,A,A,1,813.7
32,II,76,4,10.55,77.5,B,B,1,771.2
32,II,77,4,63.44,92.49,A,A,1,813.7
32,II,78,4,81.03,25.98,A,B,0,809.8
32,II,79,4,49.21,45.23,B,A,0,663.6
32,II,80,4,94.44,14.5,A,B,0,665.8
32,II,81,5,58.19,92.57,A,B,0,748.0
32,II,82,5,60.63,97.57,A,A,1,763.2
32,II,83,5,90.21,65.65,A,B,0,747.5
32,II,84,5,18.81,17.14,B,A,0,623.5
32,II,85,5,6.95,51.87,B,B,1,600.4
