sub_id,group,trial,block,stim_freq,stim_orient,correct_category,response,correct,rt
10,RB,1,1,66.95,58.45,A,A,1,693.3
10,RB,2,1,17.66,88.05,B,B,1,550.2
10,RB,3,1,13.41,83.86,B,B,1,666.2
10,RB,4,1,2.06,33.24,B,B,1,626.5
10,RB,5,1,67.02,38.8,A,B,0,758.8
10,RB,6,1,93.52,94.62,A,A,1,677.5
10,RB,7,1,21.99,90.76,B,B,1,716.7
10,RB,8,1,97.12,5.65,A,A,1,629.0
10,RB,9,1,21.42,21.95,B,A,0,593.3
10,RB,10,1,5.4,83.72,B,A,0,695.4
10,RB,11,1,97.92,44.11,A,B,0,623.3
10,RB,12,1,87.71,24.98,A,A,1,626.1
10,RB,13,1,42.2,40.96,B,A,0,717.3
10,RB,14,1,57.28,76.19,A,A,1,720.9
10,RB,15,1,79.08,5.74,A,A,1,805.8
10,RB,16,1,71.18,35.41,A,A,1,694.6
10,RB,17,1,24.42,2.4,B,A,0,667.6
10,RB,18,1,77.76,83.96,A,A,1,711.4
10,RB,19,1,66.76,18.86,A,A,1,571.4
10,RB,20,1,72.86,42.06,A,A,1,604.4
10,RB,21,2,6.09,75.45,B,A,0,622.6
10,RB,22,2,74.78,28.78,A,A,1,668.7
10,RB,23,2,22.29,79.86,B,A,0,709.9
10,RB,24,2,28.48,48.02,B,A,0,546.3
10,RB,25,2,12.49,84.41,B,B,1,634.0
10,RB,26,2,22.46,78.07,B,A,0,654.3
10,RB,27,2,83.87,13.15,A,B,0,628.2
10,RB,28,2,83.83,16.46,A,A,1,607.5
10,RB,29,2,48.69,26.6,B,B,1,671.6
10,RB,30,2,48.94,26.16,B,B,1,591.5
10,RB,31,2,94.49,49.01,A,A,1,411.5
10,RB,32,2,60.4,34.16,A,B,0,612.0
10,RB,33,2,6.82,92.48,B,B,1,521.6
10,RB,34,2,5.53,62.2,B,B,1,639.5
10,RB,35,2,7.96,19.02,B,A,0,510.9
10,RB,36,2,83.55,81.75,A,A,1,608.6
10,RB,37,2,75.3,60.22,A,A,1,558.3
10,RB,38,2,76.75,71.06,A,B,0,717.9
10,RB,39,2,51.55,79.79,A,A,1,632.3
10,RB,40,2,7.73,19.15,B,B,1,644.7
10,RB,41,3,59.4,35.53,A,A,1,614.3
10,RB,42,3,86.36,85.83,A,B,0,550.8
10,RB,43,3,70.28,76.7,A,A,1,561.8
10,RB,44,3,51.92,79.45,A,A,1,599.7
10,RB,45,3,23.51,5.66,B,A,0,703.2
10,RB,46,3,58.92,64.91,A,A,1,684.8
10,RB,47,3,39.86,18.59,B,B,1,553.0
10,RB,48,3,51.71,33.22,A,B,0,495.8
10,RB,49,3,1.5,61.77,B,A,0,446.8
10,RB,50,3,83.99,10.1,A,B,0,796.8
10,RB,51,3,18.15,87.07,B,A,0,651.0
10,RB,52,3,74.69,47.77,A,B,0,688.9
10,RB,53,3,81.89,24.62,A,B,0,571.6
10,RB,54,3,61.45,72.34,A,B,0,632.5
10,RB,55,3,30.46,89.49,B,B,1,628.5
10,RB,56,3,25.06,9.22,B,B,1,632.5
10,RB,57,3,18.19,3.89,B,B,1,630.1
10,RB,58,3,86.08,50.82,A,A,1,494.3
10,RB,59,3,23.0,66.46,B,B,1,655.3
10,RB,60,3,9.69,36.31,B,B,1,688.7
10,RB,61,4,72.04,69.43,A,A,1,502.9
10,RB,62,4,71.9,96.5,A,A,1,765.5
10,RB,63,4,40.95,83.31,B,B,1,584.0
10,RB,64,4,59.85,85.73,A,B,0,641.4
10,RB,65,4,43.91,4.86,B,B,1,511.5
10,RB,66,4,44.5,39.97,B,B,1,639.0
10,RB,67,4,83.94,84.18,A,B,0,696.5
10,RB,68,4,90.43,14.0,A,A,1,576.4
10,RB,69,4,83.66,3.19,A,A,1,627.5
10,RB,70,4,47.11,5.97,B,B,1,760.5
10,RB,71,4,93.19,42.21,A,B,0,768.6
10,RB,72,4,18.12,93.85,B,B,1,676.9
10,RB,73,4,23.9,4.35,B,A,0,558.1
10,RB,74,4,66.03,82.35,A,A,1,510.0
10,RB,75,4,38.84,6.01,B,B,1,688.5
10,RB,76,4,60.68,17.1,A,B,0,696.3
