sub_id,group,trial,block,stim_freq,stim_orient,correct_category,response,correct,rt
19,RB,1,1,25.17,19.96,B,A,0,670.9
19,RB,2,1,79.35,39.36,A,B,0,542.6
19,RB,3,1,41.82,11.68,B,B,1,502.2
19,RB,4,1,18.92,85.37,B,A,0,614.0
19,RB,5,1,86.4,93.61,A,B,0,705.4
19,RB,6,1,78.75,2.9,A,A,1,777.2
19,RB,7,1,74.47,34.17,A,A,1,622.9
19,RB,8,1,5.62,4.7,B,B,1,597.5
19,RB,9,1,97.82,49.39,A,B,0,681.9
19,RB,10,1,53.88,47.38,A,B,0,655.2
19,RB,11,1,82.55,89.26,A,B,0,652.9
19,RB,12,1,13.19,87.53,B,B,1,520.6
19,RB,13,1,39.41,0.48,B,B,1,647.0
19,RB,14,1,50.67,70.85,A,A,1,752.3
19,RB,15,1,21.51,53.97,B,B,1,529.5
19,RB,16,1,78.47,37.31,A,B,0,777.3
19,RB,17,1,72.42,52.84,A,A,1,641.6
19,RB,18,1,88.09,14.93,A,A,1,707.5
19,RB,19,1,40.76,71.42,B,A,0,577.0
19,RB,20,1,67.75,86.86,A,A,1,639.6
19,RB,21,2,8.3,21.87,B,B,1,642.7
19,RB,22,2,96.7,49.29,A,A,1,678.1
19,RB,23,2,9.34,66.6,B,B,1,593.4
19,RB,24,2,46.66,22.29,B,B,1,716.8
19,RB,25,2,84.63,78.14,A,B,0,757.7
19,RB,26,2,5.81,66.73,B,B,1,468.6
19,RB,27,2,81.62,8.59,A,B,0,761.1
19,RB,28,2,13.31,58.62,B,B,1,714.0
19,RB,29,2,37.49,77.4,B,A,0,632.4
19,RB,30,2,8.12,74.55,B,B,1,690.3
19,RB,31,2,13.68,70.81,B,A,0,595.8
19,RB,32,2,69.81,45.88,A,B,0,708.8
19,RB,33,2,70.51,11.43,A,B,0,742.3
19,RB,34,2,19.19,36.05,B,B,1,534.7
19,RB,35,2,37.96,27.42,B,B,1,817.2
19,RB,36,2,0.32,43.6,B,B,1,522.8
19,RB,37,2,30.39,18.69,B,B,1,715.1
19,RB,38,2,38.67,56.24,B,B,1,571.0
19,RB,39,2,31.56,35.02,B,A,0,650.1
19,RB,40,2,74.62,6.64,A,B,0,582.0
19,RB,41,3,58.27,80.63,A,A,1,621.1
19,RB,42,3,43.64,67.93,B,B,1,707.6
19,RB,43,3,22.88,38.15,B,B,1,657.9
19,RB,44,3,30.21,15.49,B,B,1,621.9
19,RB,45,3,52.28,56.03,A,B,0,620.6
19,RB,46,3,97.99,75.7,A,A,1,654.5
19,RB,47,3,43.98,47.29,B,A,0,634.6
19,RB,48,3,96.45,72.97,A,A,1,585.3
19,RB,49,3,76.37,96.3,A,B,0,690.0
19,RB,50,3,95.64,55.74,A,A,1,586.1
19,RB,51,3,73.54,78.78,A,B,0,784.9
19,RB,52,3,13.0,78.33,B,B,1,682.3
19,RB,53,3,93.89,97.0,A,A,1,614.4
19,RB,54,3,33.64,59.04,B,A,0,581.4
19,RB,55,3,6.45,65.91,B,A,0,667.4
19,RB,56,3,93.5,53.63,A,B,0,680.7
19,RB,57,3,50.32,78.81,A,B,0,689.9
19,RB,58,3,38.72,29.62,B,B,1,515.0
19,RB,59,3,47.89,65.38,B,A,0,632.8
19,RB,60,3,35.79,99.43,B,B,1,742.9
19,RB,61,4,33.21,48.74,B,A,0,718.6
19,RB,62,4,39.73,76.42,B,B,1,716.3
19,RB,63,4,40.13,59.25,B,B,1,632.1
19,RB,64,4,4.75,51.76,B,B,1,569.4
19,RB,65,4,92.03,35.41,A,A,1,635.5
19,RB,66,4,48.33,22.27,B,A,0,679.7
19,RB,67,4,35.06,30.77,B,A,0,630.8
19,RB,68,4,53.92,39.31,A,A,1,717.7
19,RB,69,4,19.38,79.01,B,B,1,575.7
19,RB,70,4,47.57,52.32,B,B,1,561.7
19,RB,71,4,43.4,35.54,B,A,0,635.4
19,RB,72,4,8.08,98.29,B,A,0,774.6
19,RB,73,4,49.93,91.49,B,B,1,597.1
19,RB,74,4,85.79,38.39,A,B,0,566.5
19,RB,75,4,47.79,77.69,B,A,0,740.2
19,RB,76,4,44.2,69.6,B,B,1,733.0
19,RB,77,4,67.92,36.04,A,B,0,612.4
19,RB,78,4,37.43,17.26,B,B,1,591.1
19,RB,79,4,32.66,1.72,B,B,1,512.0
19,RB,80,4,20.59,24.96,B,B,1,595.1
