sub_id,group,trial,block,stim_freq,stim_orient,correct_category,response,correct,rt
23,II,1,1,27.53,54.52,B,B,1,698.3
23,II,2,1,41.04,55.75,B,A,0,644.8
23,II,3,1,35.72,62.37,B,A,0,756.9
23,II,4,1,57.52,11.81,B,B,1,673.5
23,II,5,1,48.72,66.19,A,A,1,687.7
23,II,6,1,54.34,11.7,B,B,1,629.4
23,II,7,1,33.18,15.31,B,A,0,693.9
23,II,8,1,7.49,55.26,B,A,0,679.6
23,II,9,1,88.57,31.06,A,B,0,785.1
23,II,10,1,43.24,43.33,B,A,0,906.8
23,II,11,1,64.12,18.6,B,A,0,704.0
23,II,12,1,32.32,67.66,B,B,1,842.6
23,II,13,1,33.38,37.64,B,A,0,743.6
23,II,14,1,1.8,80.02,B,B,1,667.6
23,II,15,1,23.41,98.09,A,B,0,679.2
23,II,16,1,20.52,30.98,B,A,0,735.4
23,II,17,1,15.62,93.53,A,B,0,864.9
23,II,18,1,59.53,8.57,B,B,1,703.5
23,II,19,1,61.45,69.7,A,A,1,788.6
23,II,20,1,88.11,15.13,A,A,1,736.7
23,II,21,2,76.14,25.28,A,A,1,692.8
23,II,22,2,84.85,76.08,A,A,1,792.6
23,II,23,2,47.05,80.98,A,B,0,856.9
23,II,24,2,31.01,47.7,B,B,1,670.1
23,II,25,2,40.7,83.58,A,B,0,680.6
23,II,26,2,70.8,36.52,A,B,0,731.7
23,II,27,2,83.39,44.97,A,B,0,622.4
23,II,28,2,83.19,66.96,A,B,0,754.6
23,II,29,2,10.32,53.71,B,B,1,917.1
23,II,30,2,43.51,47.25,B,A,0,597.9
23,II,31,2,58.36,92.8,A,B,0,724.6
23,II,32,2,80.22,65.12,A,A,1,897.0
23,II,33,2,9.43,76.73,B,A,0,629.4
23,II,34,2,99.88,67.64,A,B,0,647.6
23,II,35,2,92.5,17.83,A,B,0,681.4
23,II,36,2,61.92,73.38,A,A,1,726.7
23,II,37,2,28.92,58.11,B,A,0,791.9
23,II,38,2,1.4,13.85,B,A,0,657.1
23,II,39,2,79.66,97.41,A,B,0,767.6
23,II,40,2,30.79,30.33,B,B,1,580.6
23,II,41,3,4.42,49.34,B,A,0,620.4
23,II,42,3,10.91,11.62,B,B,1,827.3
23,II,43,3,34.79,61.25,B,A,0,882.6
23,II,44,3,94.23,50.29,A,A,1,667.0
23,II,45,3,70.06,2.44,B,B,1,723.0
23,II,46,3,3.38,93.83,B,A,0,794.9
23,II,47,3,32.13,84.26,A,A,1,698.6
23,II,48,3,24.15,91.43,A,B,0,796.9
23,II,49,3,29.88,30.48,B,A,0,703.0
23,II,50,3,55.29,95.35,A,A,1,553.2
23,II,51,3,78.45,76.43,A,A,1,729.8
23,II,52,3,95.91,20.29,A,B,0,804.1
23,II,53,3,88.04,83.26,A,B,0,678.1
23,II,54,3,11.13,2.56,B,A,0,695.3
23,II,55,3,8.31,69.29,B,A,0,591.9
23,II,56,3,86.25,44.05,A,A,1,808.6
23,II,57,3,45.61,44.37,B,B,1,619.5
23,II,58,3,57.23,89.68,A,A,1,681.4
23,II,59,3,10.68,5.54,B,B,1,724.9
23,II,60,3,75.05,15.13,B,B,1,785.1
23,II,61,4,12.24,35.81,B,B,1,569.5
23,II,62,4,96.08,95.54,A,A,1,566.9
23,II,63,4,44.4,33.07,B,A,0,788.4
23,II,64,4,57.78,43.67,A,A,1,773.3
23,II,65,4,26.27,18.65,B,A,0,629.6
23,II,66,4,87.81,72.43,A,B,0,623.2
23,II,67,4,65.25,75.99,A,B,0,604.4
23,II,68,4,23.89,8.74,B,A,0,695.8
23,II,69,4,10.75,70.25,B,B,1,673.1
23,II,70,4,58.03,48.3,A,A,1,810.6
23,II,71,4,80.79,88.77,A,A,1,701.1
23,II,72,4,5.73,53.29,B,A,0,715.0
23,II,73,4,40.99,3.13,B,B,1,676.6
23,II,74,4,48.75,1.72,B,A,0,722.2
23,II,75,4,37.64,97.06,A,A,1,664.2
23,II,76,4,26.17,68.12,B,A,0,719.6
23,II,77,4,78.26,91.61,A,A,1,504.6
23,II,78,4,45.59,35.57,B,A,0,625.2
23,II,79,4,95.44,60.67,A,A,1,712.2
23,II,80,4,73.47,3.37,B,A,0,597.2
23,II,81,5,35.81,11.96,B,B,1,635.8
23,II,82,5,12.14,42.97,B,B,1,690.8
23,II,83,5,23.78,91.3,A,B,0,763.5
