condition,subject,trial,sub_task,cat,x,y,xt,yt,resp,rt,fb
4F4K_incongruent,112,0,2,108,66.18,88.63,0.07,1.39,108,4846,Correct
4F4K_incongruent,112,1,1,107,47.04,36.99,0.05,0.58,107,2953,Correct
4F4K_incongruent,112,2,2,108,13.04,34.77,0.01,0.55,108,3251,Correct
4F4K_incongruent,112,3,2,108,38.63,47.98,0.04,0.75,108,1664,Correct
4F4K_incongruent,112,4,1,115,60.55,76.27,0.07,1.2,107,1254,Incorrect
4F4K_incongruent,112,5,2,97,43.23,31.37,0.05,0.49,108,1063,Incorrect
4F4K_incongruent,112,6,2,97,64.08,31.29,0.07,0.49,108,2053,Incorrect
4F4K_incongruent,112,7,2,97,45.4,28.05,0.05,0.44,97,2849,Correct
4F4K_incongruent,112,8,2,97,56.15,32.99,0.06,0.52,108,1294,Incorrect
4F4K_incongruent,112,9,1,107,62.16,38.56,0.07,0.61,107,1245,Correct
4F4K_incongruent,112,10,2,97,66.66,48.28,0.07,0.76,97,4147,Correct
4F4K_incongruent,112,11,2,97,60.1,51.99,0.07,0.82,108,2461,Incorrect
4F4K_incongruent,112,12,1,107,80.51,63.48,0.09,1.0,107,1399,Correct
4F4K_incongruent,112,13,1,115,40.68,66.55,0.05,1.05,107,1788,Incorrect
4F4K_incongruent,112,14,2,97,42.0,23.09,0.05,0.36,97,3454,Correct
4F4K_incongruent,112,15,2,97,40.43,22.41,0.05,0.35,108,2223,Incorrect
4F4K_incongruent,112,16,2,108,52.15,59.67,0.06,0.94,108,1203,Correct
4F4K_incongruent,112,17,2,108,67.72,86.97,0.08,1.37,97,4184,Incorrect
4F4K_incongruent,112,18,2,108,20.75,33.25,0.02,0.52,97,3021,Incorrect
4F4K_incongruent,112,19,2,108,65.91,88.44,0.07,1.39,108,1719,Correct
4F4K_incongruent,112,20,1,115,68.77,86.49,0.08,1.36,107,1421,Incorrect
4F4K_incongruent,112,21,2,108,19.9,36.64,0.02,0.58,97,2430,Incorrect
4F4K_incongruent,112,22,1,115,48.23,61.56,0.05,0.97,107,2752,Incorrect
4F4K_incongruent,112,23,2,108,24.54,47.49,0.03,0.75,108,1176,Correct
4F4K_incongruent,112,24,1,115,64.22,74.24,0.07,1.17,115,1914,Correct
4F4K_incongruent,112,25,1,107,79.38,52.84,0.09,0.83,115,2251,Incorrect
4F4K_incongruent,112,26,2,108,44.17,71.48,0.05,1.12,108,1130,Correct
4F4K_incongruent,112,27,2,97,37.03,13.03,0.04,0.2,108,2901,Incorrect
4F4K_incongruent,112,28,2,108,42.46,65.36,0.05,1.03,108,1425,Correct
4F4K_incongruent,112,29,1,107,73.35,41.71,0.08,0.66,115,2266,Incorrect
4F4K_incongruent,112,30,1,115,17.52,32.85,0.02,0.52,115,1481,Correct
