condition,subject,trial,sub_task,cat,x,y,xt,yt,resp,rt,fb
4F4K_incongruent,172,0,2,97,57.35,29.6,0.06,0.47,108,9426,Incorrect
4F4K_incongruent,172,1,1,115,31.53,47.82,0.04,0.75,107,9932,Incorrect
4F4K_incongruent,172,2,1,107,60.76,41.21,0.07,0.65,107,3779,Correct
4F4K_incongruent,172,3,2,108,19.32,34.63,0.02,0.54,108,3223,Correct
4F4K_incongruent,172,4,2,108,46.82,73.72,0.05,1.16,97,4972,Incorrect
4F4K_incongruent,172,5,2,108,14.96,33.69,0.02,0.53,108,1916,Correct
4F4K_incongruent,172,6,2,108,63.37,76.99,0.07,1.21,97,1743,Incorrect
4F4K_incongruent,172,7,2,108,12.57,39.81,0.01,0.63,108,6138,Correct
4F4K_incongruent,172,8,2,97,81.8,54.56,0.09,0.86,97,2713,Correct
4F4K_incongruent,172,9,1,115,28.77,49.93,0.03,0.78,107,4425,Incorrect
4F4K_incongruent,172,10,1,107,38.02,13.49,0.04,0.21,107,4477,Correct
4F4K_incongruent,172,11,1,107,47.93,29.55,0.05,0.46,107,2094,Correct
4F4K_incongruent,172,12,1,107,37.19,16.42,0.04,0.26,107,893,Correct
4F4K_incongruent,172,13,2,97,67.29,51.8,0.08,0.81,97,1814,Correct
4F4K_incongruent,172,14,2,108,25.56,36.32,0.03,0.57,108,955,Correct
4F4K_incongruent,172,15,1,115,62.46,78.94,0.07,1.24,107,1735,Incorrect
4F4K_incongruent,172,16,1,115,40.77,62.91,0.05,0.99,107,1291,Incorrect
4F4K_incongruent,172,17,2,97,78.75,54.64,0.09,0.86,108,1206,Incorrect
4F4K_incongruent,172,18,2,108,42.47,64.75,0.05,1.02,108,964,Correct
4F4K_incongruent,172,19,2,108,17.04,45.25,0.02,0.71,108,921,Correct
4F4K_incongruent,172,20,1,107,51.06,25.44,0.06,0.4,107,767,Correct
4F4K_incongruent,172,21,2,108,48.25,58.84,0.05,0.92,108,675,Correct
4F4K_incongruent,172,22,1,107,60.92,36.72,0.07,0.58,107,697,Correct
4F4K_incongruent,172,23,2,97,66.38,44.53,0.07,0.7,108,799,Incorrect
4F4K_incongruent,172,24,2,97,63.84,39.78,0.07,0.62,97,701,Correct
4F4K_incongruent,172,25,1,107,76.12,54.17,0.09,0.85,107,687,Correct
4F4K_incongruent,172,26,1,107,51.01,39.93,0.06,0.63,107,965,Correct
4F4K_incongruent,172,27,2,97,71.1,39.23,0.08,0.62,97,1169,Correct
4F4K_incongruent,172,28,2,97,81.33,56.58,0.09,0.89,97,2644,Correct
4F4K_incongruent,172,29,2,108,48.02,65.85,0.05,1.03,108,1646,Correct
4F4K_incongruent,172,30,2,97,46.21,30.9,0.05,0.49,97,1932,Correct
4F4K_incongruent,172,31,1,115,35.4,56.98,0.04,0.89,107,1167,Incorrect
4F4K_incongruent,172,32,1,115,47.3,75.42,0.05,1.18,115,2766,Correct
