condition,subject,trial,sub_task,cat,x,y,xt,yt,resp,rt,fb
4F4K_incongruent,164,0,1,115,62.01,73.98,0.07,1.16,115,5281,Correct
4F4K_incongruent,164,1,2,97,65.6,39.27,0.07,0.62,97,3848,Correct
4F4K_incongruent,164,2,2,108,56.43,83.97,0.06,1.32,108,1864,Correct
4F4K_incongruent,164,3,1,115,53.72,68.81,0.06,1.08,107,5945,Incorrect
4F4K_incongruent,164,4,2,108,45.96,67.4,0.05,1.06,97,2792,Incorrect
4F4K_incongruent,164,5,1,107,56.98,43.08,0.06,0.68,107,880,Correct
4F4K_incongruent,164,6,1,115,35.17,67.9,0.04,1.07,115,2164,Correct
4F4K_incongruent,164,7,2,108,51.83,64.59,0.06,1.01,97,1373,Incorrect
4F4K_incongruent,164,8,2,97,32.05,14.13,0.04,0.22,108,1180,Incorrect
4F4K_incongruent,164,9,1,115,26.43,55.31,0.03,0.87,107,1878,Incorrect
4F4K_incongruent,164,10,1,115,12.99,37.66,0.01,0.59,115,1078,Correct
4F4K_incongruent,164,11,1,115,11.74,31.96,0.01,0.5,115,1167,Correct
4F4K_incongruent,164,12,1,115,46.09,71.84,0.05,1.13,107,1142,Incorrect
4F4K_incongruent,164,13,1,115,26.33,42.34,0.03,0.67,107,2153,Incorrect
4F4K_incongruent,164,14,1,115,58.56,72.1,0.07,1.13,107,1849,Incorrect
4F4K_incongruent,164,15,2,108,17.11,44.72,0.02,0.7,108,1911,Correct
4F4K_incongruent,164,16,1,107,84.25,56.52,0.09,0.89,115,2411,Incorrect
4F4K_incongruent,164,17,1,115,49.98,81.21,0.06,1.28,107,787,Incorrect
4F4K_incongruent,164,18,2,108,30.22,55.11,0.03,0.87,97,1012,Incorrect
4F4K_incongruent,164,19,2,97,69.5,39.75,0.08,0.62,97,1601,Correct
4F4K_incongruent,164,20,1,115,17.71,43.77,0.02,0.69,107,746,Incorrect
4F4K_incongruent,164,21,2,108,60.86,75.18,0.07,1.18,97,2906,Incorrect
4F4K_incongruent,164,22,1,115,44.23,72.09,0.05,1.13,115,2073,Correct
4F4K_incongruent,164,23,2,97,57.78,34.28,0.06,0.54,108,1199,Incorrect
4F4K_incongruent,164,24,1,115,22.83,52.29,0.03,0.82,107,1538,Incorrect
4F4K_incongruent,164,25,2,97,74.09,52.9,0.08,0.83,97,1564,Correct
4F4K_incongruent,164,26,2,97,34.82,17.47,0.04,0.27,108,2924,Incorrect
4F4K_incongruent,164,27,2,108,46.27,78.2,0.05,1.23,108,2818,Correct
4F4K_incongruent,164,28,1,107,39.82,23.22,0.04,0.36,115,2010,Incorrect
4F4K_incongruent,164,29,2,108,29.49,50.35,0.03,0.79,108,688,Correct
4F4K_incongruent,164,30,1,107,61.06,45.77,0.07,0.72,115,3103,Incorrect
4F4K_incongruent,164,31,1,115,18.97,47.07,0.02,0.74,115,2864,Correct
4F4K_incongruent,164,32,2,97,62.94,34.19,0.07,0.54,108,2561,Incorrect
4F4K_incongruent,164,33,1,107,54.32,43.25,0.06,0.68,115,962,Incorrect
4F4K_incongruent,164,34,2,97,56.71,38.46,0.06,0.6,97,1193,Correct
4F4K_incongruent,164,35,2,108,46.88,62.1,0.05,0.98,108,1423,Correct
4F4K_incongruent,164,36,2,108,28.16,51.88,0.03,0.81,97,2035,Incorrect
4F4K_incongruent,164,37,2,108,46.69,62.56,0.05,0.98,108,3083,Correct
4F4K_incongruent,164,38,1,115,55.93,77.1,0.06,1.21,115,6120,Incorrect
4F4K_incongruent,164,39,1,107,54.68,40.59,0.06,0.64,107,1947,Correct
4F4K_incongruent,164,40,2,97,73.12,44.78,0.08,0.7,97,2740,Correct
4F4K_incongruent,164,41,2,108,23.02,55.49,0.03,0.87,108,3798,Correct
4F4K_incongruent,164,42,2,108,27.53,48.62,0.03,0.76,108,1572,Correct
4F4K_incongruent,164,43,2,97,64.8,44.77,0.07,0.7,97,2123,Correct
4F4K_incongruent,164,44,1,107,36.84,15.61,0.04,0.25,107,7609,Correct
4F4K_incongruent,164,45,1,115,65.09,82.23,0.07,1.29,115,1484,Correct
4F4K_incongruent,164,46,1,107,79.24,52.1,0.09,0.82,115,834,Incorrect
4F4K_incongruent,164,47,2,97,78.19,54.73,0.09,0.86,97,1417,Correct
4F4K_incongruent,164,48,2,108,62.46,71.96,0.07,1.13,97,1856,Incorrect
4F4K_incongruent,164,49,1,115,58.57,72.63,0.07,1.14,115,4686,Correct
4F4K_incongruent,164,50,1,107,67.34,43.44,0.08,0.68,115,2592,Incorrect
4F4K_incongruent,164,51,2,97,76.43,45.45,0.09,0.71,97,3953,Correct
4F4K_incongruent,164,52,2,108,39.27,66.78,0.04,1.05,108,1137,Correct
4F4K_incongruent,164,53,1,107,69.22,58.64,0.08,0.92,115,1925,Incorrect
4F4K_incongruent,164,54,2,97,69.44,57.74,0.08,0.91,108,814,Incorrect
4F4K_incongruent,164,55,1,107,42.22,24.41,0.05,0.38,107,1439,Correct
4F4K_incongruent,164,56,2,97,35.49,23.44,0.04,0.37,108,1728,Incorrect
4F4K_incongruent,164,57,2,108,33.42,57.15,0.04,0.9,108,1084,Correct
4F4K_incongruent,164,58,2,97,55.96,34.61,0.06,0.54,97,1403,Correct
4F4K_incongruent,164,59,2,97,42.35,31.48,0.05,0.49,108,2050,Incorrect
4F4K_incongruent,164,60,1,107,59.98,28.23,0.07,0.44,107,1880,Incorrect
4F4K_incongruent,164,61,1,107,48.94,19.82,0.05,0.31,107,580,Correct
4F4K_incongruent,164,62,1,107,83.58,57.47,0.09,0.9,107,2781,Correct
