condition,subject,trial,sub_task,cat,x,y,xt,yt,resp,rt,fb
4F4K_congruent,23,0,2,108,52.48,32.97,0.06,0.52,97,3399,Incorrect
4F4K_congruent,23,1,1,107,61.66,53.93,0.07,0.85,107,2438,Correct
4F4K_congruent,23,2,2,97,61.84,85.38,0.07,1.34,97,33850,Correct
4F4K_congruent,23,3,1,107,84.9,68.17,0.09,1.07,115,2219,Incorrect
4F4K_congruent,23,4,1,115,53.8,69.4,0.06,1.09,107,1647,Incorrect
4F4K_congruent,23,5,2,97,33.52,43.36,0.04,0.68,97,1891,Correct
4F4K_congruent,23,6,1,115,34.55,49.3,0.04,0.77,107,2812,Incorrect
4F4K_congruent,23,7,2,108,81.25,50.17,0.09,0.79,97,1762,Incorrect
4F4K_congruent,23,8,1,115,16.39,32.36,0.02,0.51,115,3099,Correct
4F4K_congruent,23,9,2,108,40.69,20.48,0.05,0.32,97,3189,Incorrect
4F4K_congruent,23,10,2,108,51.55,33.03,0.06,0.52,108,1310,Correct
4F4K_congruent,23,11,2,108,76.21,54.64,0.09,0.86,97,1093,Incorrect
4F4K_congruent,23,12,2,97,56.35,71.8,0.06,1.13,108,4233,Incorrect
4F4K_congruent,23,13,2,108,31.75,10.45,0.04,0.16,97,1069,Incorrect
4F4K_congruent,23,14,2,97,67.6,80.21,0.08,1.26,108,4479,Incorrect
4F4K_congruent,23,15,1,115,29.11,55.99,0.03,0.88,115,1359,Correct
4F4K_congruent,23,16,1,107,54.35,32.58,0.06,0.51,115,1107,Incorrect
4F4K_congruent,23,17,1,107,87.18,59.62,0.1,0.94,115,1117,Incorrect
4F4K_congruent,23,18,2,108,52.93,24.13,0.06,0.38,108,1178,Correct
4F4K_congruent,23,19,2,108,53.67,43.69,0.06,0.69,108,1907,Correct
4F4K_congruent,23,20,1,115,56.86,76.89,0.06,1.21,115,1184,Correct
4F4K_congruent,23,21,1,107,87.45,69.97,0.1,1.1,115,843,Incorrect
4F4K_congruent,23,22,1,115,35.01,56.85,0.04,0.89,115,1106,Correct
4F4K_congruent,23,23,2,108,48.72,18.38,0.05,0.29,97,4004,Incorrect
4F4K_congruent,23,24,1,115,27.85,38.68,0.03,0.61,107,3719,Incorrect
4F4K_congruent,23,25,1,107,59.52,37.04,0.07,0.58,107,1163,Correct
4F4K_congruent,23,26,1,115,46.78,69.9,0.05,1.1,107,11348,Incorrect
4F4K_congruent,23,27,1,107,46.41,35.87,0.05,0.56,115,2261,Incorrect
4F4K_congruent,23,28,1,115,53.35,65.28,0.06,1.03,115,3071,Correct
4F4K_congruent,23,29,1,107,87.82,64.4,0.1,1.01,115,2978,Incorrect
4F4K_congruent,23,30,2,97,11.87,32.95,0.01,0.52,108,1120,Incorrect
4F4K_congruent,23,31,1,107,41.6,18.17,0.05,0.29,115,9552,Incorrect
4F4K_congruent,23,32,2,97,61.49,71.59,0.07,1.12,97,5312,Correct
4F4K_congruent,23,33,2,108,41.48,18.25,0.05,0.29,108,3914,Correct
4F4K_congruent,23,34,2,108,60.96,38.63,0.07,0.61,108,1231,Correct
4F4K_congruent,23,35,2,108,63.27,50.95,0.07,0.8,108,652,Correct
4F4K_congruent,23,36,2,108,68.5,44.6,0.08,0.7,108,589,Correct
4F4K_congruent,23,37,2,97,35.55,67.24,0.04,1.06,108,528,Incorrect
4F4K_congruent,23,38,1,107,75.6,56.76,0.08,0.89,115,1328,Incorrect
4F4K_congruent,23,39,1,107,74.6,44.49,0.08,0.7,107,692,Correct
4F4K_congruent,23,40,1,107,43.94,34.31,0.05,0.54,107,602,Correct
4F4K_congruent,23,41,1,115,49.97,65.56,0.06,1.03,107,1046,Incorrect
4F4K_congruent,23,42,2,108,49.61,35.9,0.06,0.56,108,594,Correct
4F4K_congruent,23,43,2,97,31.67,47.59,0.04,0.75,108,923,Incorrect
4F4K_congruent,23,44,2,108,59.37,28.31,0.07,0.44,108,2091,Correct
