condition,subject,trial,sub_task,cat,x,y,xt,yt,resp,rt,fb
4F4K_incongruent,8,0,2,97,73.71,45.03,0.08,0.71,108,19972,Incorrect
4F4K_incongruent,8,1,1,107,33.19,19.66,0.04,0.31,115,10149,Incorrect
4F4K_incongruent,8,2,1,107,35.81,12.34,0.04,0.19,115,37454,Incorrect
4F4K_incongruent,8,3,2,97,76.82,59.61,0.09,0.94,97,2297,Correct
4F4K_incongruent,8,4,1,107,73.99,48.63,0.08,0.76,115,1489,Incorrect
4F4K_incongruent,8,5,1,107,63.53,48.33,0.07,0.76,107,1648,Correct
4F4K_incongruent,8,6,1,107,69.43,44.92,0.08,0.71,107,2624,Correct
4F4K_incongruent,8,7,1,107,79.38,64.08,0.09,1.01,107,1132,Correct
4F4K_incongruent,8,8,2,97,80.59,62.15,0.09,0.98,97,2981,Correct
4F4K_incongruent,8,9,1,107,43.0,21.04,0.05,0.33,115,1587,Incorrect
4F4K_incongruent,8,10,1,115,26.52,58.04,0.03,0.91,115,2571,Correct
4F4K_incongruent,8,11,1,107,43.65,17.44,0.05,0.27,107,1453,Correct
4F4K_incongruent,8,12,1,107,61.53,48.35,0.07,0.76,107,1173,Correct
4F4K_incongruent,8,13,1,107,57.03,42.59,0.06,0.67,107,1191,Correct
4F4K_incongruent,8,14,1,115,26.74,37.07,0.03,0.58,115,808,Correct
4F4K_incongruent,8,15,1,115,61.12,78.26,0.07,1.23,107,1694,Incorrect
4F4K_incongruent,8,16,1,107,65.88,34.57,0.07,0.54,107,964,Correct
4F4K_incongruent,8,17,2,108,48.18,75.91,0.05,1.19,97,1678,Incorrect
4F4K_incongruent,8,18,1,115,18.27,48.06,0.02,0.75,115,1123,Correct
4F4K_incongruent,8,19,2,97,81.17,61.35,0.09,0.96,108,865,Incorrect
4F4K_incongruent,8,20,2,108,19.57,33.54,0.02,0.53,108,2759,Correct
4F4K_incongruent,8,21,2,97,34.44,20.43,0.04,0.32,108,1523,Incorrect
4F4K_incongruent,8,22,1,115,57.75,79.18,0.06,1.24,107,2488,Incorrect
4F4K_incongruent,8,23,1,107,72.32,52.56,0.08,0.83,115,835,Incorrect
4F4K_incongruent,8,24,2,97,43.2,29.1,0.05,0.46,108,1654,Incorrect
4F4K_incongruent,8,25,1,107,48.3,32.89,0.05,0.52,115,1981,Incorrect
4F4K_incongruent,8,26,1,107,63.22,53.82,0.07,0.85,107,900,Correct
4F4K_incongruent,8,27,2,97,81.42,57.88,0.09,0.91,108,1517,Incorrect
4F4K_incongruent,8,28,1,107,55.04,46.25,0.06,0.73,107,1128,Correct
4F4K_incongruent,8,29,1,107,51.76,22.9,0.06,0.36,115,1179,Incorrect
4F4K_incongruent,8,30,2,108,53.76,63.28,0.06,0.99,97,2544,Incorrect
4F4K_incongruent,8,31,1,107,85.2,59.39,0.1,0.93,115,1842,Incorrect
4F4K_incongruent,8,32,1,115,50.5,61.78,0.06,0.97,107,652,Incorrect
4F4K_incongruent,8,33,2,108,52.19,62.9,0.06,0.99,108,3502,Correct
4F4K_incongruent,8,34,1,115,23.69,38.08,0.03,0.6,115,1370,Correct
4F4K_incongruent,8,35,1,115,36.82,68.7,0.04,1.08,107,1490,Incorrect
4F4K_incongruent,8,36,1,115,56.03,68.94,0.06,1.08,107,1728,Incorrect
4F4K_incongruent,8,37,2,97,73.95,48.39,0.08,0.76,108,3592,Incorrect
4F4K_incongruent,8,38,2,108,29.1,43.66,0.03,0.69,108,1955,Correct
