condition,subject,trial,sub_task,cat,x,y,xt,yt,resp,rt,fb
4F4K_incongruent,124,0,1,115,41.24,54.58,0.05,0.86,115,2419,Correct
4F4K_incongruent,124,1,2,108,59.41,87.41,0.07,1.37,108,3099,Correct
4F4K_incongruent,124,2,2,97,42.46,32.48,0.05,0.51,108,3845,Incorrect
4F4K_incongruent,124,3,2,97,66.39,54.42,0.07,0.85,97,3543,Correct
4F4K_incongruent,124,4,2,97,42.72,20.19,0.05,0.32,108,1571,Incorrect
4F4K_incongruent,124,5,1,107,73.92,48.14,0.08,0.76,115,3395,Incorrect
4F4K_incongruent,124,6,1,107,64.91,31.69,0.07,0.5,115,5184,Incorrect
4F4K_incongruent,124,7,1,115,68.41,82.26,0.08,1.29,115,4891,Correct
4F4K_incongruent,124,8,1,107,40.18,22.12,0.04,0.35,107,3136,Correct
4F4K_incongruent,124,9,2,108,43.9,52.04,0.05,0.82,108,2914,Correct
4F4K_incongruent,124,10,2,97,35.31,11.1,0.04,0.17,97,2223,Correct
4F4K_incongruent,124,11,2,108,36.81,53.2,0.04,0.84,97,1601,Incorrect
4F4K_incongruent,124,12,2,108,28.34,56.47,0.03,0.89,108,2267,Correct
4F4K_incongruent,124,13,2,97,77.74,65.65,0.09,1.03,97,1791,Correct
4F4K_incongruent,124,14,2,97,31.04,13.34,0.03,0.21,108,4275,Incorrect
4F4K_incongruent,124,15,2,97,56.54,48.69,0.06,0.76,97,1954,Correct
4F4K_incongruent,124,16,2,97,63.79,41.66,0.07,0.65,97,2653,Correct
4F4K_incongruent,124,17,1,107,33.59,17.8,0.04,0.28,115,3877,Incorrect
4F4K_incongruent,124,18,1,107,51.99,21.69,0.06,0.34,107,2068,Correct
4F4K_incongruent,124,19,1,115,39.29,63.54,0.04,1.0,115,2034,Correct
4F4K_incongruent,124,20,2,108,62.08,73.9,0.07,1.16,97,3476,Incorrect
4F4K_incongruent,124,21,1,115,31.71,45.52,0.04,0.72,107,2125,Incorrect
4F4K_incongruent,124,22,2,108,56.91,74.57,0.06,1.17,97,3983,Incorrect
4F4K_incongruent,124,23,1,115,19.06,42.92,0.02,0.67,107,1274,Incorrect
