condition,subject,trial,sub_task,cat,x,y,xt,yt,resp,rt,fb
4F4K_incongruent,128,0,2,97,59.39,37.68,0.07,0.59,108,15991,Incorrect
4F4K_incongruent,128,1,1,107,50.45,43.21,0.06,0.68,107,10783,Correct
4F4K_incongruent,128,2,2,97,66.63,38.49,0.07,0.6,97,3452,Correct
4F4K_incongruent,128,3,1,107,60.88,52.22,0.07,0.82,107,7927,Correct
4F4K_incongruent,128,4,2,108,51.17,81.42,0.06,1.28,97,5955,Incorrect
4F4K_incongruent,128,5,2,97,80.28,65.88,0.09,1.03,108,1096,Incorrect
4F4K_incongruent,128,6,2,108,18.33,38.98,0.02,0.61,97,4825,Incorrect
4F4K_incongruent,128,7,2,108,54.35,78.43,0.06,1.23,108,1242,Correct
4F4K_incongruent,128,8,2,108,33.77,59.57,0.04,0.94,97,1559,Incorrect
4F4K_incongruent,128,9,1,107,55.71,35.78,0.06,0.56,115,1965,Incorrect
4F4K_incongruent,128,10,2,97,66.93,43.47,0.07,0.68,108,1828,Incorrect
4F4K_incongruent,128,11,1,115,32.65,44.6,0.04,0.7,115,3735,Correct
4F4K_incongruent,128,12,2,97,42.05,18.42,0.05,0.29,108,2874,Incorrect
4F4K_incongruent,128,13,2,97,45.71,36.78,0.05,0.58,108,3074,Incorrect
4F4K_incongruent,128,14,2,108,41.89,68.16,0.05,1.07,97,2557,Incorrect
4F4K_incongruent,128,15,1,107,41.73,22.38,0.05,0.35,107,4525,Correct
4F4K_incongruent,128,16,2,108,13.57,39.39,0.02,0.62,97,4982,Incorrect
4F4K_incongruent,128,17,1,107,61.43,31.25,0.07,0.49,107,5318,Correct
4F4K_incongruent,128,18,2,108,51.02,65.23,0.06,1.02,108,2305,Correct
4F4K_incongruent,128,19,2,97,47.87,25.79,0.05,0.41,108,4457,Incorrect
4F4K_incongruent,128,20,2,108,33.38,46.43,0.04,0.73,97,2252,Incorrect
4F4K_incongruent,128,21,2,108,43.16,55.89,0.05,0.88,97,7075,Incorrect
4F4K_incongruent,128,22,1,107,69.01,48.5,0.08,0.76,115,2049,Incorrect
4F4K_incongruent,128,23,1,107,53.49,44.67,0.06,0.7,107,2282,Correct
4F4K_incongruent,128,24,1,115,11.34,30.86,0.01,0.48,115,1139,Correct
4F4K_incongruent,128,25,1,107,57.1,41.38,0.06,0.65,107,796,Correct
4F4K_incongruent,128,26,2,97,73.62,62.65,0.08,0.98,108,1581,Incorrect
4F4K_incongruent,128,27,1,115,42.5,69.11,0.05,1.09,107,2129,Incorrect
4F4K_incongruent,128,28,2,97,75.1,49.97,0.08,0.78,97,5774,Correct
4F4K_incongruent,128,29,2,108,24.17,47.99,0.03,0.75,97,2188,Incorrect
4F4K_incongruent,128,30,2,108,19.97,38.1,0.02,0.6,97,8144,Incorrect
4F4K_incongruent,128,31,2,97,62.79,51.02,0.07,0.8,108,2895,Incorrect
4F4K_incongruent,128,32,2,97,48.13,31.79,0.05,0.5,108,1431,Incorrect
4F4K_incongruent,128,33,1,115,64.63,85.66,0.07,1.35,107,3300,Incorrect
4F4K_incongruent,128,34,2,108,38.17,66.87,0.04,1.05,97,1156,Incorrect
4F4K_incongruent,128,35,2,108,24.29,43.66,0.03,0.69,97,1757,Incorrect
4F4K_incongruent,128,36,2,108,56.52,66.02,0.06,1.04,108,897,Correct
4F4K_incongruent,128,37,1,107,38.2,11.79,0.04,0.19,115,2597,Incorrect
4F4K_incongruent,128,38,2,97,46.43,22.35,0.05,0.35,108,2700,Incorrect
4F4K_incongruent,128,39,1,115,25.92,56.99,0.03,0.9,97,995,Correct
4F4K_incongruent,128,40,1,107,41.52,15.62,0.05,0.25,107,1378,Correct
4F4K_incongruent,128,41,1,115,44.58,52.67,0.05,0.83,107,4423,Incorrect
4F4K_incongruent,128,42,1,107,64.04,42.25,0.07,0.66,107,2383,Incorrect
4F4K_incongruent,128,43,1,107,64.93,56.17,0.07,0.88,107,1545,Correct
4F4K_incongruent,128,44,2,108,25.51,45.82,0.03,0.72,97,6319,Incorrect
4F4K_incongruent,128,45,2,97,88.91,63.56,0.1,1.0,97,2388,Correct
4F4K_incongruent,128,46,2,108,56.28,74.23,0.06,1.17,108,2852,Correct
4F4K_incongruent,128,47,2,97,54.37,23.45,0.06,0.37,97,3503,Incorrect
4F4K_incongruent,128,48,1,107,63.48,52.49,0.07,0.82,115,6974,Incorrect
4F4K_incongruent,128,49,1,115,43.33,60.98,0.05,0.96,115,11106,Correct
4F4K_incongruent,128,50,1,107,61.19,45.41,0.07,0.71,107,1401,Correct
4F4K_incongruent,128,51,1,107,79.91,54.39,0.09,0.85,107,1329,Correct
4F4K_incongruent,128,52,2,108,18.47,32.38,0.02,0.51,97,1201,Incorrect
4F4K_incongruent,128,53,1,107,73.79,54.14,0.08,0.85,115,1566,Incorrect
4F4K_incongruent,128,54,1,115,22.99,54.03,0.03,0.85,107,1772,Incorrect
4F4K_incongruent,128,55,1,107,86.78,69.39,0.1,1.09,107,3269,Correct
4F4K_incongruent,128,56,2,97,60.88,37.3,0.07,0.59,108,4910,Incorrect
4F4K_incongruent,128,57,2,108,38.12,64.25,0.04,1.01,97,1100,Incorrect
4F4K_incongruent,128,58,2,97,69.52,59.38,0.08,0.93,108,5358,Incorrect
4F4K_incongruent,128,59,2,108,44.77,68.95,0.05,1.08,97,1534,Incorrect
4F4K_incongruent,128,60,1,115,62.9,76.34,0.07,1.2,107,2724,Incorrect
4F4K_incongruent,128,61,1,115,16.92,46.38,0.02,0.73,115,1124,Correct
4F4K_incongruent,128,62,1,115,43.65,71.26,0.05,1.12,107,2202,Incorrect
4F4K_incongruent,128,63,2,97,55.39,41.49,0.06,0.65,97,1084,Correct
4F4K_incongruent,128,64,1,115,35.93,50.5,0.04,0.79,107,4466,Incorrect
4F4K_incongruent,128,65,2,97,53.68,39.44,0.06,0.62,97,2956,Correct
4F4K_incongruent,128,66,2,97,62.02,43.46,0.07,0.68,97,1555,Correct
4F4K_incongruent,128,67,2,97,58.46,50.57,0.07,0.79,108,1522,Incorrect
4F4K_incongruent,128,68,1,115,41.51,55.79,0.05,0.88,107,1297,Incorrect
4F4K_incongruent,128,69,1,107,78.1,49.07,0.09,0.77,115,1840,Incorrect
4F4K_incongruent,128,70,1,115,63.08,78.82,0.07,1.24,115,1091,Correct
4F4K_incongruent,128,71,1,107,78.46,51.24,0.09,0.8,115,984,Incorrect
4F4K_incongruent,128,72,2,97,44.23,34.41,0.05,0.54,108,1745,Incorrect
4F4K_incongruent,128,73,1,115,44.75,77.11,0.05,1.21,115,2119,Correct
4F4K_incongruent,128,74,1,107,66.28,58.18,0.07,0.91,107,2334,Correct
4F4K_incongruent,128,75,2,97,32.11,15.96,0.04,0.25,108,2501,Incorrect
4F4K_incongruent,128,76,1,115,27.4,44.43,0.03,0.7,115,1724,Correct
4F4K_incongruent,128,77,2,97,55.26,41.82,0.06,0.66,108,1649,Incorrect
4F4K_incongruent,128,78,1,115,23.69,45.81,0.03,0.72,115,1658,Correct
4F4K_incongruent,128,79,1,115,55.95,85.01,0.06,1.34,107,1447,Incorrect
4F4K_incongruent,128,80,2,108,57.68,66.74,0.06,1.05,97,5780,Incorrect
4F4K_incongruent,128,81,1,107,62.34,48.35,0.07,0.76,107,1217,Correct
4F4K_incongruent,128,82,1,107,81.15,55.28,0.09,0.87,107,878,Correct
4F4K_incongruent,128,83,1,107,81.77,53.9,0.09,0.85,107,815,Correct
4F4K_incongruent,128,84,1,107,68.12,39.43,0.08,0.62,107,1251,Correct
4F4K_incongruent,128,85,2,108,55.44,77.31,0.06,1.21,97,923,Incorrect
4F4K_incongruent,128,86,1,115,49.57,62.76,0.06,0.99,115,3186,Correct
4F4K_incongruent,128,87,1,115,26.12,52.79,0.03,0.83,115,553,Correct
4F4K_incongruent,128,88,1,115,41.86,74.65,0.05,1.17,115,568,Correct
4F4K_incongruent,128,89,2,97,59.03,50.28,0.07,0.79,97,1422,Correct
4F4K_incongruent,128,90,1,107,83.75,56.55,0.09,0.89,115,1363,Incorrect
4F4K_incongruent,128,91,1,115,66.88,82.6,0.07,1.3,107,854,Incorrect
4F4K_incongruent,128,92,1,115,25.94,45.86,0.03,0.72,115,666,Correct
4F4K_incongruent,128,93,2,97,46.26,39.0,0.05,0.61,97,1063,Correct
4F4K_incongruent,128,94,1,107,68.01,36.54,0.08,0.57,115,1107,Incorrect
4F4K_incongruent,128,95,1,115,44.53,60.2,0.05,0.95,107,1758,Incorrect
4F4K_incongruent,128,96,1,107,39.18,26.88,0.04,0.42,115,555,Incorrect
4F4K_incongruent,128,97,2,97,49.73,27.31,0.06,0.43,97,3768,Correct
4F4K_incongruent,128,98,1,107,47.76,24.63,0.05,0.39,115,575,Incorrect
4F4K_incongruent,128,99,2,108,56.34,74.08,0.06,1.16,97,725,Incorrect
4F4K_incongruent,128,100,1,115,17.37,35.41,0.02,0.56,107,2353,Incorrect
4F4K_incongruent,128,101,1,115,43.03,60.34,0.05,0.95,115,1148,Correct
4F4K_incongruent,128,102,2,97,42.62,13.88,0.05,0.22,97,747,Correct
4F4K_incongruent,128,103,1,107,62.87,41.92,0.07,0.66,115,1504,Incorrect
4F4K_incongruent,128,104,2,108,68.95,84.9,0.08,1.33,108,1742,Correct
4F4K_incongruent,128,105,2,108,44.42,68.41,0.05,1.07,108,1593,Correct
4F4K_incongruent,128,106,2,108,46.51,54.79,0.05,0.86,108,803,Correct
4F4K_incongruent,128,107,2,108,43.19,55.11,0.05,0.87,108,834,Correct
4F4K_incongruent,128,108,1,115,49.77,65.52,0.06,1.03,115,2679,Correct
4F4K_incongruent,128,109,2,97,87.66,65.54,0.1,1.03,108,1950,Incorrect
4F4K_incongruent,128,110,2,97,59.65,40.24,0.07,0.63,108,4250,Incorrect
4F4K_incongruent,128,111,2,108,37.83,47.45,0.04,0.75,108,3215,Correct
