condition,subject,trial,sub_task,cat,x,y,xt,yt,resp,rt,fb
4F4K_incongruent,32,0,1,115,62.42,72.47,0.07,1.14,107,1382,Correct
4F4K_incongruent,32,1,1,107,38.96,19.98,0.04,0.31,115,756,Incorrect
4F4K_incongruent,32,2,2,97,66.36,57.76,0.07,0.91,97,848,Correct
4F4K_incongruent,32,3,1,115,24.33,35.19,0.03,0.55,107,1251,Incorrect
4F4K_incongruent,32,4,1,115,64.94,75.7,0.07,1.19,115,699,Correct
4F4K_incongruent,32,5,2,108,16.83,36.74,0.02,0.58,97,854,Incorrect
4F4K_incongruent,32,6,2,97,77.89,56.09,0.09,0.88,108,720,Incorrect
4F4K_incongruent,32,7,2,97,65.82,51.16,0.07,0.8,97,677,Correct
4F4K_incongruent,32,8,2,108,60.35,73.4,0.07,1.15,97,911,Incorrect
4F4K_incongruent,32,9,1,107,78.22,64.03,0.09,1.01,115,476,Incorrect
4F4K_incongruent,32,10,1,115,33.82,58.97,0.04,0.93,107,1202,Incorrect
4F4K_incongruent,32,11,1,107,56.4,28.26,0.06,0.44,115,746,Incorrect
4F4K_incongruent,32,12,1,107,34.21,14.96,0.04,0.24,107,763,Correct
4F4K_incongruent,32,13,1,115,52.03,82.06,0.06,1.29,107,868,Incorrect
4F4K_incongruent,32,14,1,107,49.38,20.26,0.06,0.32,115,639,Incorrect
4F4K_incongruent,32,15,2,97,89.48,66.59,0.1,1.05,108,931,Incorrect
4F4K_incongruent,32,16,2,108,44.32,70.75,0.05,1.11,97,1939,Incorrect
4F4K_incongruent,32,17,2,97,41.36,32.98,0.05,0.52,97,1396,Correct
4F4K_incongruent,32,18,1,107,54.33,29.23,0.06,0.46,107,2029,Correct
4F4K_incongruent,32,19,1,107,42.24,32.3,0.05,0.51,115,1094,Incorrect
4F4K_incongruent,32,20,2,97,37.86,16.2,0.04,0.25,108,966,Incorrect
4F4K_incongruent,32,21,1,115,28.59,44.47,0.03,0.7,107,2684,Incorrect
4F4K_incongruent,32,22,2,108,22.38,48.5,0.03,0.76,97,1044,Incorrect
4F4K_incongruent,32,23,1,115,41.73,54.64,0.05,0.86,115,2040,Correct
4F4K_incongruent,32,24,2,108,27.38,41.09,0.03,0.65,108,810,Correct
4F4K_incongruent,32,25,2,108,25.35,54.15,0.03,0.85,108,1159,Correct
4F4K_incongruent,32,26,2,108,34.68,59.91,0.04,0.94,108,854,Correct
4F4K_incongruent,32,27,2,108,61.86,80.97,0.07,1.27,108,751,Correct
4F4K_incongruent,32,28,2,97,57.35,28.81,0.06,0.45,108,1106,Incorrect
4F4K_incongruent,32,29,2,97,76.21,61.56,0.09,0.97,97,1008,Correct
4F4K_incongruent,32,30,2,108,57.36,74.63,0.06,1.17,97,775,Incorrect
4F4K_incongruent,32,31,1,115,65.04,86.66,0.07,1.36,115,1712,Correct
4F4K_incongruent,32,32,1,107,55.32,26.68,0.06,0.42,107,1491,Correct
4F4K_incongruent,32,33,1,107,37.26,24.64,0.04,0.39,107,925,Correct
4F4K_incongruent,32,34,2,108,46.5,74.6,0.05,1.17,108,1250,Correct
4F4K_incongruent,32,35,1,107,82.59,54.03,0.09,0.85,107,1123,Correct
4F4K_incongruent,32,36,1,115,12.06,39.15,0.01,0.62,107,838,Incorrect
4F4K_incongruent,32,37,1,107,51.56,32.39,0.06,0.51,115,2167,Incorrect
4F4K_incongruent,32,38,2,97,42.17,31.92,0.05,0.5,97,1133,Correct
4F4K_incongruent,32,39,2,97,68.98,54.09,0.08,0.85,108,1439,Incorrect
4F4K_incongruent,32,40,2,108,47.7,68.57,0.05,1.08,97,1242,Incorrect
4F4K_incongruent,32,41,2,97,54.8,22.92,0.06,0.36,108,845,Incorrect
4F4K_incongruent,32,42,2,108,69.14,84.46,0.08,1.33,97,719,Incorrect
4F4K_incongruent,32,43,1,107,75.93,50.89,0.08,0.8,115,1264,Incorrect
4F4K_incongruent,32,44,1,107,71.36,54.94,0.08,0.86,107,713,Correct
4F4K_incongruent,32,45,1,107,52.61,42.34,0.06,0.67,107,845,Correct
4F4K_incongruent,32,46,1,115,28.35,50.02,0.03,0.79,107,975,Incorrect
4F4K_incongruent,32,47,1,115,43.99,64.9,0.05,1.02,115,850,Correct
4F4K_incongruent,32,48,2,97,59.05,29.21,0.07,0.46,108,925,Incorrect
4F4K_incongruent,32,49,1,115,12.07,35.53,0.01,0.56,115,876,Correct
4F4K_incongruent,32,50,1,107,57.46,32.12,0.06,0.5,115,1145,Incorrect
4F4K_incongruent,32,51,2,97,70.82,56.51,0.08,0.89,108,756,Incorrect
4F4K_incongruent,32,52,2,108,39.28,56.93,0.04,0.89,97,1454,Incorrect
4F4K_incongruent,32,53,1,115,48.41,76.93,0.05,1.21,115,1237,Correct
4F4K_incongruent,32,54,2,97,56.97,39.31,0.06,0.62,108,881,Incorrect
4F4K_incongruent,32,55,1,115,20.02,43.62,0.02,0.69,115,756,Correct
4F4K_incongruent,32,56,1,107,49.95,35.02,0.06,0.55,115,704,Incorrect
4F4K_incongruent,32,57,2,97,46.46,18.44,0.05,0.29,108,1014,Incorrect
4F4K_incongruent,32,58,1,107,62.32,47.71,0.07,0.75,115,829,Incorrect
4F4K_incongruent,32,59,2,108,60.42,82.54,0.07,1.3,108,636,Correct
4F4K_incongruent,32,60,2,97,69.02,48.59,0.08,0.76,108,1244,Incorrect
4F4K_incongruent,32,61,2,108,41.88,56.51,0.05,0.89,97,846,Incorrect
4F4K_incongruent,32,62,1,107,50.0,42.18,0.06,0.66,115,693,Incorrect
4F4K_incongruent,32,63,1,107,57.48,39.37,0.06,0.62,115,977,Incorrect
4F4K_incongruent,32,64,2,108,14.37,37.93,0.02,0.6,97,715,Incorrect
4F4K_incongruent,32,65,2,108,48.03,59.39,0.05,0.93,108,598,Correct
4F4K_incongruent,32,66,1,107,45.29,35.07,0.05,0.55,115,768,Incorrect
4F4K_incongruent,32,67,2,108,58.7,68.14,0.07,1.07,97,767,Incorrect
4F4K_incongruent,32,68,2,108,36.24,45.29,0.04,0.71,108,696,Correct
4F4K_incongruent,32,69,1,115,53.62,74.49,0.06,1.17,115,827,Correct
4F4K_incongruent,32,70,1,107,63.89,33.97,0.07,0.53,115,767,Incorrect
4F4K_incongruent,32,71,1,115,51.79,73.72,0.06,1.16,107,740,Incorrect
4F4K_incongruent,32,72,1,107,38.19,21.28,0.04,0.33,115,691,Incorrect
4F4K_incongruent,32,73,1,115,30.34,54.1,0.03,0.85,107,785,Incorrect
4F4K_incongruent,32,74,1,107,70.33,40.01,0.08,0.63,115,592,Incorrect
4F4K_incongruent,32,75,2,108,27.82,52.18,0.03,0.82,97,925,Incorrect
4F4K_incongruent,32,76,2,97,59.61,36.34,0.07,0.57,108,813,Incorrect
4F4K_incongruent,32,77,1,107,57.54,32.24,0.06,0.51,115,682,Incorrect
4F4K_incongruent,32,78,2,97,83.53,68.36,0.09,1.07,108,774,Incorrect
4F4K_incongruent,32,79,2,97,55.41,31.02,0.06,0.49,97,626,Correct
4F4K_incongruent,32,80,2,108,42.72,50.12,0.05,0.79,97,852,Incorrect
4F4K_incongruent,32,81,2,97,56.41,38.76,0.06,0.61,97,1606,Correct
4F4K_incongruent,32,82,2,97,57.09,40.41,0.06,0.63,97,625,Correct
4F4K_incongruent,32,83,1,107,82.46,52.57,0.09,0.83,115,2588,Incorrect
4F4K_incongruent,32,84,2,108,39.93,49.76,0.04,0.78,97,704,Incorrect
4F4K_incongruent,32,85,2,97,57.88,49.68,0.06,0.78,108,703,Incorrect
4F4K_incongruent,32,86,2,97,45.88,36.76,0.05,0.58,97,629,Correct
4F4K_incongruent,32,87,2,108,42.11,70.25,0.05,1.1,97,729,Incorrect
4F4K_incongruent,32,88,2,97,55.89,38.52,0.06,0.61,108,612,Incorrect
4F4K_incongruent,32,89,1,115,27.16,48.03,0.03,0.75,115,720,Correct
4F4K_incongruent,32,90,1,107,51.21,41.3,0.06,0.65,107,681,Correct
4F4K_incongruent,32,91,2,108,46.21,73.98,0.05,1.16,97,548,Incorrect
4F4K_incongruent,32,92,1,115,31.47,62.03,0.04,0.97,107,758,Incorrect
4F4K_incongruent,32,93,2,108,49.27,75.48,0.06,1.19,97,524,Incorrect
4F4K_incongruent,32,94,2,108,24.42,39.22,0.03,0.62,108,670,Correct
4F4K_incongruent,32,95,1,107,43.12,34.49,0.05,0.54,107,2490,Correct
4F4K_incongruent,32,96,1,107,82.23,60.4,0.09,0.95,115,1076,Incorrect
4F4K_incongruent,32,97,2,108,16.32,45.5,0.02,0.71,97,692,Incorrect
4F4K_incongruent,32,98,2,108,46.26,59.97,0.05,0.94,108,769,Correct
4F4K_incongruent,32,99,2,97,59.58,52.62,0.07,0.83,108,1511,Incorrect
4F4K_incongruent,32,100,1,115,49.27,61.59,0.06,0.97,115,1109,Correct
4F4K_incongruent,32,101,1,107,81.52,50.26,0.09,0.79,115,629,Incorrect
4F4K_incongruent,32,102,2,97,74.27,63.26,0.08,0.99,97,934,Correct
4F4K_incongruent,32,103,1,115,12.79,31.84,0.01,0.5,115,698,Correct
4F4K_incongruent,32,104,1,115,21.65,37.75,0.02,0.59,115,704,Correct
4F4K_incongruent,32,105,1,115,32.86,51.05,0.04,0.8,115,778,Correct
4F4K_incongruent,32,106,2,108,56.27,63.99,0.06,1.01,108,1141,Correct
4F4K_incongruent,32,107,1,107,50.03,33.6,0.06,0.53,115,779,Incorrect
4F4K_incongruent,32,108,1,107,38.42,13.02,0.04,0.2,107,912,Correct
4F4K_incongruent,32,109,2,97,76.99,54.58,0.09,0.86,108,821,Incorrect
4F4K_incongruent,32,110,1,115,30.66,44.79,0.03,0.7,115,1779,Correct
4F4K_incongruent,32,111,2,108,17.28,41.16,0.02,0.65,97,659,Incorrect
4F4K_incongruent,32,112,2,108,26.02,47.8,0.03,0.75,108,439,Correct
4F4K_incongruent,32,113,1,107,68.16,50.55,0.08,0.79,115,1150,Incorrect
4F4K_incongruent,32,114,2,97,45.68,38.45,0.05,0.6,108,686,Incorrect
4F4K_incongruent,32,115,2,97,57.05,45.12,0.06,0.71,97,657,Correct
4F4K_incongruent,32,116,1,115,46.05,55.79,0.05,0.88,115,3876,Correct
4F4K_incongruent,32,117,1,107,63.02,39.56,0.07,0.62,115,1404,Incorrect
4F4K_incongruent,32,118,1,115,45.5,56.24,0.05,0.88,107,639,Incorrect
4F4K_incongruent,32,119,1,107,57.81,49.1,0.06,0.77,115,616,Incorrect
4F4K_incongruent,32,120,2,97,69.12,53.21,0.08,0.84,108,1199,Incorrect
4F4K_incongruent,32,121,1,107,77.13,47.25,0.09,0.74,115,675,Incorrect
4F4K_incongruent,32,122,2,108,65.68,79.63,0.07,1.25,97,848,Incorrect
4F4K_incongruent,32,123,1,115,39.81,46.79,0.04,0.74,115,662,Correct
4F4K_incongruent,32,124,2,97,63.1,46.91,0.07,0.74,108,729,Incorrect
4F4K_incongruent,32,125,2,97,74.46,56.03,0.08,0.88,97,817,Correct
4F4K_incongruent,32,126,2,97,46.23,31.02,0.05,0.49,108,1898,Incorrect
4F4K_incongruent,32,127,1,107,40.71,26.68,0.05,0.42,115,947,Incorrect
4F4K_incongruent,32,128,1,115,11.76,36.83,0.01,0.58,115,826,Correct
