condition,subject,trial,sub_task,cat,x,y,xt,yt,resp,rt,fb
4F4K_congruent,147,0,1,107,82.23,60.58,0.09,0.95,115,11640,Incorrect
4F4K_congruent,147,1,2,108,53.8,39.56,0.06,0.62,97,2954,Incorrect
4F4K_congruent,147,2,2,97,60.25,84.83,0.07,1.33,108,2981,Incorrect
4F4K_congruent,147,3,1,115,21.18,33.27,0.02,0.52,115,3060,Correct
4F4K_congruent,147,4,1,107,75.16,58.85,0.08,0.92,107,3412,Correct
4F4K_congruent,147,5,1,107,38.35,21.16,0.04,0.33,115,1481,Incorrect
4F4K_congruent,147,6,2,97,20.74,50.63,0.02,0.8,108,1764,Incorrect
4F4K_congruent,147,7,1,107,64.06,40.9,0.07,0.64,107,4096,Correct
4F4K_congruent,147,8,2,97,19.78,41.16,0.02,0.65,97,2242,Correct
4F4K_congruent,147,9,1,107,58.82,32.62,0.07,0.51,107,2044,Correct
4F4K_congruent,147,10,1,115,46.75,65.06,0.05,1.02,115,3160,Correct
4F4K_congruent,147,11,1,115,30.42,56.9,0.03,0.89,115,1460,Correct
4F4K_congruent,147,12,1,107,89.41,64.66,0.1,1.02,107,1644,Correct
4F4K_congruent,147,13,2,108,70.28,39.08,0.08,0.61,97,1529,Incorrect
4F4K_congruent,147,14,1,115,20.31,36.03,0.02,0.57,115,1940,Correct
4F4K_congruent,147,15,2,108,44.39,30.5,0.05,0.48,108,1334,Correct
4F4K_congruent,147,16,1,107,60.76,46.19,0.07,0.73,107,5166,Correct
4F4K_congruent,147,17,1,115,49.2,72.23,0.06,1.13,115,1176,Correct
4F4K_congruent,147,18,1,107,85.49,67.57,0.1,1.06,115,1633,Incorrect
4F4K_congruent,147,19,1,107,64.14,32.0,0.07,0.5,107,1781,Correct
4F4K_congruent,147,20,1,115,34.08,44.2,0.04,0.69,115,1410,Correct
4F4K_congruent,147,21,1,115,61.42,72.13,0.07,1.13,107,2891,Incorrect
4F4K_congruent,147,22,1,107,71.76,56.28,0.08,0.88,107,2519,Correct
