condition,subject,trial,sub_task,cat,x,y,xt,yt,resp,rt,fb
4F4K_congruent,175,0,2,97,38.77,48.6,0.04,0.76,97,18781,Correct
4F4K_congruent,175,1,1,107,88.26,65.36,0.1,1.03,115,4423,Incorrect
4F4K_congruent,175,2,1,115,55.63,74.77,0.06,1.17,115,6135,Correct
4F4K_congruent,175,3,2,108,39.64,21.18,0.04,0.33,97,4168,Incorrect
4F4K_congruent,175,4,1,115,15.62,34.58,0.02,0.54,107,1277,Incorrect
4F4K_congruent,175,5,1,107,44.47,26.39,0.05,0.41,115,6941,Incorrect
4F4K_congruent,175,6,1,115,26.92,52.16,0.03,0.82,115,3323,Correct
4F4K_congruent,175,7,1,115,16.48,43.21,0.02,0.68,107,3850,Incorrect
4F4K_congruent,175,8,1,115,42.96,63.13,0.05,0.99,115,2196,Correct
4F4K_congruent,175,9,1,115,48.36,73.91,0.05,1.16,115,2403,Correct
4F4K_congruent,175,10,2,108,35.85,14.35,0.04,0.23,108,4888,Correct
4F4K_congruent,175,11,1,107,55.11,46.64,0.06,0.73,115,1017,Incorrect
4F4K_congruent,175,12,2,97,18.46,42.52,0.02,0.67,108,18657,Incorrect
4F4K_congruent,175,13,1,107,56.52,36.74,0.06,0.58,115,1043,Incorrect
4F4K_congruent,175,14,1,107,59.52,38.6,0.07,0.61,115,2958,Incorrect
4F4K_congruent,175,15,2,97,55.07,76.35,0.06,1.2,108,26635,Incorrect
4F4K_congruent,175,16,1,115,66.84,84.55,0.07,1.33,107,5205,Incorrect
4F4K_congruent,175,17,1,115,41.99,52.17,0.05,0.82,115,30228,Correct
4F4K_congruent,175,18,1,107,74.67,43.3,0.08,0.68,107,3767,Correct
4F4K_congruent,175,19,2,97,38.35,62.05,0.04,0.97,97,5881,Correct
4F4K_congruent,175,20,1,107,51.22,25.3,0.06,0.4,107,1323,Correct
4F4K_congruent,175,21,2,97,37.9,47.31,0.04,0.74,97,832,Correct
4F4K_congruent,175,22,2,108,55.87,31.1,0.06,0.49,108,2478,Correct
4F4K_congruent,175,23,1,115,56.88,70.43,0.06,1.11,115,3453,Correct
4F4K_congruent,175,24,2,108,57.11,50.34,0.06,0.79,97,2147,Incorrect
4F4K_congruent,175,25,1,115,26.03,52.55,0.03,0.83,107,973,Incorrect
4F4K_congruent,175,26,2,108,57.53,43.73,0.06,0.69,97,7058,Incorrect
4F4K_congruent,175,27,1,107,67.98,46.31,0.08,0.73,107,15220,Correct
4F4K_congruent,175,28,2,97,69.01,86.61,0.08,1.36,97,2728,Correct
4F4K_congruent,175,29,1,115,39.19,50.88,0.04,0.8,107,3781,Incorrect
4F4K_congruent,175,30,2,108,49.61,41.17,0.06,0.65,97,4730,Incorrect
4F4K_congruent,175,31,1,107,40.96,31.21,0.05,0.49,107,18689,Correct
4F4K_congruent,175,32,1,115,55.07,83.89,0.06,1.32,115,12015,Correct
4F4K_congruent,175,33,1,107,47.79,33.86,0.05,0.53,115,3609,Incorrect
4F4K_congruent,175,34,2,108,62.64,48.59,0.07,0.76,108,10993,Correct
4F4K_congruent,175,35,1,107,64.96,49.06,0.07,0.77,115,2740,Incorrect
4F4K_congruent,175,36,1,115,62.86,78.26,0.07,1.23,115,1697,Correct
4F4K_congruent,175,37,2,108,63.83,47.33,0.07,0.74,97,13908,Incorrect
4F4K_congruent,175,38,2,108,72.14,46.79,0.08,0.73,108,1684,Correct
4F4K_congruent,175,39,2,108,59.02,33.11,0.07,0.52,108,3807,Correct
4F4K_congruent,175,40,2,108,57.75,28.76,0.06,0.45,108,2544,Correct
4F4K_congruent,175,41,1,115,42.09,54.28,0.05,0.85,115,5701,Correct
4F4K_congruent,175,42,2,97,44.54,52.75,0.05,0.83,108,2155,Incorrect
4F4K_congruent,175,43,1,107,80.4,57.23,0.09,0.9,115,1616,Incorrect
4F4K_congruent,175,44,1,115,49.96,61.45,0.06,0.97,115,1174,Correct
4F4K_congruent,175,45,1,115,16.18,42.6,0.02,0.67,107,2441,Incorrect
4F4K_congruent,175,46,2,108,84.11,59.86,0.09,0.94,108,9015,Correct
4F4K_congruent,175,47,1,115,23.82,53.01,0.03,0.83,115,4662,Correct
4F4K_congruent,175,48,1,107,56.07,26.07,0.06,0.41,107,2989,Correct
4F4K_congruent,175,49,2,108,46.25,21.11,0.05,0.33,108,5767,Correct
4F4K_congruent,175,50,2,108,57.74,28.47,0.06,0.45,108,1350,Correct
4F4K_congruent,175,51,1,107,89.16,64.84,0.1,1.02,107,3804,Correct
4F4K_congruent,175,52,1,115,47.45,69.89,0.05,1.1,115,2179,Correct
4F4K_congruent,175,53,1,115,20.2,38.33,0.02,0.6,115,960,Correct
4F4K_congruent,175,54,1,115,12.92,40.32,0.01,0.63,115,867,Correct
4F4K_congruent,175,55,2,97,40.18,73.1,0.04,1.15,108,1925,Incorrect
4F4K_congruent,175,56,2,97,67.2,85.76,0.08,1.35,108,2110,Incorrect
4F4K_congruent,175,57,1,115,40.36,53.66,0.05,0.84,115,7672,Correct
4F4K_congruent,175,58,1,107,69.02,50.96,0.08,0.8,107,1898,Correct
