condition,subject,trial,sub_task,cat,x,y,xt,yt,resp,rt,fb
4F4K_incongruent,176,0,2,108,13.59,34.99,0.02,0.55,97,2709,Incorrect
4F4K_incongruent,176,1,1,115,39.69,58.45,0.04,0.92,107,591,Incorrect
4F4K_incongruent,176,2,2,97,39.55,20.11,0.04,0.32,97,1043,Correct
4F4K_incongruent,176,3,1,107,81.56,66.7,0.09,1.05,107,693,Correct
4F4K_incongruent,176,4,2,108,30.87,54.29,0.03,0.85,97,1002,Incorrect
4F4K_incongruent,176,5,2,97,57.59,43.37,0.06,0.68,108,568,Incorrect
4F4K_incongruent,176,6,1,115,38.6,69.42,0.04,1.09,115,1049,Correct
4F4K_incongruent,176,7,1,107,53.99,30.64,0.06,0.48,107,1924,Correct
4F4K_incongruent,176,8,2,97,88.0,64.0,0.1,1.01,97,802,Correct
4F4K_incongruent,176,9,2,97,30.97,13.96,0.03,0.22,108,568,Incorrect
4F4K_incongruent,176,10,1,115,59.37,71.87,0.07,1.13,107,501,Incorrect
4F4K_incongruent,176,11,1,107,75.86,59.86,0.08,0.94,115,617,Incorrect
4F4K_incongruent,176,12,2,108,34.09,45.48,0.04,0.71,97,677,Incorrect
4F4K_incongruent,176,13,2,108,37.71,64.72,0.04,1.02,97,588,Incorrect
4F4K_incongruent,176,14,1,115,42.93,73.97,0.05,1.16,115,3245,Correct
4F4K_incongruent,176,15,2,97,73.23,44.24,0.08,0.69,108,1714,Incorrect
4F4K_incongruent,176,16,1,115,44.23,63.07,0.05,0.99,115,1322,Correct
4F4K_incongruent,176,17,1,115,26.81,42.21,0.03,0.66,107,1368,Incorrect
4F4K_incongruent,176,18,1,115,33.9,42.02,0.04,0.66,115,721,Correct
4F4K_incongruent,176,19,2,97,34.48,13.51,0.04,0.21,108,1235,Incorrect
4F4K_incongruent,176,20,1,107,45.75,17.16,0.05,0.27,107,1889,Correct
4F4K_incongruent,176,21,2,97,61.61,45.92,0.07,0.72,97,1613,Correct
4F4K_incongruent,176,22,2,97,62.11,34.14,0.07,0.54,97,2028,Correct
4F4K_incongruent,176,23,1,107,44.31,33.95,0.05,0.53,115,1139,Incorrect
4F4K_incongruent,176,24,2,97,69.28,45.64,0.08,0.72,108,1006,Incorrect
4F4K_incongruent,176,25,1,107,72.05,53.48,0.08,0.84,107,958,Correct
4F4K_incongruent,176,26,1,107,59.63,47.11,0.07,0.74,107,1550,Correct
4F4K_incongruent,176,27,2,108,50.68,60.36,0.06,0.95,108,2862,Correct
4F4K_incongruent,176,28,1,107,70.74,59.94,0.08,0.94,107,1819,Correct
4F4K_incongruent,176,29,1,107,32.54,19.18,0.04,0.3,115,1568,Incorrect
4F4K_incongruent,176,30,2,108,54.87,78.07,0.06,1.23,97,2050,Incorrect
4F4K_incongruent,176,31,1,115,29.58,42.82,0.03,0.67,115,1554,Correct
4F4K_incongruent,176,32,2,108,60.68,85.13,0.07,1.34,97,2159,Incorrect
4F4K_incongruent,176,33,1,115,57.73,74.56,0.06,1.17,107,1934,Incorrect
4F4K_incongruent,176,34,2,97,48.89,30.69,0.05,0.48,108,3514,Incorrect
4F4K_incongruent,176,35,1,107,40.31,28.24,0.05,0.44,115,1767,Incorrect
4F4K_incongruent,176,36,2,97,63.67,43.62,0.07,0.69,97,1194,Correct
4F4K_incongruent,176,37,2,97,39.07,25.07,0.04,0.39,108,674,Incorrect
