experiment,rat_id,trial,cage_context,scent,choice,reward,reaction_time,maze_run_time
exp2,23,1,mesh,peppermint,L,0,1.0104344502039677,3.533501708794794
exp2,23,2,wood,lemon,R,0,0.7085632468593206,3.8781079269925565
exp2,23,3,wood,peppermint,R,1,0.9585830328524692,3.395649261930102
exp2,23,4,wood,none,R,1,0.741619010434467,2.910654276678373
exp2,23,5,wood,peppermint,R,1,0.4997343192454403,3.0491058867083365
exp2,23,6,mesh,lemon,L,0,1.026841734123387,3.6793626505191748
exp2,23,7,wood,none,R,1,1.0364786368742855,1.979365603033787
exp2,23,8,wood,peppermint,L,0,0.558005691677691,2.948264936155753
exp2,23,9,mesh,peppermint,L,0,0.882561149968453,4.12911168567464
exp2,23,10,mesh,peppermint,R,1,0.7072109253771272,2.052145404727657
exp2,23,11,wood,peppermint,R,0,1.0277562767870942,3.2692965472380435
exp2,23,12,mesh,lemon,L,0,0.7586618633677691,4.433961469500773
exp2,23,13,wood,lemon,R,1,1.747435578101238,2.8793816935144143
exp2,23,14,mesh,none,R,1,1.310960558158247,3.5283572997707324
exp2,23,15,wood,none,R,1,0.5677676483872629,3.2472588515666994
exp2,23,16,mesh,none,R,1,0.3706890875091224,2.639701571613501
exp2,23,17,mesh,none,R,1,0.9472843996491204,3.3037089167296547
exp2,23,18,wood,lemon,L,0,0.7440974397734224,2.3131960459506145
exp2,23,19,wood,lemon,R,1,0.8850953619913292,2.4454225799876363
exp2,23,20,wood,peppermint,L,1,0.6710129672506029,3.966583014637246
exp2,23,21,wood,none,L,0,0.7906308074329759,2.7130163484805996
exp2,23,22,mesh,lemon,R,1,1.12595479209556,3.1998824452587984
exp2,23,23,mesh,peppermint,L,0,0.4030392974686281,3.621345458901022
exp2,23,24,mesh,lemon,R,0,0.9558252986213926,3.65570671286698
exp2,23,25,mesh,peppermint,R,1,0.8552317329456276,2.8301752014915724
exp2,23,26,mesh,lemon,R,0,0.584155698747859,3.183106125842047
exp2,23,27,mesh,peppermint,R,1,0.48255021267645976,2.986843430412819
exp2,23,28,wood,peppermint,L,0,1.1058192411724541,3.7120174007512396
exp2,23,29,mesh,peppermint,L,0,0.510723176954251,2.7354954687539896
exp2,23,30,mesh,none,R,0,0.9038344372931895,3.725736077538656
exp2,23,31,mesh,peppermint,L,0,0.9092369549519645,2.828544314673716
exp2,23,32,wood,lemon,L,0,0.6653323990296437,3.8634694258378173
exp2,23,33,mesh,none,L,1,0.3999042552092298,2.234015742897387
exp2,23,34,mesh,none,R,1,1.0383305103690703,3.134783263460319
exp2,23,35,mesh,lemon,R,0,0.5563842548587464,2.795184546370763
exp2,23,36,mesh,lemon,L,0,0.6265009170574558,3.3131305402567293
exp2,23,37,mesh,lemon,R,1,0.7373198443144982,3.106256536299745
exp2,23,38,mesh,lemon,R,0,1.1853052369723769,4.140149087310138
exp2,23,39,mesh,peppermint,L,1,0.423817563051434,3.7917055901465044
exp2,23,40,wood,peppermint,R,1,0.6207646680158326,1.9485812843988226
exp2,23,41,wood,none,R,0,0.5870663082129776,3.4906055132949754
exp2,23,42,wood,none,R,1,0.7343351704921274,3.182179604336959
exp2,23,43,mesh,lemon,R,1,0.8079577450027974,2.9549059973834932
exp2,23,44,wood,lemon,L,1,0.6255606042877021,3.588471034068478
exp2,23,45,wood,none,R,0,0.46500505420390137,3.0609131897785926
exp2,23,46,wood,none,R,1,1.9630847880192681,2.6185402975463523
exp2,23,47,mesh,lemon,L,1,0.49291277718978815,3.2799770560665156
exp2,23,48,mesh,peppermint,R,1,0.751282181703469,2.539312234468313
exp2,23,49,wood,peppermint,L,0,0.6314453614651696,3.904084187184316
exp2,23,50,mesh,peppermint,R,1,1.1190299719191137,2.8620444356534276
exp2,23,51,mesh,peppermint,L,0,0.5686071395161373,3.0777892918636596
exp2,23,52,mesh,none,R,0,0.984323751547711,3.5471546384542973
exp2,23,53,wood,peppermint,R,1,0.9456728312275237,3.2135303585524952
exp2,23,54,mesh,none,L,0,0.4778996722197761,3.139551136390587
exp2,23,55,wood,none,R,1,0.4916817883803835,3.3731886063736036
exp2,23,56,wood,lemon,L,0,0.5439203490337471,2.667902984296464
exp2,23,57,wood,none,R,1,0.44006533483836274,2.5240859258529715
exp2,23,58,mesh,peppermint,R,1,0.6457754891072226,3.081727801658912
exp2,23,59,mesh,none,R,1,0.30618897155409763,2.741214503648942
exp2,23,60,mesh,peppermint,L,0,0.6284694983899741,3.5304838346751652
exp2,23,61,mesh,lemon,L,1,0.4832730030388452,2.5518814057752013
exp2,23,62,wood,peppermint,R,1,0.8075327324598205,2.3064799044964888
