experiment,rat_id,trial,cage_context,scent,choice,reward,reaction_time,maze_run_time
exp2,5,1,wood,none,R,1,0.8171895718706369,3.5034272322063176
exp2,5,2,wood,lemon,R,0,0.6384067395672087,3.07480044729295
exp2,5,3,mesh,none,R,1,1.5383417639418697,2.8118692959719347
exp2,5,4,mesh,peppermint,R,0,1.357688604862472,3.8968342728128564
exp2,5,5,mesh,peppermint,R,1,0.2608832122751109,2.8363338024152323
exp2,5,6,wood,peppermint,L,0,0.8507757122590942,3.9324428166522694
exp2,5,7,wood,none,R,1,0.5917045526685265,2.860011233665339
exp2,5,8,wood,lemon,L,1,0.9560290539197286,3.3212936900510535
exp2,5,9,mesh,none,L,1,0.9482078837307967,3.7582823237625664
exp2,5,10,wood,lemon,R,1,0.8687952935529837,3.5429222222515113
exp2,5,11,mesh,lemon,L,0,0.70988195922986,2.9279325282399755
exp2,5,12,wood,none,L,1,1.0654528473488054,3.444472631068093
exp2,5,13,mesh,peppermint,R,1,0.7750149849980709,3.112949010374352
exp2,5,14,mesh,none,L,0,0.49381837523732236,3.8368397982229707
exp2,5,15,wood,none,R,0,0.35400998528707084,3.0009192101453883
exp2,5,16,wood,peppermint,R,0,0.9527380152046421,3.920289021044238
exp2,5,17,mesh,lemon,R,1,0.6138644636923909,3.4301815496516794
exp2,5,18,wood,none,R,1,0.39222923262940534,2.9517808894203155
exp2,5,19,mesh,none,L,0,0.5434642505981905,3.769525164381032
exp2,5,20,wood,none,R,1,0.3326901205956634,1.8017252588140114
exp2,5,21,mesh,lemon,L,1,0.42961403004735754,2.4736069593453003
exp2,5,22,wood,peppermint,L,1,0.7303294422206066,3.7437134440298214
exp2,5,23,mesh,none,R,0,1.0014480626973556,3.518280941748548
exp2,5,24,mesh,peppermint,L,1,0.38694652481075337,3.516146780370974
exp2,5,25,wood,peppermint,L,1,0.9277697221607779,3.2651981763067806
exp2,5,26,wood,peppermint,L,0,0.35897303720153645,3.674601874248027
exp2,5,27,wood,peppermint,R,0,0.9925354431352615,3.7663777581670925
exp2,5,28,wood,lemon,L,1,0.4607137000616747,1.7296695926870762
exp2,5,29,mesh,peppermint,L,0,0.9767633267734257,3.818357576319311
exp2,5,30,wood,none,L,0,1.1031535977986628,3.307321057108834
exp2,5,31,wood,peppermint,R,0,0.5100813116564841,3.853340096323418
exp2,5,32,wood,lemon,L,0,0.759466199671152,3.4768364494070063
exp2,5,33,wood,peppermint,L,0,0.6153409795497085,3.1499301162661304
exp2,5,34,mesh,peppermint,R,1,1.2629209758054343,3.0882522871311715
exp2,5,35,mesh,peppermint,R,1,1.1439247120941982,2.708495766298146
exp2,5,36,wood,none,L,0,0.9405669460745617,3.3489348074396483
exp2,5,37,wood,lemon,R,1,0.6838442452403997,3.57619622147449
exp2,5,38,mesh,peppermint,L,0,1.104285613155708,3.6645810828036525
exp2,5,39,mesh,lemon,R,1,0.6909805043270973,3.0651574751822688
exp2,5,40,wood,lemon,L,0,0.7971875751019021,3.16095889980907
exp2,5,41,wood,lemon,R,0,0.7601240016804752,3.9435629391240146
exp2,5,42,mesh,none,L,0,0.3768248322429985,4.191698111306741
exp2,5,43,mesh,lemon,L,0,0.6407973737723209,4.114333373711356
exp2,5,44,mesh,none,L,1,0.639429998271749,2.640444281831712
