experiment,rat_id,trial,cage_context,scent,choice,reward,reaction_time,maze_run_time
exp2,8,1,mesh,lemon,L,1,0.8479205050868944,2.776432955277217
exp2,8,2,mesh,lemon,L,0,0.9872683979159118,3.2474845161328
exp2,8,3,wood,none,R,1,0.925025652364686,3.439129575181575
exp2,8,4,wood,none,L,0,0.9999480829287279,3.553678690251887
exp2,8,5,wood,peppermint,R,1,0.5065425411392828,3.0142477130560255
exp2,8,6,wood,lemon,L,0,1.233653489904401,3.0540334694833873
exp2,8,7,mesh,lemon,L,1,1.0247190526375243,2.71378404839552
exp2,8,8,wood,lemon,R,1,0.7174571085780882,2.7286892564390373
exp2,8,9,mesh,lemon,L,0,0.6863818564931701,3.1530069809855137
exp2,8,10,mesh,lemon,L,1,0.5802061260828039,2.8842720219635276
exp2,8,11,mesh,lemon,R,1,1.2188074063032774,3.0338767395706685
exp2,8,12,wood,lemon,L,0,0.7922101176124048,3.0012518747374726
exp2,8,13,mesh,none,L,1,0.7428136746109472,2.8546184299203294
exp2,8,14,mesh,none,L,1,0.6253172343974418,2.9440884295160097
exp2,8,15,wood,peppermint,L,0,1.1288567402553529,2.7830682139124656
exp2,8,16,mesh,none,L,1,0.9390845976937106,1.6014652328926715
exp2,8,17,mesh,peppermint,R,1,0.7870775403523981,2.692984620214765
exp2,8,18,mesh,none,L,0,0.8520451691951872,3.670956822211181
exp2,8,19,wood,peppermint,L,0,0.6142438058049466,3.3363390394607797
exp2,8,20,wood,lemon,R,1,0.6016914911681195,2.0042882555085755
exp2,8,21,mesh,none,R,1,0.7588371745369235,3.44525652257738
exp2,8,22,mesh,peppermint,L,0,0.8033293760974433,3.117391691169921
exp2,8,23,mesh,peppermint,R,1,1.2011035695917183,3.277248738129873
exp2,8,24,mesh,peppermint,R,1,0.7709266659748796,3.1033575571780823
exp2,8,25,wood,lemon,L,0,0.38316736218484776,3.54240195640364
exp2,8,26,wood,none,L,0,0.8319702245676499,3.7328933910531603
exp2,8,27,mesh,lemon,L,0,0.8928961245546836,3.9070595710169926
exp2,8,28,wood,none,L,1,0.7176452930349124,3.0354972189857437
exp2,8,29,mesh,lemon,L,0,0.8810244024025633,4.405073508315048
exp2,8,30,wood,none,R,0,0.4519047466944063,2.7282006419135856
exp2,8,31,mesh,none,L,0,0.8161640402620131,3.1935397932280556
exp2,8,32,mesh,lemon,L,1,1.030589531492572,2.8844411717951974
exp2,8,33,wood,lemon,R,1,0.49918639387310987,2.988864258325457
exp2,8,34,wood,none,L,1,0.7552181013232854,3.1365775220776624
exp2,8,35,wood,none,R,1,0.6484133284480778,3.1651718949056695
exp2,8,36,wood,lemon,R,0,1.0140119359964155,3.0793018303337885
exp2,8,37,wood,none,L,0,0.6439861664927733,2.5088007906661094
exp2,8,38,mesh,lemon,R,1,0.2,3.083556035655067
exp2,8,39,mesh,peppermint,L,1,0.4784834249374698,3.4489113719950195
exp2,8,40,mesh,none,L,1,0.6106872879769789,2.7927642268930875
exp2,8,41,mesh,none,R,1,0.4716507419756557,3.211598913388992
exp2,8,42,wood,lemon,L,0,0.5200940736520993,3.4388135076042134
exp2,8,43,wood,peppermint,L,0,1.4157778566575758,4.071970895021634
exp2,8,44,wood,peppermint,R,1,1.2873238414142854,3.256931335239886
exp2,8,45,wood,none,R,1,0.6911691011551858,2.27364938860514
exp2,8,46,wood,none,R,1,0.6444376326963845,2.404638272068088
exp2,8,47,mesh,peppermint,R,0,0.765329376805825,3.7179621835428502
exp2,8,48,mesh,lemon,L,1,0.6386316032624981,2.878825168757354
exp2,8,49,wood,peppermint,R,1,0.6738888373131573,3.108762540824764
exp2,8,50,wood,peppermint,R,1,0.8223899560054937,3.503756190697681
exp2,8,51,wood,none,R,1,1.1753694842672062,3.4633022026962488
exp2,8,52,mesh,peppermint,R,0,1.5982725214969118,3.6232935787187706
