monkey_id,group,trial,cue,trial_type,correct,rt
5,fast-switcher,1,blue,switch,1,0.4487
5,fast-switcher,2,red,switch,0,0.2961
5,fast-switcher,3,blue,switch,1,0.4187
5,fast-switcher,4,blue,repeat,1,0.4363
5,fast-switcher,5,red,switch,1,0.4614
5,fast-switcher,6,red,repeat,1,0.2885
5,fast-switcher,7,red,repeat,0,0.3754
5,fast-switcher,8,blue,switch,1,0.4845
5,fast-switcher,9,red,switch,1,0.4075
5,fast-switcher,10,blue,switch,1,0.5059
5,fast-switcher,11,blue,repeat,1,0.3053
5,fast-switcher,12,red,switch,1,0.363
5,fast-switcher,13,blue,switch,1,0.4141
5,fast-switcher,14,blue,repeat,1,0.3429
5,fast-switcher,15,red,switch,1,0.4309
5,fast-switcher,16,blue,switch,1,0.4249
5,fast-switcher,17,blue,repeat,1,0.3123
5,fast-switcher,18,red,switch,1,0.4005
5,fast-switcher,19,red,repeat,1,0.3215
5,fast-switcher,20,blue,switch,1,0.4537
5,fast-switcher,21,blue,repeat,1,0.4014
5,fast-switcher,22,blue,repeat,1,0.3999
5,fast-switcher,23,blue,repeat,1,0.3872
5,fast-switcher,24,red,switch,1,0.4143
5,fast-switcher,25,red,repeat,1,0.3079
5,fast-switcher,26,blue,switch,0,0.4762
5,fast-switcher,27,red,switch,1,0.4396
5,fast-switcher,28,blue,switch,1,0.364
5,fast-switcher,29,red,switch,1,0.3986
5,fast-switcher,30,red,repeat,1,0.4063
5,fast-switcher,31,red,repeat,1,0.2838
5,fast-switcher,32,blue,switch,1,0.4745
5,fast-switcher,33,blue,repeat,1,0.2027
5,fast-switcher,34,blue,repeat,1,0.4396
5,fast-switcher,35,blue,repeat,0,0.2906
5,fast-switcher,36,red,switch,1,0.3888
5,fast-switcher,37,red,repeat,1,0.3005
5,fast-switcher,38,red,repeat,1,0.3156
5,fast-switcher,39,blue,switch,1,0.3895
5,fast-switcher,40,blue,repeat,1,0.3774
5,fast-switcher,41,blue,repeat,1,0.3426
5,fast-switcher,42,red,switch,1,0.4212
5,fast-switcher,43,red,repeat,1,0.333
5,fast-switcher,44,blue,switch,1,0.3846
5,fast-switcher,45,red,switch,1,0.4075
5,fast-switcher,46,blue,switch,1,0.409
5,fast-switcher,47,red,switch,0,0.4955
5,fast-switcher,48,blue,switch,0,0.4203
5,fast-switcher,49,blue,repeat,1,0.4748
5,fast-switcher,50,blue,repeat,1,0.3548
5,fast-switcher,51,blue,repeat,1,0.3944
5,fast-switcher,52,blue,repeat,1,0.2784
5,fast-switcher,53,blue,repeat,1,0.3661
5,fast-switcher,54,red,switch,1,0.4211
5,fast-switcher,55,red,repeat,1,0.3338
5,fast-switcher,56,blue,switch,1,0.4415
5,fast-switcher,57,red,switch,1,0.5446
5,fast-switcher,58,red,repeat,1,0.3092
5,fast-switcher,59,red,repeat,1,0.3199
5,fast-switcher,60,red,repeat,0,0.4007
5,fast-switcher,61,red,repeat,1,0.3158
5,fast-switcher,62,red,repeat,1,0.364
5,fast-switcher,63,blue,switch,0,0.3538
5,fast-switcher,64,red,switch,1,0.4671
5,fast-switcher,65,red,repeat,1,0.3053
5,fast-switcher,66,red,repeat,1,0.4009
5,fast-switcher,67,blue,switch,1,0.3712
5,fast-switcher,68,red,switch,1,0.3858
5,fast-switcher,69,red,repeat,1,0.3673
5,fast-switcher,70,red,repeat,1,0.3588
5,fast-switcher,71,red,repeat,1,0.3593
5,fast-switcher,72,blue,switch,0,0.4365
5,fast-switcher,73,red,switch,1,0.4305
5,fast-switcher,74,blue,switch,1,0.3734
5,fast-switcher,75,blue,repeat,1,0.3108
5,fast-switcher,76,red,switch,1,0.3395
5,fast-switcher,77,red,repeat,1,0.4312
5,fast-switcher,78,red,repeat,1,0.3226
5,fast-switcher,79,blue,switch,0,0.4512
5,fast-switcher,80,red,switch,1,0.4277
5,fast-switcher,81,blue,switch,1,0.3599
5,fast-switcher,82,blue,repeat,1,0.3865
5,fast-switcher,83,red,switch,1,0.3436
5,fast-switcher,84,red,repeat,1,0.3911
5,fast-switcher,85,red,repeat,1,0.3258
5,fast-switcher,86,red,repeat,0,0.3405
5,fast-switcher,87,red,repeat,1,0.3563
5,fast-switcher,88,blue,switch,0,0.3453
5,fast-switcher,89,red,switch,1,0.4416
5,fast-switcher,90,red,repeat,1,0.4004
5,fast-switcher,91,red,repeat,1,0.4184
5,fast-switcher,92,blue,switch,1,0.4386
5,fast-switcher,93,blue,repeat,1,0.4152
5,fast-switcher,94,red,switch,1,0.437
5,fast-switcher,95,red,repeat,1,0.3483
5,fast-switcher,96,red,repeat,1,0.3456
5,fast-switcher,97,red,repeat,1,0.3734
5,fast-switcher,98,red,repeat,1,0.2707
5,fast-switcher,99,blue,switch,1,0.4799
5,fast-switcher,100,red,switch,1,0.3982
5,fast-switcher,101,blue,switch,1,0.5671
5,fast-switcher,102,red,switch,1,0.4156
5,fast-switcher,103,red,repeat,1,0.3495
5,fast-switcher,104,blue,switch,1,0.3335
5,fast-switcher,105,blue,repeat,1,0.3836
5,fast-switcher,106,red,switch,1,0.4781
5,fast-switcher,107,blue,switch,1,0.4058
5,fast-switcher,108,blue,repeat,1,0.4719
5,fast-switcher,109,blue,repeat,1,0.3551
5,fast-switcher,110,blue,repeat,1,0.4353
5,fast-switcher,111,blue,repeat,1,0.3508
5,fast-switcher,112,blue,repeat,1,0.3861
5,fast-switcher,113,red,switch,1,0.4829
5,fast-switcher,114,blue,switch,1,0.3713
5,fast-switcher,115,red,switch,1,0.3708
5,fast-switcher,116,blue,switch,0,0.3699
5,fast-switcher,117,blue,repeat,1,0.3542
5,fast-switcher,118,blue,repeat,1,0.3687
5,fast-switcher,119,red,switch,1,0.3334
5,fast-switcher,120,blue,switch,1,0.3633
5,fast-switcher,121,red,switch,1,0.506
5,fast-switcher,122,red,repeat,1,0.3666
5,fast-switcher,123,blue,switch,1,0.4931
5,fast-switcher,124,red,switch,1,0.296
5,fast-switcher,125,blue,switch,0,0.4098
5,fast-switcher,126,red,switch,1,0.3523
5,fast-switcher,127,blue,switch,1,0.4847
5,fast-switcher,128,red,switch,1,0.437
5,fast-switcher,129,blue,switch,1,0.4551
5,fast-switcher,130,red,switch,1,0.3434
5,fast-switcher,131,red,repeat,1,0.3803
5,fast-switcher,132,blue,switch,1,0.4017
5,fast-switcher,133,red,switch,1,0.4292
5,fast-switcher,134,blue,switch,1,0.4254
5,fast-switcher,135,red,switch,1,0.4655
5,fast-switcher,136,red,repeat,1,0.3689
5,fast-switcher,137,red,repeat,0,0.3476
5,fast-switcher,138,red,repeat,1,0.4428
5,fast-switcher,139,blue,switch,0,0.4319
5,fast-switcher,140,red,switch,1,0.4488
5,fast-switcher,141,blue,switch,1,0.4019
5,fast-switcher,142,blue,repeat,1,0.4383
5,fast-switcher,143,red,switch,1,0.3916
5,fast-switcher,144,red,repeat,1,0.3328
5,fast-switcher,145,red,repeat,1,0.3368
5,fast-switcher,146,red,repeat,1,0.3816
5,fast-switcher,147,red,repeat,1,0.4198
5,fast-switcher,148,blue,switch,1,0.3547
5,fast-switcher,149,red,switch,1,0.4468
5,fast-switcher,150,red,repeat,1,0.3857
5,fast-switcher,151,red,repeat,1,0.3723
5,fast-switcher,152,red,repeat,1,0.3526
5,fast-switcher,153,red,repeat,1,0.2818
5,fast-switcher,154,red,repeat,1,0.3716
5,fast-switcher,155,blue,switch,1,0.4935
5,fast-switcher,156,red,switch,1,0.4301
5,fast-switcher,157,red,repeat,1,0.3076
5,fast-switcher,158,red,repeat,1,0.433
5,fast-switcher,159,blue,switch,1,0.3842
5,fast-switcher,160,red,switch,0,0.4246
5,fast-switcher,161,red,repeat,1,0.3244
5,fast-switcher,162,red,repeat,0,0.3369
5,fast-switcher,163,blue,switch,1,0.4207
5,fast-switcher,164,blue,repeat,1,0.4071
5,fast-switcher,165,blue,repeat,1,0.2992
5,fast-switcher,166,red,switch,1,0.4587
5,fast-switcher,167,blue,switch,1,0.4309
5,fast-switcher,168,red,switch,1,0.3703
5,fast-switcher,169,blue,switch,0,0.3852
5,fast-switcher,170,red,switch,1,0.4747
5,fast-switcher,171,red,repeat,1,0.421
5,fast-switcher,172,blue,switch,1,0.284
5,fast-switcher,173,blue,repeat,0,0.323
5,fast-switcher,174,red,switch,1,0.5238
5,fast-switcher,175,red,repeat,1,0.3291
5,fast-switcher,176,red,repeat,0,0.3502
5,fast-switcher,177,red,repeat,1,0.3793
5,fast-switcher,178,blue,switch,1,0.5126
5,fast-switcher,179,blue,repeat,1,0.3293
5,fast-switcher,180,blue,repeat,1,0.4068
5,fast-switcher,181,blue,repeat,1,0.4463
5,fast-switcher,182,blue,repeat,1,0.4169
5,fast-switcher,183,red,switch,1,0.3837
5,fast-switcher,184,red,repeat,1,0.4001
5,fast-switcher,185,red,repeat,1,0.3512
5,fast-switcher,186,blue,switch,1,0.4651
5,fast-switcher,187,red,switch,1,0.5137
5,fast-switcher,188,red,repeat,1,0.3257
5,fast-switcher,189,red,repeat,1,0.2683
5,fast-switcher,190,blue,switch,1,0.386
5,fast-switcher,191,blue,repeat,0,0.3588
5,fast-switcher,192,red,switch,1,0.4841
5,fast-switcher,193,red,repeat,1,0.3322
5,fast-switcher,194,blue,switch,1,0.3857
5,fast-switcher,195,blue,repeat,1,0.4078
5,fast-switcher,196,blue,repeat,1,0.3948
5,fast-switcher,197,blue,repeat,1,0.2686
5,fast-switcher,198,blue,repeat,1,0.345
5,fast-switcher,199,red,switch,0,0.4119
5,fast-switcher,200,red,repeat,1,0.3463
5,fast-switcher,201,blue,switch,1,0.482
5,fast-switcher,202,red,switch,1,0.4385
5,fast-switcher,203,blue,switch,1,0.3742
5,fast-switcher,204,red,switch,1,0.4699
5,fast-switcher,205,red,repeat,1,0.3604
5,fast-switcher,206,red,repeat,1,0.4522
5,fast-switcher,207,red,repeat,1,0.363
5,fast-switcher,208,red,repeat,1,0.3672
5,fast-switcher,209,red,repeat,1,0.4251
5,fast-switcher,210,blue,switch,1,0.3975
5,fast-switcher,211,blue,repeat,1,0.3206
5,fast-switcher,212,blue,repeat,1,0.3684
5,fast-switcher,213,red,switch,1,0.4475
5,fast-switcher,214,red,repeat,1,0.3276
5,fast-switcher,215,blue,switch,1,0.3448
5,fast-switcher,216,red,switch,0,0.382
5,fast-switcher,217,red,repeat,1,0.3162
5,fast-switcher,218,blue,switch,1,0.3787
5,fast-switcher,219,blue,repeat,1,0.423
5,fast-switcher,220,red,switch,1,0.3977
5,fast-switcher,221,blue,switch,1,0.4735
5,fast-switcher,222,red,switch,1,0.4232
5,fast-switcher,223,red,repeat,1,0.3401
5,fast-switcher,224,red,repeat,1,0.3963
