monkey_id,group,trial,cue,trial_type,correct,rt
8,fast-switcher,1,blue,repeat,1,0.4867
8,fast-switcher,2,blue,repeat,1,0.4014
8,fast-switcher,3,red,switch,1,0.4608
8,fast-switcher,4,blue,switch,1,0.4595
8,fast-switcher,5,blue,repeat,1,0.3816
8,fast-switcher,6,blue,repeat,1,0.3389
8,fast-switcher,7,blue,repeat,1,0.3917
8,fast-switcher,8,blue,repeat,1,0.4028
8,fast-switcher,9,blue,repeat,1,0.2885
8,fast-switcher,10,red,switch,1,0.3559
8,fast-switcher,11,red,repeat,1,0.349
8,fast-switcher,12,red,repeat,1,0.4356
8,fast-switcher,13,red,repeat,1,0.3697
8,fast-switcher,14,red,repeat,1,0.2661
8,fast-switcher,15,blue,switch,0,0.3727
8,fast-switcher,16,red,switch,1,0.3835
8,fast-switcher,17,red,repeat,1,0.3346
8,fast-switcher,18,red,repeat,1,0.2876
8,fast-switcher,19,red,repeat,1,0.3586
8,fast-switcher,20,red,repeat,1,0.3922
8,fast-switcher,21,blue,switch,1,0.4949
8,fast-switcher,22,red,switch,1,0.4043
8,fast-switcher,23,blue,switch,1,0.4747
8,fast-switcher,24,red,switch,1,0.3592
8,fast-switcher,25,red,repeat,1,0.3278
8,fast-switcher,26,red,repeat,1,0.3607
8,fast-switcher,27,blue,switch,0,0.3829
8,fast-switcher,28,red,switch,1,0.4301
8,fast-switcher,29,blue,switch,1,0.4125
8,fast-switcher,30,blue,repeat,1,0.3823
8,fast-switcher,31,red,switch,1,0.408
8,fast-switcher,32,blue,switch,1,0.4567
8,fast-switcher,33,red,switch,1,0.3982
8,fast-switcher,34,red,repeat,1,0.3796
8,fast-switcher,35,blue,switch,1,0.3469
8,fast-switcher,36,red,switch,1,0.3813
8,fast-switcher,37,red,repeat,0,0.2
8,fast-switcher,38,blue,switch,1,0.4285
8,fast-switcher,39,red,switch,0,0.4397
8,fast-switcher,40,red,repeat,1,0.2761
8,fast-switcher,41,red,repeat,1,0.3735
8,fast-switcher,42,red,repeat,1,0.4503
8,fast-switcher,43,red,repeat,1,0.4494
8,fast-switcher,44,red,repeat,1,0.2828
8,fast-switcher,45,red,repeat,0,0.2991
8,fast-switcher,46,red,repeat,1,0.3197
8,fast-switcher,47,red,repeat,1,0.4133
8,fast-switcher,48,red,repeat,1,0.3482
8,fast-switcher,49,blue,switch,1,0.4089
8,fast-switcher,50,blue,repeat,1,0.4312
8,fast-switcher,51,blue,repeat,1,0.2955
8,fast-switcher,52,blue,repeat,1,0.3437
8,fast-switcher,53,blue,repeat,1,0.3962
8,fast-switcher,54,blue,repeat,1,0.3611
8,fast-switcher,55,blue,repeat,1,0.3457
8,fast-switcher,56,blue,repeat,1,0.3252
8,fast-switcher,57,red,switch,1,0.4422
8,fast-switcher,58,blue,switch,1,0.3864
8,fast-switcher,59,blue,repeat,1,0.3261
8,fast-switcher,60,red,switch,1,0.4596
8,fast-switcher,61,red,repeat,1,0.4046
8,fast-switcher,62,blue,switch,0,0.4106
8,fast-switcher,63,blue,repeat,1,0.3623
8,fast-switcher,64,blue,repeat,1,0.3366
8,fast-switcher,65,red,switch,1,0.457
8,fast-switcher,66,blue,switch,1,0.4177
8,fast-switcher,67,blue,repeat,1,0.3865
8,fast-switcher,68,red,switch,0,0.3478
8,fast-switcher,69,blue,switch,1,0.402
8,fast-switcher,70,red,switch,1,0.4207
8,fast-switcher,71,blue,switch,0,0.507
8,fast-switcher,72,blue,repeat,1,0.4618
8,fast-switcher,73,red,switch,0,0.2891
8,fast-switcher,74,blue,switch,1,0.4368
8,fast-switcher,75,blue,repeat,1,0.2959
8,fast-switcher,76,blue,repeat,1,0.3487
8,fast-switcher,77,blue,repeat,1,0.4214
8,fast-switcher,78,blue,repeat,1,0.2177
8,fast-switcher,79,red,switch,1,0.3563
8,fast-switcher,80,blue,switch,1,0.448
8,fast-switcher,81,red,switch,1,0.4111
8,fast-switcher,82,blue,switch,1,0.3456
8,fast-switcher,83,red,switch,1,0.3723
8,fast-switcher,84,blue,switch,0,0.3305
8,fast-switcher,85,red,switch,1,0.4387
8,fast-switcher,86,red,repeat,1,0.3666
8,fast-switcher,87,blue,switch,0,0.3893
8,fast-switcher,88,red,switch,1,0.3703
8,fast-switcher,89,red,repeat,1,0.3661
8,fast-switcher,90,red,repeat,1,0.3138
8,fast-switcher,91,red,repeat,1,0.343
8,fast-switcher,92,blue,switch,1,0.489
8,fast-switcher,93,red,switch,1,0.4554
8,fast-switcher,94,blue,switch,1,0.3994
8,fast-switcher,95,blue,repeat,1,0.4472
8,fast-switcher,96,blue,repeat,1,0.3918
8,fast-switcher,97,blue,repeat,0,0.3902
8,fast-switcher,98,blue,repeat,1,0.3768
8,fast-switcher,99,blue,repeat,1,0.4773
8,fast-switcher,100,blue,repeat,1,0.3657
8,fast-switcher,101,blue,repeat,1,0.4264
8,fast-switcher,102,red,switch,1,0.4609
8,fast-switcher,103,blue,switch,1,0.4395
8,fast-switcher,104,blue,repeat,1,0.4092
8,fast-switcher,105,blue,repeat,1,0.3581
8,fast-switcher,106,blue,repeat,1,0.3129
8,fast-switcher,107,red,switch,1,0.474
8,fast-switcher,108,blue,switch,1,0.3362
8,fast-switcher,109,blue,repeat,1,0.3563
8,fast-switcher,110,blue,repeat,1,0.3921
8,fast-switcher,111,red,switch,1,0.3789
8,fast-switcher,112,red,repeat,1,0.3536
8,fast-switcher,113,red,repeat,1,0.417
8,fast-switcher,114,red,repeat,1,0.3652
8,fast-switcher,115,blue,switch,1,0.3709
8,fast-switcher,116,red,switch,1,0.5204
8,fast-switcher,117,blue,switch,1,0.4444
8,fast-switcher,118,red,switch,1,0.4433
8,fast-switcher,119,blue,switch,1,0.3535
8,fast-switcher,120,blue,repeat,1,0.3995
8,fast-switcher,121,blue,repeat,1,0.2666
