monkey_id,group,trial,cue,trial_type,correct,rt
15,slow-switcher,1,blue,switch,1,0.6131
15,slow-switcher,2,red,switch,1,0.634
15,slow-switcher,3,blue,switch,1,0.6087
15,slow-switcher,4,red,switch,1,0.7622
15,slow-switcher,5,red,repeat,1,0.4582
15,slow-switcher,6,red,repeat,1,0.4021
15,slow-switcher,7,red,repeat,1,0.4531
15,slow-switcher,8,blue,switch,1,0.6077
15,slow-switcher,9,red,switch,1,0.5677
15,slow-switcher,10,red,repeat,1,0.4781
15,slow-switcher,11,red,repeat,1,0.4402
15,slow-switcher,12,blue,switch,0,0.596
15,slow-switcher,13,blue,repeat,1,0.4474
15,slow-switcher,14,blue,repeat,1,0.463
15,slow-switcher,15,blue,repeat,1,0.3965
15,slow-switcher,16,blue,repeat,1,0.4649
15,slow-switcher,17,red,switch,1,0.6328
15,slow-switcher,18,red,repeat,1,0.4513
15,slow-switcher,19,blue,switch,1,0.679
15,slow-switcher,20,blue,repeat,1,0.4325
15,slow-switcher,21,blue,repeat,1,0.4517
15,slow-switcher,22,blue,repeat,1,0.5094
15,slow-switcher,23,blue,repeat,1,0.4971
15,slow-switcher,24,red,switch,1,0.591
15,slow-switcher,25,red,repeat,1,0.4607
15,slow-switcher,26,blue,switch,1,0.5715
15,slow-switcher,27,blue,repeat,1,0.4541
15,slow-switcher,28,blue,repeat,1,0.5438
15,slow-switcher,29,blue,repeat,1,0.5185
15,slow-switcher,30,blue,repeat,1,0.585
15,slow-switcher,31,red,switch,1,0.686
15,slow-switcher,32,red,repeat,1,0.5242
15,slow-switcher,33,red,repeat,1,0.5684
15,slow-switcher,34,red,repeat,1,0.5456
15,slow-switcher,35,red,repeat,1,0.381
15,slow-switcher,36,red,repeat,1,0.4685
15,slow-switcher,37,red,repeat,1,0.4854
15,slow-switcher,38,red,repeat,1,0.4663
15,slow-switcher,39,blue,switch,0,0.6899
15,slow-switcher,40,blue,repeat,1,0.4484
15,slow-switcher,41,red,switch,0,0.6656
15,slow-switcher,42,blue,switch,1,0.6039
15,slow-switcher,43,blue,repeat,1,0.378
15,slow-switcher,44,blue,repeat,1,0.5289
15,slow-switcher,45,red,switch,0,0.6492
15,slow-switcher,46,blue,switch,0,0.6294
15,slow-switcher,47,red,switch,1,0.6525
15,slow-switcher,48,blue,switch,0,0.5933
15,slow-switcher,49,blue,repeat,1,0.4753
15,slow-switcher,50,blue,repeat,1,0.3861
15,slow-switcher,51,red,switch,1,0.6644
15,slow-switcher,52,red,repeat,1,0.5238
15,slow-switcher,53,blue,switch,1,0.5632
15,slow-switcher,54,red,switch,1,0.6784
15,slow-switcher,55,blue,switch,1,0.6241
15,slow-switcher,56,red,switch,0,0.573
15,slow-switcher,57,blue,switch,1,0.595
15,slow-switcher,58,blue,repeat,1,0.5002
15,slow-switcher,59,blue,repeat,1,0.4563
15,slow-switcher,60,red,switch,1,0.6504
15,slow-switcher,61,red,repeat,1,0.4274
15,slow-switcher,62,red,repeat,1,0.5046
15,slow-switcher,63,blue,switch,1,0.5692
15,slow-switcher,64,blue,repeat,1,0.5241
15,slow-switcher,65,blue,repeat,1,0.4643
15,slow-switcher,66,blue,repeat,1,0.5064
15,slow-switcher,67,red,switch,1,0.6813
15,slow-switcher,68,red,repeat,1,0.3907
15,slow-switcher,69,red,repeat,1,0.4232
15,slow-switcher,70,red,repeat,1,0.4015
15,slow-switcher,71,red,repeat,1,0.4393
15,slow-switcher,72,blue,switch,1,0.5732
15,slow-switcher,73,red,switch,1,0.6316
15,slow-switcher,74,blue,switch,1,0.5676
15,slow-switcher,75,red,switch,0,0.6735
15,slow-switcher,76,blue,switch,1,0.635
15,slow-switcher,77,red,switch,0,0.5766
15,slow-switcher,78,blue,switch,1,0.5578
15,slow-switcher,79,blue,repeat,1,0.4421
15,slow-switcher,80,red,switch,1,0.6114
15,slow-switcher,81,blue,switch,1,0.6532
15,slow-switcher,82,blue,repeat,1,0.4581
15,slow-switcher,83,red,switch,1,0.6502
15,slow-switcher,84,blue,switch,0,0.6896
15,slow-switcher,85,red,switch,1,0.5918
15,slow-switcher,86,blue,switch,1,0.6201
15,slow-switcher,87,red,switch,1,0.5165
15,slow-switcher,88,blue,switch,1,0.6416
15,slow-switcher,89,red,switch,1,0.5998
15,slow-switcher,90,red,repeat,1,0.4043
15,slow-switcher,91,blue,switch,1,0.6506
15,slow-switcher,92,red,switch,0,0.5487
15,slow-switcher,93,blue,switch,1,0.6114
15,slow-switcher,94,red,switch,1,0.4782
15,slow-switcher,95,red,repeat,0,0.4558
15,slow-switcher,96,red,repeat,1,0.4665
15,slow-switcher,97,red,repeat,1,0.4981
15,slow-switcher,98,blue,switch,1,0.5608
15,slow-switcher,99,blue,repeat,1,0.4872
15,slow-switcher,100,red,switch,1,0.6755
15,slow-switcher,101,red,repeat,1,0.4205
15,slow-switcher,102,blue,switch,1,0.555
