monkey_id,group,trial,cue,trial_type,correct,rt
7,fast-switcher,1,red,switch,0,0.7145
7,fast-switcher,2,blue,switch,1,0.4941
7,fast-switcher,3,red,switch,1,0.5965
7,fast-switcher,4,red,repeat,1,0.475
7,fast-switcher,5,red,repeat,1,0.4971
7,fast-switcher,6,blue,switch,1,0.4487
7,fast-switcher,7,red,switch,1,0.5265
7,fast-switcher,8,red,repeat,1,0.4616
7,fast-switcher,9,red,repeat,1,0.4941
7,fast-switcher,10,red,repeat,1,0.4704
7,fast-switcher,11,red,repeat,1,0.5147
7,fast-switcher,12,red,repeat,1,0.5263
7,fast-switcher,13,blue,switch,1,0.5547
7,fast-switcher,14,red,switch,1,0.5093
7,fast-switcher,15,blue,switch,1,0.4411
7,fast-switcher,16,blue,repeat,1,0.5033
7,fast-switcher,17,blue,repeat,1,0.5059
7,fast-switcher,18,red,switch,0,0.5205
7,fast-switcher,19,blue,switch,1,0.5381
7,fast-switcher,20,red,switch,1,0.5996
7,fast-switcher,21,red,repeat,1,0.5036
7,fast-switcher,22,red,repeat,1,0.419
7,fast-switcher,23,red,repeat,1,0.6115
7,fast-switcher,24,red,repeat,1,0.4094
7,fast-switcher,25,red,repeat,1,0.5571
7,fast-switcher,26,red,repeat,1,0.4448
7,fast-switcher,27,blue,switch,1,0.5328
7,fast-switcher,28,red,switch,1,0.5896
7,fast-switcher,29,blue,switch,0,0.491
7,fast-switcher,30,red,switch,1,0.5724
7,fast-switcher,31,red,repeat,1,0.475
7,fast-switcher,32,red,repeat,1,0.521
7,fast-switcher,33,red,repeat,1,0.5056
7,fast-switcher,34,blue,switch,1,0.4984
7,fast-switcher,35,blue,repeat,1,0.5057
7,fast-switcher,36,red,switch,1,0.4586
7,fast-switcher,37,blue,switch,1,0.6055
7,fast-switcher,38,blue,repeat,1,0.4782
7,fast-switcher,39,red,switch,1,0.5577
7,fast-switcher,40,blue,switch,1,0.4997
7,fast-switcher,41,blue,repeat,1,0.6215
7,fast-switcher,42,blue,repeat,1,0.5178
7,fast-switcher,43,blue,repeat,1,0.4437
7,fast-switcher,44,blue,repeat,1,0.5241
7,fast-switcher,45,blue,repeat,1,0.5352
7,fast-switcher,46,red,switch,1,0.5449
7,fast-switcher,47,red,repeat,1,0.4705
7,fast-switcher,48,red,repeat,0,0.49
7,fast-switcher,49,blue,switch,1,0.5786
7,fast-switcher,50,blue,repeat,1,0.5224
7,fast-switcher,51,blue,repeat,1,0.4837
7,fast-switcher,52,red,switch,1,0.5514
7,fast-switcher,53,blue,switch,1,0.531
7,fast-switcher,54,red,switch,1,0.5596
7,fast-switcher,55,blue,switch,1,0.581
7,fast-switcher,56,red,switch,0,0.5222
7,fast-switcher,57,red,repeat,1,0.4715
7,fast-switcher,58,blue,switch,1,0.5759
7,fast-switcher,59,blue,repeat,1,0.5082
7,fast-switcher,60,blue,repeat,0,0.531
7,fast-switcher,61,red,switch,1,0.578
7,fast-switcher,62,blue,switch,1,0.5483
7,fast-switcher,63,blue,repeat,1,0.5543
7,fast-switcher,64,red,switch,1,0.5041
7,fast-switcher,65,red,repeat,1,0.5376
7,fast-switcher,66,blue,switch,1,0.6247
7,fast-switcher,67,red,switch,1,0.5663
7,fast-switcher,68,blue,switch,1,0.5654
7,fast-switcher,69,red,switch,1,0.4823
7,fast-switcher,70,red,repeat,1,0.4815
7,fast-switcher,71,red,repeat,1,0.488
7,fast-switcher,72,red,repeat,1,0.5591
7,fast-switcher,73,red,repeat,1,0.4948
7,fast-switcher,74,red,repeat,1,0.5002
7,fast-switcher,75,blue,switch,1,0.599
