subject,day,trial,cat,x,y,xt,yt,resp,rt,fb,f_name,acc,n_trials,block,session_type,ns_left_digit,ns_right_digit,ns_left_size,ns_right_size,ns_congruent,ns_cue,ns_correct_side,ns_resp,ns_rt,ns_fb,acc_stroop,acc_stroop_mean,resp_key
12,5,900,A,49.04430322368867,61.314668183672694,2.4522151611844336,0.9631285556156096,B,925.2384999999776,Incorrect,sub_012_day_05_data.csv,0,300,36.0,Training at home,,,,,,,,,,,,,
12,5,901,A,24.915614355192066,51.962242115240784,1.2457807177596032,0.8162209904664729,A,500.10419997852296,Correct,sub_012_day_05_data.csv,1,300,36.0,Training at home,,,,,,,,,,,,,
12,5,902,A,19.12424106913937,36.49478905825735,0.9562120534569684,0.5732588059986523,A,479.7332000453025,Correct,sub_012_day_05_data.csv,1,300,36.0,Training at home,,,,,,,,,,,,,
12,5,903,B,74.980352225662,64.24286801866724,3.7490176112831,1.009124611064918,B,498.9818999893032,Correct,sub_012_day_05_data.csv,1,300,36.0,Training at home,,,,,,,,,,,,,
12,5,904,B,64.78876651696808,53.103263617693344,3.2394383258484036,0.8341441143149377,B,450.9099999559112,Correct,sub_012_day_05_data.csv,1,300,36.0,Training at home,,,,,,,,,,,,,
12,5,905,B,66.47544810235277,41.84635007974349,3.3237724051176385,0.657320929950344,B,389.35079996008426,Correct,sub_012_day_05_data.csv,1,300,36.0,Training at home,,,,,,,,,,,,,
12,5,906,B,84.76735120421222,58.53183313466795,4.238367560210611,0.9194158848850824,B,403.269000002183,Correct,sub_012_day_05_data.csv,1,300,36.0,Training at home,,,,,,,,,,,,,
12,5,907,A,43.52998610970276,66.42873640281472,2.176499305485138,1.043460151351678,A,647.0205000368878,Correct,sub_012_day_05_data.csv,1,300,36.0,Training at home,,,,,,,,,,,,,
12,5,908,A,69.30396325570356,86.56042053479383,3.4651981627851787,1.359687906218757,B,1064.1992000164464,Incorrect,sub_012_day_05_data.csv,0,300,36.0,Training at home,,,,,,,,,,,,,
12,5,909,B,54.774359350110785,48.167535133164435,2.738717967505539,0.7566138725793883,B,486.8728999863378,Correct,sub_012_day_05_data.csv,1,300,36.0,Training at home,,,,,,,,,,,,,
12,5,910,A,37.293919728648454,64.27627473912976,1.8646959864324228,1.0096493626028462,A,774.4652000255883,Correct,sub_012_day_05_data.csv,1,300,36.0,Training at home,,,,,,,,,,,,,
12,5,911,A,58.54829268883866,76.03189302045695,2.927414634441933,1.194306182757963,B,1119.5107999956235,Incorrect,sub_012_day_05_data.csv,0,300,36.0,Training at home,,,,,,,,,,,,,
12,5,912,B,51.40224002922299,22.256629955617267,2.57011200146115,0.3496063258111687,B,720.7892999867909,Correct,sub_012_day_05_data.csv,1,300,36.0,Training at home,,,,,,,,,,,,,
12,5,913,A,23.508369105568825,48.64299621051355,1.1754184552784412,0.7640823977177277,A,549.0860999561846,Correct,sub_012_day_05_data.csv,1,300,36.0,Training at home,,,,,,,,,,,,,
12,5,914,B,72.89398298239487,47.44343330079255,3.6446991491197434,0.7452397075942361,B,589.0035000047646,Correct,sub_012_day_05_data.csv,1,300,36.0,Training at home,,,,,,,,,,,,,
12,5,915,B,82.17506845830107,56.59978576360022,4.108753422915054,0.8890673557484129,B,653.1118999700993,Correct,sub_012_day_05_data.csv,1,300,36.0,Training at home,,,,,,,,,,,,,
12,5,916,B,45.62244398717435,31.263648017187855,2.2811221993587174,0.4910882346760725,A,1310.515899967868,Incorrect,sub_012_day_05_data.csv,0,300,36.0,Training at home,,,,,,,,,,,,,
12,5,917,B,46.20197449703821,39.141575415075046,2.3100987248519105,0.6148344288696531,B,554.959399974905,Correct,sub_012_day_05_data.csv,1,300,36.0,Training at home,,,,,,,,,,,,,
12,5,918,B,74.7919812860516,44.99151317164957,3.73959906430258,0.7067250362697135,B,575.98159997724,Correct,sub_012_day_05_data.csv,1,300,36.0,Training at home,,,,,,,,,,,,,
12,5,919,A,62.38865162899691,71.59680916847083,3.119432581449846,1.1246400485206915,B,511.3230000133626,Incorrect,sub_012_day_05_data.csv,0,300,36.0,Training at home,,,,,,,,,,,,,
12,5,920,B,55.03105193418199,24.36912489637678,2.7515525967090992,0.3827893187443471,B,553.0270999879576,Correct,sub_012_day_05_data.csv,1,300,36.0,Training at home,,,,,,,,,,,,,
12,5,921,A,33.120679673462185,65.00212036399782,1.656033983673109,1.0210509190164752,A,540.6453000032343,Correct,sub_012_day_05_data.csv,1,300,36.0,Training at home,,,,,,,,,,,,,
12,5,922,B,47.930430140786775,23.66125407114099,2.396521507039339,0.3716701098230907,B,1270.8668999839574,Correct,sub_012_day_05_data.csv,1,300,36.0,Training at home,,,,,,,,,,,,,
12,5,923,B,59.40843880784098,49.498164856453016,2.970421940392049,0.7775153553960464,B,606.841400032863,Correct,sub_012_day_05_data.csv,1,300,36.0,Training at home,,,,,,,,,,,,,
12,5,924,A,52.26612945861094,59.41426563217741,2.6133064729305473,0.9332771021424052,B,556.3211999833584,Incorrect,sub_012_day_05_data.csv,0,300,36.0,Training at home,,,,,,,,,,,,,
12,5,925,B,73.75598328700357,60.82576190803077,3.687799164350179,0.9554488337963568,B,430.22939999355,Correct,sub_012_day_05_data.csv,1,300,37.0,Training at home,,,,,,,,,,,,,
12,5,926,A,30.6346819650774,58.6362219751917,1.53173409825387,0.9210556209576132,A,648.646799963899,Correct,sub_012_day_05_data.csv,1,300,37.0,Training at home,,,,,,,,,,,,,
12,5,927,B,39.06806467253061,12.749067947488602,1.9534032336265303,0.2002618910197365,B,1064.482300018426,Correct,sub_012_day_05_data.csv,1,300,37.0,Training at home,,,,,,,,,,,,,
12,5,928,A,63.6852112321812,83.06532699326013,3.18426056160906,1.3047871052502995,A,661.2833000253886,Correct,sub_012_day_05_data.csv,1,300,37.0,Training at home,,,,,,,,,,,,,
12,5,929,B,50.20026714009037,43.35479031562055,2.5100133570045187,0.6810154537673971,B,568.133199994918,Correct,sub_012_day_05_data.csv,1,300,37.0,Training at home,,,,,,,,,,,,,
12,5,930,B,84.75522583666447,57.40208608778058,4.237761291833223,0.9016698597705016,B,471.9092999584973,Correct,sub_012_day_05_data.csv,1,300,37.0,Training at home,,,,,,,,,,,,,
12,5,931,B,67.76209217818825,50.58925439865657,3.388104608909413,0.7946541498470231,B,422.3758999723941,Correct,sub_012_day_05_data.csv,1,300,37.0,Training at home,,,,,,,,,,,,,
12,5,932,B,82.91449992411971,56.88601739517089,4.145724996205986,0.8935634717032502,B,430.2655999781564,Correct,sub_012_day_05_data.csv,1,300,37.0,Training at home,,,,,,,,,,,,,
12,5,933,A,30.22251294862103,46.59721748870851,1.5111256474310517,0.7319473807012624,A,800.905000010971,Correct,sub_012_day_05_data.csv,1,300,37.0,Training at home,,,,,,,,,,,,,
12,5,934,A,37.499746223305785,54.954208809332854,1.874987311165289,0.863218693396198,A,737.2008999809623,Correct,sub_012_day_05_data.csv,1,300,37.0,Training at home,,,,,,,,,,,,,
12,5,935,B,72.8938246387491,57.10858468382449,3.644691231937455,0.8970595504980681,B,664.4553999649361,Correct,sub_012_day_05_data.csv,1,300,37.0,Training at home,,,,,,,,,,,,,
12,5,936,A,33.13137510974247,45.088550074880146,1.6565687554871236,0.7082492883812949,B,1661.9480000226758,Incorrect,sub_012_day_05_data.csv,0,300,37.0,Training at home,,,,,,,,,,,,,
12,5,937,B,78.22634687036228,50.10258249975355,3.9113173435181134,0.7870095255355114,B,531.6809000214562,Correct,sub_012_day_05_data.csv,1,300,37.0,Training at home,,,,,,,,,,,,,
12,5,938,B,40.4445544144426,14.675109889453466,2.02222772072213,0.2305160870966496,B,899.0666000172496,Correct,sub_012_day_05_data.csv,1,300,37.0,Training at home,,,,,,,,,,,,,
