participant,session,date,expName,routine,rat_id,trial,cage_context,scent,choice.keys,choice,reward,choice.rt,reaction_time,maze_run_time,browser,os,frameRate,experiment
rat_09,2,2026-03-22_1618,tmaze_learning,break,9,50,,,,,,,,,Chrome,macOS,58.62,exp1
rat_09,2,2026-03-22_1618,tmaze_learning,break,9,100,,,,,,,,,Chrome,macOS,58.62,exp1
rat_09,2,2026-03-22_1618,tmaze_learning,break,9,150,,,,,,,,,Chrome,macOS,58.62,exp1
rat_09,2,2026-03-22_1618,tmaze_learning,break,9,200,,,,,,,,,Chrome,macOS,58.62,exp1
rat_09,2,2026-03-22_1618,tmaze_learning,instructions,9,,,,,,,,,,Chrome,macOS,58.62,exp1
rat_09,2,2026-03-22_1618,tmaze_learning,trial,9,1,wood,none,left,L,0,0.906496938244191,0.906496938244191,3.3840504340267903,Chrome,macOS,58.62,exp1
rat_09,2,2026-03-22_1618,tmaze_learning,trial,9,2,wood,peppermint,right,R,0,0.4482254888545033,0.4482254888545033,3.9163175003965827,Chrome,macOS,58.62,exp1
rat_09,2,2026-03-22_1618,tmaze_learning,trial,9,3,wood,peppermint,left,L,1,1.022550389466767,1.022550389466767,3.0281908665697195,Chrome,macOS,58.62,exp1
rat_09,2,2026-03-22_1618,tmaze_learning,trial,9,4,wood,lemon,left,L,1,0.6017197740481737,0.6017197740481737,3.805625689905323,Chrome,macOS,58.62,exp1
rat_09,2,2026-03-22_1618,tmaze_learning,trial,9,5,wood,peppermint,left,L,1,0.5241933799522442,0.5241933799522442,2.932920427823635,Chrome,macOS,58.62,exp1
rat_09,2,2026-03-22_1618,tmaze_learning,trial,9,6,wood,peppermint,right,R,1,0.5634789661767495,0.5634789661767495,3.3079065000250734,Chrome,macOS,58.62,exp1
rat_09,2,2026-03-22_1618,tmaze_learning,trial,9,7,wood,lemon,right,R,0,0.8524924400290818,0.8524924400290818,3.1247429838972147,Chrome,macOS,58.62,exp1
rat_09,2,2026-03-22_1618,tmaze_learning,trial,9,8,mesh,lemon,right,R,1,0.41878594329798957,0.41878594329798957,3.7473254490925134,Chrome,macOS,58.62,exp1
rat_09,2,2026-03-22_1618,tmaze_learning,trial,9,9,mesh,lemon,right,R,0,1.1387948590701025,1.1387948590701025,5.027454596014781,Chrome,macOS,58.62,exp1
rat_09,2,2026-03-22_1618,tmaze_learning,trial,9,10,mesh,lemon,right,R,0,0.6479500110294055,0.6479500110294055,3.587,Chrome,macOS,58.62,exp1
rat_09,2,2026-03-22_1618,tmaze_learning,trial,9,11,wood,peppermint,left,L,0,0.5540068361233357,0.5540068361233357,3.281905904177373,Chrome,macOS,58.62,exp1
rat_09,2,2026-03-22_1618,tmaze_learning,trial,9,12,wood,peppermint,right,R,0,1.2504718182606138,1.2504718182606138,3.6493283331535236,Chrome,macOS,58.62,exp1
rat_09,2,2026-03-22_1618,tmaze_learning,trial,9,13,mesh,peppermint,right,R,0,0.9123932926446003,0.9123932926446003,3.2551631980117888,Chrome,macOS,58.62,exp1
rat_09,2,2026-03-22_1618,tmaze_learning,trial,9,14,wood,peppermint,left,L,0,0.905563673364111,0.905563673364111,3.2252451245026763,Chrome,macOS,58.62,exp1
rat_09,2,2026-03-22_1618,tmaze_learning,trial,9,15,wood,peppermint,left,L,0,0.980725442263959,0.980725442263959,3.692870164107811,Chrome,macOS,58.62,exp1
rat_09,2,2026-03-22_1618,tmaze_learning,trial,9,16,wood,none,left,L,0,0.8921567109069072,0.8921567109069072,3.2870493181829827,Chrome,macOS,58.62,exp1
rat_09,2,2026-03-22_1618,tmaze_learning,trial,9,17,mesh,none,left,L,0,0.8539404896824129,0.8539404896824129,3.7921366396155727,Chrome,macOS,58.62,exp1
rat_09,2,2026-03-22_1618,tmaze_learning,trial,9,18,mesh,none,right,R,0,1.5474052360556778,1.5474052360556778,3.4175857524046647,Chrome,macOS,58.62,exp1
