participant,session,date,expName,routine,rat_id,trial,cage_context,scent,choice.keys,choice,reward,choice.rt,reaction_time,maze_run_time,browser,os,frameRate,experiment
rat_02,2,2026-03-22_1713,tmaze_learning,break,2,50,,,,,,,,,Firefox,Linux,60.31,exp1
rat_02,2,2026-03-22_1713,tmaze_learning,break,2,100,,,,,,,,,Firefox,Linux,60.31,exp1
rat_02,2,2026-03-22_1713,tmaze_learning,break,2,150,,,,,,,,,Firefox,Linux,60.31,exp1
rat_02,2,2026-03-22_1713,tmaze_learning,break,2,200,,,,,,,,,Firefox,Linux,60.31,exp1
rat_02,2,2026-03-22_1713,tmaze_learning,instructions,2,,,,,,,,,,Firefox,Linux,60.31,exp1
rat_02,2,2026-03-22_1713,tmaze_learning,trial,2,1,mesh,lemon,right,R,0,0.9100445080496966,0.9100445080496966,3.703665072068995,Firefox,Linux,60.31,exp1
rat_02,2,2026-03-22_1713,tmaze_learning,trial,2,2,mesh,none,left,L,1,1.0882516638961004,1.0882516638961004,3.212563480431666,Firefox,Linux,60.31,exp1
rat_02,2,2026-03-22_1713,tmaze_learning,trial,2,3,mesh,lemon,right,R,0,0.7534262062403358,0.7534262062403358,3.205064116567168,Firefox,Linux,60.31,exp1
rat_02,2,2026-03-22_1713,tmaze_learning,trial,2,4,wood,none,left,L,1,0.8054309410823812,0.8054309410823812,3.0787007562709787,Firefox,Linux,60.31,exp1
rat_02,2,2026-03-22_1713,tmaze_learning,trial,2,5,wood,peppermint,right,R,0,0.40404294638671673,0.40404294638671673,3.5598210939804975,Firefox,Linux,60.31,exp1
rat_02,2,2026-03-22_1713,tmaze_learning,trial,2,6,wood,none,left,L,1,0.6248598616086583,0.6248598616086583,2.3106925615036773,Firefox,Linux,60.31,exp1
rat_02,2,2026-03-22_1713,tmaze_learning,trial,2,7,wood,peppermint,right,R,0,0.3883356176681415,0.3883356176681415,3.4394854762612987,Firefox,Linux,60.31,exp1
rat_02,2,2026-03-22_1713,tmaze_learning,trial,2,8,wood,peppermint,left,L,0,0.21407435143265313,0.21407435143265313,3.3102338282233106,Firefox,Linux,60.31,exp1
rat_02,2,2026-03-22_1713,tmaze_learning,trial,2,9,wood,peppermint,right,R,0,0.6191391630466886,0.6191391630466886,3.1300515415091605,Firefox,Linux,60.31,exp1
rat_02,2,2026-03-22_1713,tmaze_learning,trial,2,10,wood,none,left,L,1,0.4598724927617318,0.4598724927617318,2.5583939989234272,Firefox,Linux,60.31,exp1
rat_02,2,2026-03-22_1713,tmaze_learning,trial,2,11,wood,none,right,R,0,0.5276868276121637,0.5276868276121637,2.6016154774125257,Firefox,Linux,60.31,exp1
rat_02,2,2026-03-22_1713,tmaze_learning,trial,2,12,mesh,lemon,left,L,1,0.7456400289060492,0.7456400289060492,2.885810465768387,Firefox,Linux,60.31,exp1
rat_02,2,2026-03-22_1713,tmaze_learning,trial,2,13,mesh,lemon,right,R,0,0.748578904002909,0.748578904002909,3.0397979866201106,Firefox,Linux,60.31,exp1
