participant,session,date,expName,routine,rat_id,trial,cage_context,scent,choice.keys,choice,reward,choice.rt,reaction_time,maze_run_time,browser,os,frameRate,experiment
rat_07,1,2026-03-22_1713,tmaze_learning,break,7,50,,,,,,,,,Firefox,macOS,58.21,exp1
rat_07,1,2026-03-22_1713,tmaze_learning,break,7,100,,,,,,,,,Firefox,macOS,58.21,exp1
rat_07,1,2026-03-22_1713,tmaze_learning,break,7,150,,,,,,,,,Firefox,macOS,58.21,exp1
rat_07,1,2026-03-22_1713,tmaze_learning,break,7,200,,,,,,,,,Firefox,macOS,58.21,exp1
rat_07,1,2026-03-22_1713,tmaze_learning,instructions,7,,,,,,,,,,Firefox,macOS,58.21,exp1
rat_07,1,2026-03-22_1713,tmaze_learning,trial,7,1,wood,lemon,left,L,1,0.5872477326202571,0.5872477326202571,2.55468850801376,Firefox,macOS,58.21,exp1
rat_07,1,2026-03-22_1713,tmaze_learning,trial,7,2,mesh,peppermint,right,R,1,0.2735580884339083,0.2735580884339083,2.7971595612359907,Firefox,macOS,58.21,exp1
rat_07,1,2026-03-22_1713,tmaze_learning,trial,7,3,wood,lemon,right,R,1,0.47707852452926097,0.47707852452926097,3.9176251992105957,Firefox,macOS,58.21,exp1
rat_07,1,2026-03-22_1713,tmaze_learning,trial,7,4,mesh,peppermint,right,R,0,0.4411037813114023,0.4411037813114023,3.1786635723614185,Firefox,macOS,58.21,exp1
rat_07,1,2026-03-22_1713,tmaze_learning,trial,7,5,mesh,none,left,L,1,0.49598036849915306,0.49598036849915306,3.8838164243191473,Firefox,macOS,58.21,exp1
rat_07,1,2026-03-22_1713,tmaze_learning,trial,7,6,wood,lemon,right,R,0,0.490769759517376,0.490769759517376,3.759056791327743,Firefox,macOS,58.21,exp1
rat_07,1,2026-03-22_1713,tmaze_learning,trial,7,7,mesh,peppermint,right,R,0,0.3986041575221895,0.3986041575221895,3.683974924302343,Firefox,macOS,58.21,exp1
rat_07,1,2026-03-22_1713,tmaze_learning,trial,7,8,wood,peppermint,right,R,0,0.4016243673078454,0.4016243673078454,3.603991639986828,Firefox,macOS,58.21,exp1
