participant,session,date,expName,routine,rat_id,trial,cage_context,scent,choice.keys,choice,reward,choice.rt,reaction_time,maze_run_time,browser,os,frameRate,experiment
rat_13,1,2026-03-22_1713,tmaze_learning,break,13,50,,,,,,,,,Chrome,Linux,60.42,exp1
rat_13,1,2026-03-22_1713,tmaze_learning,break,13,100,,,,,,,,,Chrome,Linux,60.42,exp1
rat_13,1,2026-03-22_1713,tmaze_learning,break,13,150,,,,,,,,,Chrome,Linux,60.42,exp1
rat_13,1,2026-03-22_1713,tmaze_learning,break,13,200,,,,,,,,,Chrome,Linux,60.42,exp1
rat_13,1,2026-03-22_1713,tmaze_learning,instructions,13,,,,,,,,,,Chrome,Linux,60.42,exp1
rat_13,1,2026-03-22_1713,tmaze_learning,trial,13,1,wood,lemon,left,L,1,1.1704751700145934,1.1704751700145934,2.8859165584957567,Chrome,Linux,60.42,exp1
rat_13,1,2026-03-22_1713,tmaze_learning,trial,13,2,mesh,lemon,left,L,1,0.8612768377312013,0.8612768377312013,3.0718822200743805,Chrome,Linux,60.42,exp1
rat_13,1,2026-03-22_1713,tmaze_learning,trial,13,3,wood,lemon,left,L,1,0.6408283832614595,0.6408283832614595,2.659,Chrome,Linux,60.42,exp1
rat_13,1,2026-03-22_1713,tmaze_learning,trial,13,4,mesh,none,right,R,0,1.0092845740561869,1.0092845740561869,3.085868377067564,Chrome,Linux,60.42,exp1
rat_13,1,2026-03-22_1713,tmaze_learning,trial,13,5,mesh,lemon,left,L,0,0.6919009073206214,0.6919009073206214,3.021110688972538,Chrome,Linux,60.42,exp1
rat_13,1,2026-03-22_1713,tmaze_learning,trial,13,6,mesh,lemon,left,L,1,0.5941411731550494,0.5941411731550494,3.085905250659288,Chrome,Linux,60.42,exp1
rat_13,1,2026-03-22_1713,tmaze_learning,trial,13,7,wood,lemon,left,L,1,0.320919755256293,0.320919755256293,3.3410207580233164,Chrome,Linux,60.42,exp1
rat_13,1,2026-03-22_1713,tmaze_learning,trial,13,8,wood,none,right,R,0,0.39723890124417405,0.39723890124417405,3.6445953120746575,Chrome,Linux,60.42,exp1
rat_13,1,2026-03-22_1713,tmaze_learning,trial,13,9,wood,lemon,right,R,1,0.5575865093253861,0.5575865093253861,2.840913216236163,Chrome,Linux,60.42,exp1
