participant,session,date,expName,routine,rat_id,trial,cage_context,scent,choice.keys,choice,reward,choice.rt,reaction_time,maze_run_time,browser,os,frameRate,experiment
rat_08,2,2026-03-22_1713,tmaze_learning,break,8,50,,,,,,,,,Chrome,Windows,60.47,exp1
rat_08,2,2026-03-22_1713,tmaze_learning,break,8,100,,,,,,,,,Chrome,Windows,60.47,exp1
rat_08,2,2026-03-22_1713,tmaze_learning,break,8,150,,,,,,,,,Chrome,Windows,60.47,exp1
rat_08,2,2026-03-22_1713,tmaze_learning,break,8,200,,,,,,,,,Chrome,Windows,60.47,exp1
rat_08,2,2026-03-22_1713,tmaze_learning,instructions,8,,,,,,,,,,Chrome,Windows,60.47,exp1
rat_08,2,2026-03-22_1713,tmaze_learning,trial,8,1,mesh,peppermint,left,L,1,0.4463352961326327,0.4463352961326327,1.5022986298714045,Chrome,Windows,60.47,exp1
rat_08,2,2026-03-22_1713,tmaze_learning,trial,8,2,wood,lemon,left,L,1,0.6355876204323211,0.6355876204323211,3.5061935730417346,Chrome,Windows,60.47,exp1
rat_08,2,2026-03-22_1713,tmaze_learning,trial,8,3,wood,none,right,R,0,0.6643122686291674,0.6643122686291674,3.593617814394499,Chrome,Windows,60.47,exp1
rat_08,2,2026-03-22_1713,tmaze_learning,trial,8,4,mesh,peppermint,left,L,0,0.4548132123126206,0.4548132123126206,3.1892745762048715,Chrome,Windows,60.47,exp1
rat_08,2,2026-03-22_1713,tmaze_learning,trial,8,5,mesh,none,right,R,0,0.47830323438632527,0.47830323438632527,3.0203783319209996,Chrome,Windows,60.47,exp1
rat_08,2,2026-03-22_1713,tmaze_learning,trial,8,6,wood,peppermint,right,R,0,0.7048067650560996,0.7048067650560996,2.919675768802371,Chrome,Windows,60.47,exp1
rat_08,2,2026-03-22_1713,tmaze_learning,trial,8,7,mesh,lemon,left,L,1,1.0724429438918381,1.0724429438918381,3.4048486762598986,Chrome,Windows,60.47,exp1
rat_08,2,2026-03-22_1713,tmaze_learning,trial,8,8,wood,peppermint,left,L,1,0.2124934857098136,0.2124934857098136,3.7183533671076283,Chrome,Windows,60.47,exp1
rat_08,2,2026-03-22_1713,tmaze_learning,trial,8,9,wood,lemon,left,L,1,0.5272842082126916,0.5272842082126916,3.01602819064426,Chrome,Windows,60.47,exp1
rat_08,2,2026-03-22_1713,tmaze_learning,trial,8,10,wood,peppermint,right,R,0,0.3327146824922,0.3327146824922,4.105639578220225,Chrome,Windows,60.47,exp1
rat_08,2,2026-03-22_1713,tmaze_learning,trial,8,11,wood,lemon,left,L,1,0.4898642612665469,0.4898642612665469,1.9526309463174059,Chrome,Windows,60.47,exp1
rat_08,2,2026-03-22_1713,tmaze_learning,trial,8,12,wood,none,right,R,0,1.1796259924072914,1.1796259924072914,4.072354895324313,Chrome,Windows,60.47,exp1
rat_08,2,2026-03-22_1713,tmaze_learning,trial,8,13,mesh,peppermint,left,L,1,1.0256199550022527,1.0256199550022527,3.166100708717373,Chrome,Windows,60.47,exp1
rat_08,2,2026-03-22_1713,tmaze_learning,trial,8,14,wood,none,left,L,1,0.6660021848129583,0.6660021848129583,2.9672710473553425,Chrome,Windows,60.47,exp1
rat_08,2,2026-03-22_1713,tmaze_learning,trial,8,15,mesh,lemon,right,R,0,0.7848366297596101,0.7848366297596101,4.765069605297128,Chrome,Windows,60.47,exp1
rat_08,2,2026-03-22_1713,tmaze_learning,trial,8,16,wood,lemon,right,R,1,0.35604344104975816,0.35604344104975816,2.645790438822461,Chrome,Windows,60.47,exp1
rat_08,2,2026-03-22_1713,tmaze_learning,trial,8,17,mesh,none,left,L,1,0.25499161224187944,0.25499161224187944,2.1090490594147284,Chrome,Windows,60.47,exp1
rat_08,2,2026-03-22_1713,tmaze_learning,trial,8,18,wood,none,left,L,1,0.3715759195211168,0.3715759195211168,3.297352198676278,Chrome,Windows,60.47,exp1
rat_08,2,2026-03-22_1713,tmaze_learning,trial,8,19,wood,none,left,L,0,1.5797488830305852,1.5797488830305852,3.772869240053823,Chrome,Windows,60.47,exp1
rat_08,2,2026-03-22_1713,tmaze_learning,trial,8,20,mesh,peppermint,left,L,1,0.3833831905701189,0.3833831905701189,2.248378736101457,Chrome,Windows,60.47,exp1
rat_08,2,2026-03-22_1713,tmaze_learning,trial,8,21,wood,lemon,left,L,1,0.6128329375790198,0.6128329375790198,2.903382189195043,Chrome,Windows,60.47,exp1
rat_08,2,2026-03-22_1713,tmaze_learning,trial,8,22,wood,lemon,left,L,0,0.6830602638617039,0.6830602638617039,2.943256114956655,Chrome,Windows,60.47,exp1
rat_08,2,2026-03-22_1713,tmaze_learning,trial,8,23,mesh,peppermint,left,L,1,0.38114935951246615,0.38114935951246615,3.630107275464673,Chrome,Windows,60.47,exp1
rat_08,2,2026-03-22_1713,tmaze_learning,trial,8,24,mesh,peppermint,right,R,0,0.34878721833164555,0.34878721833164555,3.499103892024017,Chrome,Windows,60.47,exp1
rat_08,2,2026-03-22_1713,tmaze_learning,trial,8,25,mesh,lemon,right,R,0,0.5840421010282515,0.5840421010282515,4.013707819600177,Chrome,Windows,60.47,exp1
rat_08,2,2026-03-22_1713,tmaze_learning,trial,8,26,mesh,lemon,left,L,1,0.5722741208503689,0.5722741208503689,3.290094947181446,Chrome,Windows,60.47,exp1
rat_08,2,2026-03-22_1713,tmaze_learning,trial,8,27,mesh,lemon,left,L,0,0.42037437716736725,0.42037437716736725,3.210873711900621,Chrome,Windows,60.47,exp1
rat_08,2,2026-03-22_1713,tmaze_learning,trial,8,28,mesh,peppermint,left,L,1,0.841203810372663,0.841203810372663,1.8650587908732943,Chrome,Windows,60.47,exp1
rat_08,2,2026-03-22_1713,tmaze_learning,trial,8,29,wood,lemon,left,L,1,0.9307242101638409,0.9307242101638409,2.8360512448481545,Chrome,Windows,60.47,exp1
rat_08,2,2026-03-22_1713,tmaze_learning,trial,8,30,mesh,none,right,R,0,0.47810405374916504,0.47810405374916504,3.3695291842382313,Chrome,Windows,60.47,exp1
rat_08,2,2026-03-22_1713,tmaze_learning,trial,8,31,wood,lemon,left,L,1,0.6047223055133479,0.6047223055133479,2.709781962020335,Chrome,Windows,60.47,exp1
rat_08,2,2026-03-22_1713,tmaze_learning,trial,8,32,wood,lemon,right,R,0,0.891742859783468,0.891742859783468,3.768053306083792,Chrome,Windows,60.47,exp1
rat_08,2,2026-03-22_1713,tmaze_learning,trial,8,33,mesh,lemon,right,R,0,0.28749831395986525,0.28749831395986525,3.7321430912772278,Chrome,Windows,60.47,exp1
rat_08,2,2026-03-22_1713,tmaze_learning,trial,8,34,wood,lemon,left,L,1,0.331776741469276,0.331776741469276,3.2004534759133354,Chrome,Windows,60.47,exp1
