participant,session,date,expName,routine,rat_id,trial,cage_context,scent,choice.keys,choice,reward,choice.rt,reaction_time,maze_run_time,browser,os,frameRate,experiment
rat_04,2,2026-03-22_1618,tmaze_learning,break,4,50,,,,,,,,,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,break,4,100,,,,,,,,,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,break,4,150,,,,,,,,,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,break,4,200,,,,,,,,,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,instructions,4,,,,,,,,,,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,1,wood,lemon,right,R,0,0.6589657912354417,0.6589657912354417,2.788443089414896,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,2,mesh,lemon,right,R,0,1.920985812721352,1.920985812721352,3.538871418671906,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,3,mesh,none,left,L,1,1.082620120336885,1.082620120336885,3.2218969446927606,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,4,wood,peppermint,right,R,0,0.34657911709121564,0.34657911709121564,3.1189004533353075,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,5,wood,none,right,R,0,0.6619285970902308,0.6619285970902308,3.8154864742473276,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,6,mesh,lemon,right,R,0,0.31582978168873654,0.31582978168873654,3.393732276650119,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,7,wood,peppermint,right,R,0,1.1736638696577186,1.1736638696577186,3.852162201885905,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,8,wood,lemon,right,R,0,,0.5268858364686105,2.9243757406994897,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,9,wood,peppermint,right,R,0,0.35410449949878137,0.35410449949878137,2.685120055142093,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,10,wood,lemon,right,R,1,0.744169294551004,0.744169294551004,3.1178804509376365,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,11,mesh,peppermint,right,R,0,0.6920907080313211,0.6920907080313211,2.847428807428734,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,12,mesh,lemon,left,L,1,0.5595719968339622,0.5595719968339622,2.957,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,13,mesh,lemon,right,R,0,0.7096386836329392,0.7096386836329392,4.014767205665004,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,14,mesh,none,left,L,0,0.23510907923690716,0.23510907923690716,3.9791609874100105,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,15,wood,lemon,right,R,0,1.0279663530641372,1.0279663530641372,3.6368556064628463,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,16,mesh,lemon,right,R,0,0.7716248898856162,0.7716248898856162,2.495403609788819,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,17,wood,none,right,R,0,0.7096063550427899,0.7096063550427899,3.408985350698011,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,18,wood,peppermint,left,L,0,0.46095890461763556,0.46095890461763556,4.092492592452011,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,19,mesh,none,right,R,0,0.6650890304778874,0.6650890304778874,3.7545064988854584,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,20,mesh,peppermint,right,R,0,0.49855374372773914,0.49855374372773914,4.095207045595307,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,21,mesh,peppermint,left,L,0,0.4515084920006081,0.4515084920006081,3.5491855996136943,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,22,wood,peppermint,right,R,0,0.3730890966122471,0.3730890966122471,3.6668561049196917,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,23,mesh,none,right,R,0,1.1818436555525895,1.1818436555525895,3.1533870106582103,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,24,wood,none,right,R,0,1.3416562941072425,1.3416562941072425,3.234838124180994,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,25,mesh,peppermint,right,R,1,1.0798217850789316,1.0798217850789316,3.219711287882417,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,26,wood,none,left,L,0,0.4550071537725196,0.4550071537725196,3.526,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,27,mesh,peppermint,right,R,0,0.45210612398102074,0.45210612398102074,3.426415165727699,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,28,wood,peppermint,right,R,0,0.35731650410197363,0.35731650410197363,3.6449477930695164,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,29,wood,peppermint,right,R,1,1.4047642608502886,1.4047642608502886,2.757990994738742,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,30,wood,none,right,R,1,0.8800546025578658,0.8800546025578658,3.3422535136429525,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,31,wood,none,right,R,0,0.7276414478745568,0.7276414478745568,3.280,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,32,wood,lemon,left,L,1,0.4837560338247062,0.4837560338247062,3.0948010534865458,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,33,wood,lemon,right,R,0,0.9621399290092465,0.9621399290092465,3.5976003913425756,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,34,wood,lemon,right,R,0,1.2833655448791945,1.2833655448791945,3.0075149732216446,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,35,mesh,none,left,L,1,0.5754822673980082,0.5754822673980082,3.169191151477077,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,36,wood,peppermint,left,L,0,1.0304570176139967,1.0304570176139967,2.916426743507067,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,37,wood,lemon,right,R,0,0.21285404516055198,0.21285404516055198,3.4615418702911476,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,38,wood,peppermint,right,R,1,0.8072755332033523,0.8072755332033523,3.1315403228950287,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,39,wood,lemon,right,R,1,0.32252360099596816,0.32252360099596816,2.640108691189858,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,40,mesh,lemon,right,R,1,0.883099751411978,0.883099751411978,2.859130606905363,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,41,wood,lemon,right,R,0,0.49876971298681594,0.49876971298681594,4.236669903960299,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,42,mesh,lemon,left,L,1,1.2726355523941395,1.2726355523941395,2.3961279575495604,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,43,mesh,peppermint,right,R,1,0.764800024437036,0.764800024437036,2.8902042374451447,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,44,wood,lemon,right,R,1,0.3315114592846999,0.3315114592846999,2.590526038303798,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,45,mesh,none,right,R,1,0.35826502097253404,0.35826502097253404,2.9489558489941654,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,46,wood,peppermint,right,R,0,0.6107402355613579,0.6107402355613579,3.942510584389265,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,47,wood,none,right,R,1,0.8249236142938714,0.8249236142938714,2.4405704521715017,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,48,mesh,lemon,left,L,1,1.1703102096239115,1.1703102096239115,2.773221563366941,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,49,wood,peppermint,right,R,0,0.6031038667476022,0.6031038667476022,3.7221945276435595,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,50,mesh,none,right,R,1,0.8083285684910917,0.8083285684910917,2.853237086607102,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,51,mesh,peppermint,right,R,0,0.41027978941903365,0.41027978941903365,3.7329705558920705,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,52,mesh,peppermint,right,R,0,0.7396816624716801,0.7396816624716801,3.2794067179540627,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,53,wood,none,right,R,0,0.5193459594317645,0.5193459594317645,3.5698682350006785,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,54,wood,peppermint,left,L,1,1.2614915884523004,1.2614915884523004,3.284632097932368,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,55,wood,lemon,left,L,1,0.7973746951557339,0.7973746951557339,2.1696060505807733,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,56,mesh,none,right,R,0,0.6455786753455127,0.6455786753455127,2.893692820382027,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,57,mesh,peppermint,right,R,1,0.43014615111391225,0.43014615111391225,3.1765330597477126,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,58,wood,none,right,R,0,0.3388472400589957,0.3388472400589957,2.4887073109803355,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,59,mesh,peppermint,right,R,0,0.5845076028299421,0.5845076028299421,3.038420159147475,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,60,mesh,peppermint,right,R,0,0.3497676135177304,0.3497676135177304,3.878031939246481,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,61,wood,none,right,R,0,1.2561723705579928,1.2561723705579928,3.843711717481531,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,62,mesh,peppermint,left,L,1,0.700726120996827,0.700726120996827,2.7560387301758587,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,63,mesh,lemon,left,L,1,0.7216622588321034,0.7216622588321034,2.5769526417875017,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,64,wood,none,left,L,0,0.9981374526510478,0.9981374526510478,3.741142596342491,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,65,wood,peppermint,right,R,0,0.4765113081380799,0.4765113081380799,3.3194327697664683,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,66,wood,lemon,right,R,0,0.7470004588230268,0.7470004588230268,3.798245171320876,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,67,wood,lemon,right,R,1,0.5714635756111732,0.5714635756111732,2.9978594507165135,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,68,wood,peppermint,right,R,0,0.7880598562961766,0.7880598562961766,3.8149521291580903,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,69,wood,peppermint,right,R,0,0.6725838965693463,0.6725838965693463,2.2238470743886243,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,70,mesh,lemon,right,R,0,0.9021655359430166,0.9021655359430166,3.25662484380447,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,71,mesh,none,left,L,0,0.8876745486321032,0.8876745486321032,3.3745519240973403,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,72,mesh,none,right,R,1,1.0027792607447905,1.0027792607447905,2.02385880878648,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,73,mesh,none,right,R,1,0.987461239557177,0.987461239557177,2.96534893387908,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,74,wood,lemon,right,R,1,0.40916057264636335,0.40916057264636335,3.249867467282122,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,75,mesh,peppermint,right,R,0,0.5939691526001805,0.5939691526001805,3.6235634106095,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,76,wood,lemon,right,R,0,0.3756275529158931,0.3756275529158931,2.975066691371657,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,77,mesh,none,left,L,1,0.5730060589370961,0.5730060589370961,2.6976139224416675,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,78,wood,peppermint,left,L,0,0.914535688083989,0.914535688083989,3.674436679726593,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,79,mesh,none,left,L,1,1.3859006684344217,1.3859006684344217,3.3011955095853605,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,80,wood,lemon,right,R,0,0.6268512204129347,0.6268512204129347,3.632379068614847,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,81,wood,peppermint,left,L,1,0.8949787926528175,0.8949787926528175,2.8234693746084174,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,82,wood,peppermint,left,L,1,0.4988016914908546,0.4988016914908546,3.4973234324501017,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,83,wood,peppermint,right,R,0,0.6255960490739889,0.6255960490739889,3.2033062160884542,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,84,mesh,none,left,L,1,0.7113004244899493,0.7113004244899493,3.0615016676882525,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,85,mesh,none,right,R,0,0.7069259032088233,0.7069259032088233,3.619123965738035,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,86,mesh,peppermint,right,R,0,0.3007948401885833,0.3007948401885833,3.364274574266967,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,87,wood,peppermint,right,R,1,0.3203443274281757,0.3203443274281757,3.3149999747555543,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,88,wood,peppermint,right,R,0,0.6531763785445769,0.6531763785445769,3.568492895750369,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,89,wood,peppermint,right,R,0,0.5535028789400749,0.5535028789400749,4.180525383962067,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,90,wood,lemon,left,L,1,0.6233937944371593,0.6233937944371593,3.4211410016938317,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,91,wood,none,left,L,1,0.8733545185440337,0.8733545185440337,3.612822277974895,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,92,mesh,lemon,right,R,0,0.9324700162987748,0.9324700162987748,3.7729579940612616,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,93,wood,none,right,R,0,0.6085820342767937,0.6085820342767937,3.5705110328501752,Firefox,macOS,58.62,exp1
rat_04,2,2026-03-22_1618,tmaze_learning,trial,4,94,mesh,peppermint,right,R,1,0.5969011408170357,0.5969011408170357,3.2482880104461156,Firefox,macOS,58.62,exp1
