participant,session,date,expName,routine,rat_id,trial,cage_context,scent,choice.keys,choice,reward,choice.rt,reaction_time,maze_run_time,browser,os,frameRate,experiment
rat_19,2,2026-03-22_1713,tmaze_learning,break,19,50,,,,,,,,,Safari,Linux,58.89,exp1
rat_19,2,2026-03-22_1713,tmaze_learning,break,19,100,,,,,,,,,Safari,Linux,58.89,exp1
rat_19,2,2026-03-22_1713,tmaze_learning,break,19,150,,,,,,,,,Safari,Linux,58.89,exp1
rat_19,2,2026-03-22_1713,tmaze_learning,break,19,200,,,,,,,,,Safari,Linux,58.89,exp1
rat_19,2,2026-03-22_1713,tmaze_learning,instructions,19,,,,,,,,,,Safari,Linux,58.89,exp1
rat_19,2,2026-03-22_1713,tmaze_learning,trial,19,1,wood,lemon,right,R,0,0.9222957244567441,0.9222957244567441,3.581350183820995,Safari,Linux,58.89,exp1
rat_19,2,2026-03-22_1713,tmaze_learning,trial,19,2,wood,peppermint,left,L,1,0.4432860884948823,0.4432860884948823,2.4010984489408207,Safari,Linux,58.89,exp1
rat_19,2,2026-03-22_1713,tmaze_learning,trial,19,3,wood,none,right,R,0,0.6716068852882868,0.6716068852882868,4.520118221213655,Safari,Linux,58.89,exp1
rat_19,2,2026-03-22_1713,tmaze_learning,trial,19,4,mesh,peppermint,right,R,0,0.5098259347477136,0.5098259347477136,3.542819397280708,Safari,Linux,58.89,exp1
rat_19,2,2026-03-22_1713,tmaze_learning,trial,19,5,wood,lemon,right,R,0,0.2627965633301349,0.2627965633301349,3.661,Safari,Linux,58.89,exp1
rat_19,2,2026-03-22_1713,tmaze_learning,trial,19,6,mesh,lemon,right,R,1,0.61776856896566,0.61776856896566,3.1901042335532916,Safari,Linux,58.89,exp1
rat_19,2,2026-03-22_1713,tmaze_learning,trial,19,7,wood,lemon,right,R,0,0.4286790297631863,0.4286790297631863,3.5840417477199473,Safari,Linux,58.89,exp1
rat_19,2,2026-03-22_1713,tmaze_learning,trial,19,8,mesh,lemon,right,R,0,0.4702203488368995,0.4702203488368995,4.035025123808037,Safari,Linux,58.89,exp1
rat_19,2,2026-03-22_1713,tmaze_learning,trial,19,9,wood,none,right,R,0,0.2889969100476955,0.2889969100476955,3.3859633979923203,Safari,Linux,58.89,exp1
rat_19,2,2026-03-22_1713,tmaze_learning,trial,19,10,mesh,none,right,R,0,0.33269661473357187,0.33269661473357187,2.9807012672106175,Safari,Linux,58.89,exp1
rat_19,2,2026-03-22_1713,tmaze_learning,trial,19,11,mesh,none,right,R,1,0.7153030286512094,0.7153030286512094,3.2360935640416955,Safari,Linux,58.89,exp1
rat_19,2,2026-03-22_1713,tmaze_learning,trial,19,12,mesh,peppermint,left,L,0,0.5700238870372217,0.5700238870372217,3.84871761509292,Safari,Linux,58.89,exp1
rat_19,2,2026-03-22_1713,tmaze_learning,trial,19,13,wood,none,left,L,0,0.9098126066404287,0.9098126066404287,4.497643613848298,Safari,Linux,58.89,exp1
rat_19,2,2026-03-22_1713,tmaze_learning,trial,19,14,wood,lemon,right,R,0,1.4448345586143154,1.4448345586143154,3.9105149051832795,Safari,Linux,58.89,exp1
rat_19,2,2026-03-22_1713,tmaze_learning,trial,19,15,wood,peppermint,right,R,0,1.6846545959995747,1.6846545959995747,2.5596563909381063,Safari,Linux,58.89,exp1
rat_19,2,2026-03-22_1713,tmaze_learning,trial,19,16,mesh,none,right,R,1,0.48156650410006846,0.48156650410006846,2.4244216228887328,Safari,Linux,58.89,exp1
rat_19,2,2026-03-22_1713,tmaze_learning,trial,19,17,wood,peppermint,left,L,0,2.0998184348608815,2.0998184348608815,3.1544527664131983,Safari,Linux,58.89,exp1
rat_19,2,2026-03-22_1713,tmaze_learning,trial,19,18,mesh,none,left,L,1,0.6086726184651274,0.6086726184651274,2.668475174307587,Safari,Linux,58.89,exp1
rat_19,2,2026-03-22_1713,tmaze_learning,trial,19,19,wood,peppermint,left,L,1,1.0799430904495795,1.0799430904495795,3.4847329542352816,Safari,Linux,58.89,exp1
rat_19,2,2026-03-22_1713,tmaze_learning,trial,19,20,wood,peppermint,right,R,0,0.37411084318562987,0.37411084318562987,4.187447087378492,Safari,Linux,58.89,exp1
rat_19,2,2026-03-22_1713,tmaze_learning,trial,19,21,mesh,none,right,R,0,1.111874128549304,1.111874128549304,3.828031811258234,Safari,Linux,58.89,exp1
rat_19,2,2026-03-22_1713,tmaze_learning,trial,19,22,wood,none,right,R,0,1.1922065297330426,1.1922065297330426,3.6559407569441307,Safari,Linux,58.89,exp1
rat_19,2,2026-03-22_1713,tmaze_learning,trial,19,23,wood,none,right,R,1,0.4346607678211446,0.4346607678211446,3.00634244388638,Safari,Linux,58.89,exp1
rat_19,2,2026-03-22_1713,tmaze_learning,trial,19,24,wood,lemon,right,R,1,0.3903495577679293,0.3903495577679293,3.1704578877465064,Safari,Linux,58.89,exp1
rat_19,2,2026-03-22_1713,tmaze_learning,trial,19,25,mesh,peppermint,right,R,0,0.7189800016705412,0.7189800016705412,3.910172658916925,Safari,Linux,58.89,exp1
rat_19,2,2026-03-22_1713,tmaze_learning,trial,19,26,wood,none,right,R,1,0.5984765106557947,0.5984765106557947,2.831638760072102,Safari,Linux,58.89,exp1
rat_19,2,2026-03-22_1713,tmaze_learning,trial,19,27,wood,none,right,R,0,0.9644296592140732,0.9644296592140732,3.9124386915729934,Safari,Linux,58.89,exp1
rat_19,2,2026-03-22_1713,tmaze_learning,trial,19,28,mesh,lemon,right,R,1,1.0762252051243366,1.0762252051243366,2.719515124094144,Safari,Linux,58.89,exp1
rat_19,2,2026-03-22_1713,tmaze_learning,trial,19,29,wood,none,right,R,1,1.6339003165692765,1.6339003165692765,2.6345806750759424,Safari,Linux,58.89,exp1
rat_19,2,2026-03-22_1713,tmaze_learning,trial,19,30,mesh,peppermint,right,R,1,0.6052234586255248,0.6052234586255248,2.4077923671644306,Safari,Linux,58.89,exp1
rat_19,2,2026-03-22_1713,tmaze_learning,trial,19,31,wood,lemon,left,L,1,0.7937229130759962,0.7937229130759962,4.132534402244074,Safari,Linux,58.89,exp1
rat_19,2,2026-03-22_1713,tmaze_learning,trial,19,32,wood,none,right,R,0,0.4273683672133988,0.4273683672133988,3.9329439854103194,Safari,Linux,58.89,exp1
rat_19,2,2026-03-22_1713,tmaze_learning,trial,19,33,wood,none,right,R,1,0.7773781563743136,0.7773781563743136,3.163715696837293,Safari,Linux,58.89,exp1
rat_19,2,2026-03-22_1713,tmaze_learning,trial,19,34,wood,lemon,left,L,1,0.7819350976516798,0.7819350976516798,2.7393752107255014,Safari,Linux,58.89,exp1
rat_19,2,2026-03-22_1713,tmaze_learning,trial,19,35,mesh,peppermint,left,L,1,0.24146404915981592,0.24146404915981592,2.9609411143700597,Safari,Linux,58.89,exp1
rat_19,2,2026-03-22_1713,tmaze_learning,trial,19,36,wood,peppermint,right,R,0,1.000751749012913,1.000751749012913,3.372462626572166,Safari,Linux,58.89,exp1
rat_19,2,2026-03-22_1713,tmaze_learning,trial,19,37,mesh,lemon,left,L,1,0.4347085900795758,0.4347085900795758,2.9054196021959804,Safari,Linux,58.89,exp1
rat_19,2,2026-03-22_1713,tmaze_learning,trial,19,38,wood,peppermint,left,L,0,,0.7024542002568492,3.7005493020562823,Safari,Linux,58.89,exp1
rat_19,2,2026-03-22_1713,tmaze_learning,trial,19,39,mesh,lemon,left,L,0,0.4512091876199026,0.4512091876199026,3.5649511295977687,Safari,Linux,58.89,exp1
rat_19,2,2026-03-22_1713,tmaze_learning,trial,19,40,mesh,lemon,left,L,0,0.8721112588019283,0.8721112588019283,3.4307073694886694,Safari,Linux,58.89,exp1
rat_19,2,2026-03-22_1713,tmaze_learning,trial,19,41,wood,lemon,left,L,1,0.38137738232019863,0.38137738232019863,3.5519967040752993,Safari,Linux,58.89,exp1
rat_19,2,2026-03-22_1713,tmaze_learning,trial,19,42,wood,lemon,left,L,1,1.5315232242656511,1.5315232242656511,2.9810597992064594,Safari,Linux,58.89,exp1
rat_19,2,2026-03-22_1713,tmaze_learning,trial,19,43,mesh,none,left,L,1,0.2,0.2,3.6007313663491285,Safari,Linux,58.89,exp1
rat_19,2,2026-03-22_1713,tmaze_learning,trial,19,44,wood,peppermint,right,R,0,0.44990471401411586,0.44990471401411586,4.261046578374596,Safari,Linux,58.89,exp1
rat_19,2,2026-03-22_1713,tmaze_learning,trial,19,45,wood,lemon,left,L,1,1.2388615486875794,1.2388615486875794,2.46618177594222,Safari,Linux,58.89,exp1
rat_19,2,2026-03-22_1713,tmaze_learning,trial,19,46,mesh,peppermint,right,R,1,0.9477393088708937,0.9477393088708937,4.363,Safari,Linux,58.89,exp1
rat_19,2,2026-03-22_1713,tmaze_learning,trial,19,47,wood,peppermint,right,R,1,1.3884761120614146,1.3884761120614146,2.7277654016863093,Safari,Linux,58.89,exp1
rat_19,2,2026-03-22_1713,tmaze_learning,trial,19,48,wood,peppermint,right,R,0,0.37646294906159516,0.37646294906159516,4.020550383746106,Safari,Linux,58.89,exp1
rat_19,2,2026-03-22_1713,tmaze_learning,trial,19,49,mesh,lemon,right,R,0,1.34133535688738,1.34133535688738,3.317031441683167,Safari,Linux,58.89,exp1
rat_19,2,2026-03-22_1713,tmaze_learning,trial,19,50,wood,lemon,right,R,0,0.27981783187380077,0.27981783187380077,2.8112082467934574,Safari,Linux,58.89,exp1
rat_19,2,2026-03-22_1713,tmaze_learning,trial,19,51,wood,peppermint,left,L,0,1.0040525467578303,1.0040525467578303,3.785595131134702,Safari,Linux,58.89,exp1
rat_19,2,2026-03-22_1713,tmaze_learning,trial,19,52,mesh,lemon,right,R,0,0.46046842498525054,0.46046842498525054,3.0019132253116863,Safari,Linux,58.89,exp1
rat_19,2,2026-03-22_1713,tmaze_learning,trial,19,53,wood,peppermint,right,R,0,1.3309975019303282,1.3309975019303282,3.9163458988113935,Safari,Linux,58.89,exp1
rat_19,2,2026-03-22_1713,tmaze_learning,trial,19,54,wood,peppermint,left,L,1,1.6084292491154148,1.6084292491154148,3.666484633782037,Safari,Linux,58.89,exp1
rat_19,2,2026-03-22_1713,tmaze_learning,trial,19,55,wood,peppermint,right,R,0,0.46509573125689063,0.46509573125689063,3.558334685589542,Safari,Linux,58.89,exp1
