sub_id,group,day,block,sequence_type,mean_rt,prop_correct
29,older,1,1,predictable,658.86,0.9241
29,older,1,2,random,694.32,0.9167
29,older,1,3,predictable,701.14,0.9158
29,older,1,4,random,684.43,0.8455
29,older,2,5,predictable,645.85,0.8916
29,older,2,6,random,637.5,0.8739
29,older,2,7,predictable,652.38,0.8941
29,older,2,8,random,674.49,0.9552
29,older,3,9,predictable,646.77,0.9397
29,older,3,10,random,657.87,0.9389
29,older,3,11,predictable,613.3,0.9106
29,older,3,12,random,680.21,0.8886
29,older,4,13,predictable,624.7,0.9444
29,older,4,14,random,652.66,0.8682
29,older,4,15,predictable,668.68,0.9905
29,older,4,16,random,688.47,0.9004
29,older,5,17,predictable,639.62,0.9454
29,older,5,18,random,639.74,0.9191
29,older,5,19,predictable,616.98,0.9315
29,older,5,20,random,695.12,0.9118
29,older,6,21,predictable,614.1,0.9229
29,older,6,22,random,663.58,0.899
29,older,6,23,predictable,634.69,0.9698
29,older,6,24,random,671.19,0.8871
29,older,7,25,predictable,628.63,0.9311
29,older,7,26,random,656.07,0.9565
29,older,7,27,predictable,650.24,0.9715
29,older,7,28,random,638.4,0.958
29,older,8,29,predictable,634.62,0.9722
29,older,8,30,random,684.73,0.9358
29,older,8,31,predictable,646.06,1.0
29,older,8,32,random,681.69,0.9483
29,older,9,33,predictable,581.01,0.924
29,older,9,34,random,665.32,0.8899
29,older,9,35,predictable,608.04,0.8854
29,older,9,36,random,672.38,0.9654
29,older,10,37,predictable,595.15,0.9452
29,older,10,38,random,696.93,0.9316
29,older,10,39,predictable,606.56,0.9103
29,older,10,40,random,665.24,0.8451
29,older,11,41,predictable,605.72,0.9233
29,older,11,42,random,667.99,0.9041
29,older,11,43,predictable,643.36,0.9102
29,older,11,44,random,677.82,0.9811
29,older,12,45,predictable,669.04,0.9563
29,older,12,46,random,654.06,0.9206
29,older,12,47,predictable,601.96,0.9802
29,older,12,48,random,690.38,0.9199
29,older,13,49,predictable,586.26,0.9063
29,older,13,50,random,682.01,0.9423
29,older,13,51,predictable,646.2,0.9089
29,older,13,52,random,644.36,0.9108
29,older,14,53,predictable,613.11,0.9148
29,older,14,54,random,651.96,0.9342
29,older,14,55,predictable,611.93,0.9535
29,older,14,56,random,670.07,0.9185
29,older,15,57,predictable,624.94,0.9429
29,older,15,58,random,647.74,0.9015
29,older,15,59,predictable,625.72,0.988
29,older,15,60,random,672.82,0.893
