sub_id,group,day,block,sequence_type,mean_rt,prop_correct
14,young,1,1,predictable,470.05,0.9847
14,young,1,2,random,485.75,0.9323
14,young,1,3,predictable,476.42,0.934
14,young,1,4,random,464.87,0.8606
14,young,2,5,predictable,422.73,0.9686
14,young,2,6,random,463.94,0.9044
14,young,2,7,predictable,430.42,0.8964
14,young,2,8,random,453.18,0.9221
14,young,3,9,predictable,438.52,0.9514
14,young,3,10,random,463.84,0.9009
14,young,3,11,predictable,377.88,0.894
14,young,3,12,random,462.73,0.9251
14,young,4,13,predictable,388.65,0.9348
14,young,4,14,random,445.32,0.9775
14,young,4,15,predictable,387.72,0.925
14,young,4,16,random,465.91,0.8757
14,young,5,17,predictable,385.89,0.9805
14,young,5,18,random,497.3,0.9141
14,young,5,19,predictable,403.84,0.903
14,young,5,20,random,484.86,0.929
14,young,6,21,predictable,383.56,0.9573
14,young,6,22,random,453.88,0.8936
14,young,6,23,predictable,359.39,0.9167
14,young,6,24,random,471.28,0.9318
14,young,7,25,predictable,343.48,0.9955
14,young,7,26,random,466.25,0.8869
14,young,7,27,predictable,353.07,0.876
14,young,7,28,random,470.21,0.9362
14,young,8,29,predictable,366.92,0.9259
14,young,8,30,random,488.12,0.9379
14,young,8,31,predictable,370.08,0.8776
14,young,8,32,random,472.56,0.8866
14,young,9,33,predictable,346.26,0.9068
14,young,9,34,random,473.54,0.8725
14,young,9,35,predictable,324.85,0.961
14,young,9,36,random,462.47,0.89
14,young,10,37,predictable,380.86,0.9478
14,young,10,38,random,467.61,0.9743
14,young,10,39,predictable,374.1,0.9833
14,young,10,40,random,461.91,0.9457
14,young,11,41,predictable,344.86,0.9448
14,young,11,42,random,470.62,0.9235
14,young,11,43,predictable,344.23,0.955
14,young,11,44,random,468.08,0.954
14,young,12,45,predictable,331.56,0.9569
14,young,12,46,random,472.6,0.9766
14,young,12,47,predictable,350.82,0.9512
14,young,12,48,random,459.58,0.9082
14,young,13,49,predictable,320.69,0.9509
14,young,13,50,random,459.84,0.8884
14,young,13,51,predictable,349.04,0.9793
14,young,13,52,random,477.08,0.8997
14,young,14,53,predictable,349.41,0.9326
14,young,14,54,random,462.88,0.9262
14,young,14,55,predictable,320.82,0.942
14,young,14,56,random,451.12,0.9058
14,young,15,57,predictable,325.71,0.9029
14,young,15,58,random,445.91,0.8988
14,young,15,59,predictable,337.86,0.9388
14,young,15,60,random,470.53,0.9089
