sub_id,group,day,block,sequence_type,mean_rt,prop_correct
23,older,1,1,predictable,637.27,0.9298
23,older,1,2,random,611.36,0.9893
23,older,1,3,predictable,610.88,0.9345
23,older,1,4,random,586.63,0.93
23,older,2,5,predictable,592.95,0.9561
23,older,2,6,random,608.77,0.9098
23,older,2,7,predictable,609.48,0.947
23,older,2,8,random,593.29,0.9602
23,older,3,9,predictable,582.72,0.9359
23,older,3,10,random,616.83,0.8703
23,older,3,11,predictable,577.69,0.9207
23,older,3,12,random,603.43,0.9051
23,older,4,13,predictable,578.21,0.9248
23,older,4,14,random,573.15,0.9303
23,older,4,15,predictable,561.28,0.9892
23,older,4,16,random,632.96,0.9029
23,older,5,17,predictable,585.33,0.9965
23,older,5,18,random,608.94,0.8891
23,older,5,19,predictable,566.6,0.9532
23,older,5,20,random,621.15,0.9239
23,older,6,21,predictable,572.24,0.9472
23,older,6,22,random,647.65,0.9031
23,older,6,23,predictable,553.77,0.971
23,older,6,24,random,624.04,0.8794
23,older,7,25,predictable,529.71,0.9316
23,older,7,26,random,629.41,0.894
23,older,7,27,predictable,521.48,0.9735
23,older,7,28,random,612.22,0.8968
23,older,8,29,predictable,570.64,0.9745
23,older,8,30,random,593.06,0.9086
23,older,8,31,predictable,537.92,0.9171
23,older,8,32,random,597.32,0.9155
23,older,9,33,predictable,533.86,0.949
23,older,9,34,random,599.34,0.9186
23,older,9,35,predictable,544.21,0.9767
23,older,9,36,random,630.38,0.8815
23,older,10,37,predictable,587.49,0.932
23,older,10,38,random,596.57,0.9831
23,older,10,39,predictable,532.7,0.9691
23,older,10,40,random,597.2,0.9789
23,older,11,41,predictable,565.94,0.8533
23,older,11,42,random,606.41,0.9229
23,older,11,43,predictable,519.91,0.9126
23,older,11,44,random,597.56,0.9047
23,older,12,45,predictable,528.42,0.9086
23,older,12,46,random,604.71,0.8626
23,older,12,47,predictable,585.38,0.9079
23,older,12,48,random,603.5,0.9207
23,older,13,49,predictable,548.3,0.9111
23,older,13,50,random,632.8,0.8944
23,older,13,51,predictable,557.11,0.9869
23,older,13,52,random,582.06,0.9243
23,older,14,53,predictable,516.82,0.9731
23,older,14,54,random,581.29,0.8906
23,older,14,55,predictable,525.84,0.9151
23,older,14,56,random,603.85,0.9417
23,older,15,57,predictable,554.84,0.9089
23,older,15,58,random,608.63,0.9234
23,older,15,59,predictable,524.65,0.9631
23,older,15,60,random,613.42,0.8595
