sub_id,group,day,block,sequence_type,mean_rt,prop_correct
24,older,1,1,predictable,651.9,0.9484
24,older,1,2,random,632.76,0.9048
24,older,1,3,predictable,599.77,0.9409
24,older,1,4,random,623.1,0.9269
24,older,2,5,predictable,601.38,0.9352
24,older,2,6,random,609.19,0.9127
24,older,2,7,predictable,588.41,0.9243
24,older,2,8,random,618.1,0.9368
24,older,3,9,predictable,582.08,0.9072
24,older,3,10,random,630.45,0.9127
24,older,3,11,predictable,564.08,0.9765
24,older,3,12,random,626.97,0.9167
24,older,4,13,predictable,580.62,0.9243
24,older,4,14,random,606.39,0.891
24,older,4,15,predictable,571.69,0.9681
24,older,4,16,random,626.73,0.8672
24,older,5,17,predictable,579.21,0.9482
24,older,5,18,random,617.67,0.9338
24,older,5,19,predictable,568.0,0.9669
24,older,5,20,random,588.28,0.9392
24,older,6,21,predictable,560.22,0.9426
24,older,6,22,random,639.61,0.9125
24,older,6,23,predictable,597.35,0.9292
24,older,6,24,random,621.01,0.9663
24,older,7,25,predictable,567.98,0.9396
24,older,7,26,random,634.61,0.9163
24,older,7,27,predictable,559.17,0.9706
24,older,7,28,random,625.39,0.9468
24,older,8,29,predictable,551.59,0.9544
24,older,8,30,random,602.98,0.9583
24,older,8,31,predictable,576.69,0.9837
24,older,8,32,random,622.22,0.9085
24,older,9,33,predictable,547.73,0.9278
24,older,9,34,random,631.3,0.8882
24,older,9,35,predictable,582.15,0.9946
24,older,9,36,random,644.91,0.9081
24,older,10,37,predictable,559.28,0.8779
24,older,10,38,random,608.59,0.932
24,older,10,39,predictable,569.66,0.9254
24,older,10,40,random,612.08,0.9538
24,older,11,41,predictable,528.58,0.8647
24,older,11,42,random,590.59,0.8736
24,older,11,43,predictable,535.18,0.9309
24,older,11,44,random,613.34,0.8916
24,older,12,45,predictable,529.48,0.9312
24,older,12,46,random,608.16,0.902
24,older,12,47,predictable,592.02,0.9821
24,older,12,48,random,598.82,0.983
24,older,13,49,predictable,583.15,0.9263
24,older,13,50,random,604.85,0.9015
24,older,13,51,predictable,577.42,0.9657
24,older,13,52,random,606.45,0.9216
24,older,14,53,predictable,537.61,0.925
24,older,14,54,random,591.36,0.9321
24,older,14,55,predictable,528.35,0.9484
24,older,14,56,random,653.93,0.9056
24,older,15,57,predictable,556.64,0.9503
24,older,15,58,random,602.34,0.9453
24,older,15,59,predictable,541.81,0.9324
24,older,15,60,random,674.64,0.9257
