sub_id,group,day,block,sequence_type,mean_rt,prop_correct
10,young,1,1,predictable,409.83,0.9689
10,young,1,2,random,418.44,0.9323
10,young,1,3,predictable,426.06,0.942
10,young,1,4,random,433.1,0.9023
10,young,2,5,predictable,381.73,0.9297
10,young,2,6,random,418.11,0.9432
10,young,2,7,predictable,408.57,0.97
10,young,2,8,random,411.37,0.9747
10,young,3,9,predictable,383.61,0.9682
10,young,3,10,random,415.57,0.8098
10,young,3,11,predictable,365.64,0.9823
10,young,3,12,random,419.21,0.9292
10,young,4,13,predictable,397.16,0.935
10,young,4,14,random,418.26,0.9393
10,young,4,15,predictable,379.83,0.9558
10,young,4,16,random,404.64,0.9988
10,young,5,17,predictable,348.92,0.9412
10,young,5,18,random,406.98,0.8788
10,young,5,19,predictable,397.32,0.9562
10,young,5,20,random,397.79,0.9225
10,young,6,21,predictable,352.74,0.9391
10,young,6,22,random,407.47,0.9886
10,young,6,23,predictable,358.5,0.9334
10,young,6,24,random,433.01,0.9383
10,young,7,25,predictable,342.54,0.9556
10,young,7,26,random,408.96,0.8992
10,young,7,27,predictable,343.14,0.9517
10,young,7,28,random,382.67,0.9376
10,young,8,29,predictable,381.86,0.9111
10,young,8,30,random,404.04,0.9807
10,young,8,31,predictable,359.4,0.9552
10,young,8,32,random,434.74,0.9615
10,young,9,33,predictable,353.58,0.9333
10,young,9,34,random,410.8,0.9124
10,young,9,35,predictable,352.07,0.958
10,young,9,36,random,404.85,0.8969
10,young,10,37,predictable,345.92,0.9228
10,young,10,38,random,453.63,0.8717
10,young,10,39,predictable,368.29,0.8998
10,young,10,40,random,417.17,0.8766
10,young,11,41,predictable,340.73,0.929
10,young,11,42,random,417.57,0.9124
10,young,11,43,predictable,354.84,0.9704
10,young,11,44,random,411.89,0.9375
10,young,12,45,predictable,327.5,0.9714
10,young,12,46,random,424.58,0.9715
10,young,12,47,predictable,362.65,0.9279
10,young,12,48,random,426.93,0.8858
10,young,13,49,predictable,322.32,0.9441
10,young,13,50,random,428.73,0.9495
10,young,13,51,predictable,341.29,0.9715
10,young,13,52,random,419.3,0.9179
10,young,14,53,predictable,331.22,0.9935
10,young,14,54,random,399.07,0.8875
10,young,14,55,predictable,338.8,0.9483
10,young,14,56,random,399.78,0.9197
10,young,15,57,predictable,342.71,0.8983
10,young,15,58,random,428.77,0.874
10,young,15,59,predictable,351.14,0.9083
10,young,15,60,random,445.87,0.9361
