sub_id,group,day,block,sequence_type,mean_rt,prop_correct
11,young,1,1,predictable,496.34,0.9193
11,young,1,2,random,474.36,0.9468
11,young,1,3,predictable,474.55,0.9378
11,young,1,4,random,492.44,0.8911
11,young,2,5,predictable,459.0,0.9225
11,young,2,6,random,491.54,0.9051
11,young,2,7,predictable,458.62,0.9449
11,young,2,8,random,499.93,0.9638
11,young,3,9,predictable,437.89,0.9355
11,young,3,10,random,478.33,0.9343
11,young,3,11,predictable,431.12,0.943
11,young,3,12,random,465.51,0.9316
11,young,4,13,predictable,407.95,0.9804
11,young,4,14,random,464.71,0.9608
11,young,4,15,predictable,422.72,0.9063
11,young,4,16,random,477.16,0.8578
11,young,5,17,predictable,408.99,0.9164
11,young,5,18,random,489.47,0.8878
11,young,5,19,predictable,395.35,0.9797
11,young,5,20,random,495.63,0.8747
11,young,6,21,predictable,409.13,0.9984
11,young,6,22,random,504.07,0.9215
11,young,6,23,predictable,419.97,0.9292
11,young,6,24,random,467.8,0.972
11,young,7,25,predictable,392.72,0.9976
11,young,7,26,random,458.85,0.9376
11,young,7,27,predictable,412.55,0.9369
11,young,7,28,random,478.79,0.978
11,young,8,29,predictable,399.02,0.91
11,young,8,30,random,477.84,0.9116
11,young,8,31,predictable,396.68,0.8943
11,young,8,32,random,490.75,0.9486
11,young,9,33,predictable,391.89,0.9311
11,young,9,34,random,459.31,0.9446
11,young,9,35,predictable,379.13,0.929
11,young,9,36,random,482.6,0.9403
11,young,10,37,predictable,354.42,0.9507
11,young,10,38,random,459.77,0.8665
11,young,10,39,predictable,338.02,0.8963
11,young,10,40,random,489.59,0.9089
11,young,11,41,predictable,372.12,0.9437
11,young,11,42,random,488.02,0.9056
11,young,11,43,predictable,377.0,0.8893
11,young,11,44,random,473.28,0.8766
11,young,12,45,predictable,360.37,0.9496
11,young,12,46,random,478.5,0.8851
11,young,12,47,predictable,376.64,0.9589
11,young,12,48,random,464.04,0.9936
11,young,13,49,predictable,354.92,0.9462
11,young,13,50,random,461.39,0.8987
11,young,13,51,predictable,376.66,0.9398
11,young,13,52,random,480.45,0.9646
11,young,14,53,predictable,350.63,0.9161
11,young,14,54,random,476.55,0.9449
11,young,14,55,predictable,370.06,0.9651
11,young,14,56,random,470.77,0.9126
11,young,15,57,predictable,343.02,0.9229
11,young,15,58,random,463.84,0.9396
11,young,15,59,predictable,354.08,0.9647
11,young,15,60,random,490.82,0.9634
