sub_id,group,day,block,sequence_type,mean_rt,prop_correct
2,young,1,1,predictable,450.57,0.9855
2,young,1,2,random,439.3,0.915
2,young,1,3,predictable,436.44,0.9235
2,young,1,4,random,437.15,0.9198
2,young,2,5,predictable,393.06,0.9823
2,young,2,6,random,424.54,0.9257
2,young,2,7,predictable,416.3,0.8994
2,young,2,8,random,455.45,0.8802
2,young,3,9,predictable,410.64,0.9323
2,young,3,10,random,423.78,0.8782
2,young,3,11,predictable,414.98,0.9439
2,young,3,12,random,454.97,0.8816
2,young,4,13,predictable,396.31,0.8927
2,young,4,14,random,431.97,0.8853
2,young,4,15,predictable,420.32,0.9553
2,young,4,16,random,449.89,0.9202
2,young,5,17,predictable,408.58,0.9386
2,young,5,18,random,419.73,0.916
2,young,5,19,predictable,418.65,0.983
2,young,5,20,random,413.38,0.9313
2,young,6,21,predictable,411.88,0.9157
2,young,6,22,random,418.54,0.9207
2,young,6,23,predictable,396.75,0.8985
2,young,6,24,random,417.97,0.8932
2,young,7,25,predictable,373.5,0.9411
2,young,7,26,random,462.59,0.9002
2,young,7,27,predictable,385.31,0.9797
2,young,7,28,random,441.53,0.8765
2,young,8,29,predictable,352.43,0.9402
2,young,8,30,random,434.97,0.9058
2,young,8,31,predictable,386.51,0.8718
2,young,8,32,random,427.56,0.9205
2,young,9,33,predictable,370.13,0.9113
2,young,9,34,random,420.02,0.8962
2,young,9,35,predictable,372.89,0.9605
2,young,9,36,random,431.96,0.8725
2,young,10,37,predictable,422.39,0.9417
2,young,10,38,random,416.11,0.9108
2,young,10,39,predictable,363.99,0.9596
2,young,10,40,random,443.88,0.8988
2,young,11,41,predictable,359.58,0.926
2,young,11,42,random,438.62,0.9205
2,young,11,43,predictable,373.73,0.9849
2,young,11,44,random,432.53,0.8849
2,young,12,45,predictable,365.43,0.8515
2,young,12,46,random,449.55,0.913
2,young,12,47,predictable,394.91,0.952
2,young,12,48,random,446.72,0.9181
2,young,13,49,predictable,393.03,0.9767
2,young,13,50,random,434.17,0.9321
2,young,13,51,predictable,378.89,0.9222
2,young,13,52,random,447.41,0.9184
2,young,14,53,predictable,375.2,0.94
2,young,14,54,random,424.12,0.8955
2,young,14,55,predictable,351.29,0.9676
2,young,14,56,random,429.21,0.9553
2,young,15,57,predictable,363.66,0.9609
2,young,15,58,random,434.68,0.9286
2,young,15,59,predictable,378.94,0.9817
2,young,15,60,random,424.33,0.8693
