sub_id,group,day,block,sequence_type,mean_rt,prop_correct
16,older,1,1,predictable,528.2,0.9127
16,older,1,2,random,567.31,0.9192
16,older,1,3,predictable,517.76,0.8859
16,older,1,4,random,563.96,0.9167
16,older,2,5,predictable,526.05,0.8977
16,older,2,6,random,555.08,0.8752
16,older,2,7,predictable,500.26,0.9129
16,older,2,8,random,559.21,0.9641
16,older,3,9,predictable,482.47,0.9432
16,older,3,10,random,545.41,0.8844
16,older,3,11,predictable,513.52,0.9356
16,older,3,12,random,581.71,0.9409
16,older,4,13,predictable,502.96,0.9129
16,older,4,14,random,572.88,0.9423
16,older,4,15,predictable,501.46,0.8743
16,older,4,16,random,582.34,0.8992
16,older,5,17,predictable,499.63,0.9546
16,older,5,18,random,560.29,0.9312
16,older,5,19,predictable,492.08,0.9519
16,older,5,20,random,538.98,0.9649
16,older,6,21,predictable,502.64,0.9482
16,older,6,22,random,520.96,0.8983
16,older,6,23,predictable,478.43,0.9477
16,older,6,24,random,580.57,0.9424
16,older,7,25,predictable,467.9,0.9357
16,older,7,26,random,522.64,0.939
16,older,7,27,predictable,510.29,0.9487
16,older,7,28,random,578.56,0.9384
16,older,8,29,predictable,450.32,0.8967
16,older,8,30,random,571.47,0.9396
16,older,8,31,predictable,528.82,0.9189
16,older,8,32,random,569.29,0.9221
16,older,9,33,predictable,499.91,0.9394
16,older,9,34,random,541.41,0.9411
16,older,9,35,predictable,499.23,0.9634
16,older,9,36,random,555.5,0.9126
16,older,10,37,predictable,467.93,0.9256
16,older,10,38,random,545.67,0.933
16,older,10,39,predictable,502.92,0.967
16,older,10,40,random,560.44,0.9376
16,older,11,41,predictable,460.18,0.9814
16,older,11,42,random,567.46,0.8655
16,older,11,43,predictable,446.07,0.9399
16,older,11,44,random,539.84,0.9248
16,older,12,45,predictable,444.14,0.9094
16,older,12,46,random,559.38,0.9624
16,older,12,47,predictable,472.64,0.9433
16,older,12,48,random,567.06,0.9325
16,older,13,49,predictable,444.19,0.985
16,older,13,50,random,541.16,0.8723
16,older,13,51,predictable,472.94,0.9488
16,older,13,52,random,594.11,0.8801
16,older,14,53,predictable,412.14,0.9153
16,older,14,54,random,539.73,0.897
16,older,14,55,predictable,468.21,0.9292
16,older,14,56,random,585.02,0.9272
16,older,15,57,predictable,463.32,0.9366
16,older,15,58,random,572.07,0.8513
16,older,15,59,predictable,453.23,0.9294
16,older,15,60,random,558.08,0.9433
