sub_id,group,day,block,sequence_type,mean_rt,prop_correct
5,young,1,1,predictable,427.63,0.9127
5,young,1,2,random,420.54,0.9459
5,young,1,3,predictable,425.39,0.9584
5,young,1,4,random,424.54,0.8811
5,young,2,5,predictable,377.63,0.9509
5,young,2,6,random,381.33,0.86
5,young,2,7,predictable,381.85,0.9822
5,young,2,8,random,398.5,0.8673
5,young,3,9,predictable,347.41,0.9015
5,young,3,10,random,391.51,0.9323
5,young,3,11,predictable,370.09,0.924
5,young,3,12,random,413.1,0.9694
5,young,4,13,predictable,363.4,0.9387
5,young,4,14,random,396.81,0.9686
5,young,4,15,predictable,365.46,0.8938
5,young,4,16,random,387.89,0.948
5,young,5,17,predictable,341.57,0.9682
5,young,5,18,random,388.15,0.9374
5,young,5,19,predictable,328.71,0.9902
5,young,5,20,random,447.28,0.8991
5,young,6,21,predictable,317.41,0.9414
5,young,6,22,random,417.06,0.8826
5,young,6,23,predictable,327.1,0.9744
5,young,6,24,random,425.56,0.8882
5,young,7,25,predictable,271.55,0.9584
5,young,7,26,random,432.02,0.931
5,young,7,27,predictable,323.62,0.955
5,young,7,28,random,389.46,0.8919
5,young,8,29,predictable,320.87,0.9468
5,young,8,30,random,419.56,0.9508
5,young,8,31,predictable,325.77,0.9619
5,young,8,32,random,449.73,0.9038
5,young,9,33,predictable,309.72,0.8836
5,young,9,34,random,409.77,0.9328
5,young,9,35,predictable,294.26,0.8628
5,young,9,36,random,427.46,0.9167
5,young,10,37,predictable,306.39,0.8986
5,young,10,38,random,408.67,0.9152
5,young,10,39,predictable,332.04,0.9459
5,young,10,40,random,380.85,0.9329
5,young,11,41,predictable,302.85,0.9699
5,young,11,42,random,417.43,0.9496
5,young,11,43,predictable,295.2,0.9476
5,young,11,44,random,414.07,0.9696
5,young,12,45,predictable,277.49,0.952
5,young,12,46,random,392.76,0.9115
5,young,12,47,predictable,309.86,0.9315
5,young,12,48,random,441.39,0.9093
5,young,13,49,predictable,289.85,0.9173
5,young,13,50,random,399.26,0.8742
5,young,13,51,predictable,295.26,0.9351
5,young,13,52,random,420.06,0.917
5,young,14,53,predictable,288.02,0.9099
5,young,14,54,random,414.11,0.9229
5,young,14,55,predictable,296.04,0.9309
5,young,14,56,random,414.15,0.9112
5,young,15,57,predictable,288.68,0.8947
5,young,15,58,random,410.17,0.9134
5,young,15,59,predictable,270.29,0.9541
5,young,15,60,random,399.55,0.971
