sub_id,group,day,block,sequence_type,mean_rt,prop_correct
3,young,1,1,predictable,444.06,0.9341
3,young,1,2,random,442.76,0.8836
3,young,1,3,predictable,464.51,0.9609
3,young,1,4,random,456.88,0.9186
3,young,2,5,predictable,441.47,0.9469
3,young,2,6,random,468.59,0.9268
3,young,2,7,predictable,432.46,0.9252
3,young,2,8,random,441.65,0.8819
3,young,3,9,predictable,395.64,0.9841
3,young,3,10,random,452.92,0.9217
3,young,3,11,predictable,399.0,0.9343
3,young,3,12,random,443.54,0.8701
3,young,4,13,predictable,388.11,0.9643
3,young,4,14,random,468.36,0.893
3,young,4,15,predictable,368.21,0.9395
3,young,4,16,random,459.72,0.8433
3,young,5,17,predictable,371.48,0.9145
3,young,5,18,random,450.14,0.8905
3,young,5,19,predictable,356.07,0.9569
3,young,5,20,random,481.48,0.9059
3,young,6,21,predictable,372.43,0.9673
3,young,6,22,random,463.25,0.8784
3,young,6,23,predictable,365.42,0.9262
3,young,6,24,random,450.76,0.9347
3,young,7,25,predictable,376.43,0.9243
3,young,7,26,random,453.48,1.0
3,young,7,27,predictable,348.44,0.9377
3,young,7,28,random,448.41,0.925
3,young,8,29,predictable,351.15,0.9147
3,young,8,30,random,405.49,0.9241
3,young,8,31,predictable,333.21,0.9478
3,young,8,32,random,445.15,0.9391
3,young,9,33,predictable,351.17,0.9609
3,young,9,34,random,458.32,0.9719
3,young,9,35,predictable,360.47,0.9505
3,young,9,36,random,427.06,0.8877
3,young,10,37,predictable,341.38,0.9357
3,young,10,38,random,452.39,0.8905
3,young,10,39,predictable,360.95,0.9188
3,young,10,40,random,460.52,0.9307
3,young,11,41,predictable,316.11,0.9132
3,young,11,42,random,438.8,0.9344
3,young,11,43,predictable,337.33,0.974
3,young,11,44,random,466.0,0.9254
3,young,12,45,predictable,327.44,0.9121
3,young,12,46,random,449.48,0.946
3,young,12,47,predictable,359.41,0.9221
3,young,12,48,random,456.16,0.9197
3,young,13,49,predictable,300.65,0.9614
3,young,13,50,random,450.62,0.97
3,young,13,51,predictable,344.53,0.9392
3,young,13,52,random,463.67,0.9377
3,young,14,53,predictable,322.86,0.9758
3,young,14,54,random,440.91,0.9259
3,young,14,55,predictable,313.76,0.964
3,young,14,56,random,461.89,0.9062
3,young,15,57,predictable,340.36,0.9176
3,young,15,58,random,465.33,0.9325
3,young,15,59,predictable,324.97,0.9364
3,young,15,60,random,448.9,0.8952
