sub_id,group,day,block,sequence_type,mean_rt,prop_correct
7,young,1,1,predictable,395.39,0.9487
7,young,1,2,random,413.87,0.8969
7,young,1,3,predictable,390.16,0.9526
7,young,1,4,random,409.57,0.9028
7,young,2,5,predictable,403.32,0.9537
7,young,2,6,random,421.33,0.9006
7,young,2,7,predictable,390.42,1.0
7,young,2,8,random,391.6,0.9012
7,young,3,9,predictable,390.73,0.9098
7,young,3,10,random,404.42,0.9461
7,young,3,11,predictable,357.91,0.9264
7,young,3,12,random,386.89,0.9118
7,young,4,13,predictable,356.06,0.9349
7,young,4,14,random,395.57,0.9371
7,young,4,15,predictable,366.21,0.9783
7,young,4,16,random,422.3,0.9313
7,young,5,17,predictable,373.92,0.9177
7,young,5,18,random,415.57,0.9184
7,young,5,19,predictable,375.79,0.9614
7,young,5,20,random,379.41,0.9208
7,young,6,21,predictable,378.24,0.9697
7,young,6,22,random,405.93,0.889
7,young,6,23,predictable,355.61,0.8885
7,young,6,24,random,410.47,0.904
7,young,7,25,predictable,348.63,0.9591
7,young,7,26,random,417.31,0.9219
7,young,7,27,predictable,362.1,0.9097
7,young,7,28,random,405.86,0.944
7,young,8,29,predictable,370.37,0.9949
7,young,8,30,random,427.03,0.902
7,young,8,31,predictable,335.95,0.9187
7,young,8,32,random,399.41,0.9275
7,young,9,33,predictable,335.94,0.9681
7,young,9,34,random,399.23,0.9391
7,young,9,35,predictable,348.07,0.9314
7,young,9,36,random,410.41,0.9322
7,young,10,37,predictable,345.95,0.9545
7,young,10,38,random,401.7,0.8542
7,young,10,39,predictable,333.0,0.946
7,young,10,40,random,398.08,0.9713
7,young,11,41,predictable,324.36,0.926
7,young,11,42,random,411.81,0.9086
7,young,11,43,predictable,339.63,0.9295
7,young,11,44,random,406.64,0.9044
7,young,12,45,predictable,340.03,0.9203
7,young,12,46,random,406.13,0.9379
7,young,12,47,predictable,324.68,0.9446
7,young,12,48,random,375.74,0.9264
7,young,13,49,predictable,329.65,0.9387
7,young,13,50,random,424.1,0.9846
7,young,13,51,predictable,325.8,0.9295
7,young,13,52,random,407.81,0.9217
7,young,14,53,predictable,340.1,0.9596
7,young,14,54,random,407.99,0.8726
7,young,14,55,predictable,319.41,0.9719
7,young,14,56,random,381.32,0.8975
7,young,15,57,predictable,311.13,0.9183
7,young,15,58,random,379.06,0.8877
7,young,15,59,predictable,356.33,0.9169
7,young,15,60,random,406.28,0.8939
