sub_id,group,day,block,sequence_type,mean_rt,prop_correct
15,young,1,1,predictable,401.26,0.9613
15,young,1,2,random,374.32,0.9461
15,young,1,3,predictable,424.11,0.901
15,young,1,4,random,427.94,0.9081
15,young,2,5,predictable,378.33,0.9105
15,young,2,6,random,411.7,0.8895
15,young,2,7,predictable,379.31,0.9805
15,young,2,8,random,411.58,0.8778
15,young,3,9,predictable,360.87,0.9364
15,young,3,10,random,414.97,0.9437
15,young,3,11,predictable,371.21,0.9309
15,young,3,12,random,402.88,0.9252
15,young,4,13,predictable,369.78,0.8825
15,young,4,14,random,430.39,0.9287
15,young,4,15,predictable,360.24,0.9737
15,young,4,16,random,393.57,0.9224
15,young,5,17,predictable,362.81,0.9408
15,young,5,18,random,396.48,0.9543
15,young,5,19,predictable,337.09,0.8699
15,young,5,20,random,409.9,0.9486
15,young,6,21,predictable,326.92,0.9178
15,young,6,22,random,407.07,0.8766
15,young,6,23,predictable,321.9,0.8772
15,young,6,24,random,416.46,0.9782
15,young,7,25,predictable,339.92,0.8847
15,young,7,26,random,418.05,0.9447
15,young,7,27,predictable,347.45,0.9726
15,young,7,28,random,413.26,0.8942
15,young,8,29,predictable,340.15,0.9467
15,young,8,30,random,408.32,0.9829
15,young,8,31,predictable,339.05,0.9436
15,young,8,32,random,381.6,0.9499
15,young,9,33,predictable,323.71,0.9296
15,young,9,34,random,416.15,0.9269
15,young,9,35,predictable,350.93,0.9318
15,young,9,36,random,419.84,0.9762
15,young,10,37,predictable,335.24,0.9289
15,young,10,38,random,419.86,0.9149
15,young,10,39,predictable,332.47,0.9566
15,young,10,40,random,426.03,0.9238
15,young,11,41,predictable,330.93,0.9121
15,young,11,42,random,424.04,0.9196
15,young,11,43,predictable,334.17,0.9219
15,young,11,44,random,421.96,0.9182
15,young,12,45,predictable,327.44,0.9357
15,young,12,46,random,392.93,0.917
15,young,12,47,predictable,322.34,0.9993
15,young,12,48,random,387.99,0.9221
15,young,13,49,predictable,299.56,0.9498
15,young,13,50,random,431.54,0.9288
15,young,13,51,predictable,299.04,0.9368
15,young,13,52,random,418.49,0.9362
15,young,14,53,predictable,323.0,0.9284
15,young,14,54,random,397.57,0.9474
15,young,14,55,predictable,301.61,0.9073
15,young,14,56,random,418.3,0.948
15,young,15,57,predictable,310.66,0.9662
15,young,15,58,random,393.33,0.9656
15,young,15,59,predictable,305.28,0.9598
15,young,15,60,random,390.27,0.9032
