sub_id,group,day,block,sequence_type,mean_rt,prop_correct
6,young,1,1,predictable,453.77,0.8999
6,young,1,2,random,463.61,0.9315
6,young,1,3,predictable,446.15,0.9142
6,young,1,4,random,433.6,0.9101
6,young,2,5,predictable,398.33,0.9191
6,young,2,6,random,449.52,0.9306
6,young,2,7,predictable,434.07,0.9333
6,young,2,8,random,401.24,0.9291
6,young,3,9,predictable,391.1,0.9477
6,young,3,10,random,424.83,0.9102
6,young,3,11,predictable,444.13,0.9359
6,young,3,12,random,441.03,0.9412
6,young,4,13,predictable,407.76,0.8978
6,young,4,14,random,471.2,0.9478
6,young,4,15,predictable,396.46,0.9372
6,young,4,16,random,470.77,0.8838
6,young,5,17,predictable,341.39,0.9095
6,young,5,18,random,443.49,0.8822
6,young,5,19,predictable,429.71,0.9642
6,young,5,20,random,429.11,0.9218
6,young,6,21,predictable,392.03,0.9758
6,young,6,22,random,432.09,0.9475
6,young,6,23,predictable,389.94,0.9299
6,young,6,24,random,435.37,0.8877
6,young,7,25,predictable,392.24,0.8845
6,young,7,26,random,446.62,0.9245
6,young,7,27,predictable,395.03,0.9227
6,young,7,28,random,450.03,0.9429
6,young,8,29,predictable,370.76,0.9406
6,young,8,30,random,426.38,0.9421
6,young,8,31,predictable,388.58,0.9615
6,young,8,32,random,435.09,0.92
6,young,9,33,predictable,384.85,0.9681
6,young,9,34,random,440.77,0.8774
6,young,9,35,predictable,355.31,0.9152
6,young,9,36,random,438.94,0.8709
6,young,10,37,predictable,394.48,0.8922
6,young,10,38,random,429.13,0.9588
6,young,10,39,predictable,351.97,1.0
6,young,10,40,random,411.48,0.8795
6,young,11,41,predictable,390.8,0.9696
6,young,11,42,random,457.68,0.947
6,young,11,43,predictable,360.91,0.9668
6,young,11,44,random,436.95,0.9342
6,young,12,45,predictable,366.34,0.9983
6,young,12,46,random,439.77,0.9477
6,young,12,47,predictable,362.28,0.9376
6,young,12,48,random,444.6,0.9021
6,young,13,49,predictable,386.99,0.9351
6,young,13,50,random,437.83,0.9336
6,young,13,51,predictable,380.51,0.935
6,young,13,52,random,431.76,0.9594
6,young,14,53,predictable,354.03,0.923
6,young,14,54,random,439.1,0.8711
6,young,14,55,predictable,378.61,0.9643
6,young,14,56,random,434.35,0.8855
6,young,15,57,predictable,371.71,0.9087
6,young,15,58,random,437.83,0.8638
6,young,15,59,predictable,342.41,0.9429
6,young,15,60,random,433.99,0.9419
