sub_id,group,day,block,sequence_type,mean_rt,prop_correct
8,young,1,1,predictable,382.5,0.9961
8,young,1,2,random,405.75,0.9241
8,young,1,3,predictable,425.32,0.9365
8,young,1,4,random,376.31,0.8823
8,young,2,5,predictable,373.85,0.9557
8,young,2,6,random,406.23,0.9244
8,young,2,7,predictable,373.38,0.9289
8,young,2,8,random,413.25,0.9636
8,young,3,9,predictable,342.12,0.8639
8,young,3,10,random,429.08,0.8935
8,young,3,11,predictable,364.59,0.9779
8,young,3,12,random,398.54,0.9099
8,young,4,13,predictable,320.51,0.8769
8,young,4,14,random,405.34,0.9255
8,young,4,15,predictable,325.69,0.9491
8,young,4,16,random,429.54,0.918
8,young,5,17,predictable,316.75,0.9724
8,young,5,18,random,395.53,0.9114
8,young,5,19,predictable,317.65,0.9649
8,young,5,20,random,422.39,0.9685
8,young,6,21,predictable,328.1,0.9089
8,young,6,22,random,440.47,0.906
8,young,6,23,predictable,357.13,0.9227
8,young,6,24,random,411.15,0.89
8,young,7,25,predictable,323.24,0.9271
8,young,7,26,random,433.76,0.9147
8,young,7,27,predictable,317.38,0.9362
8,young,7,28,random,411.24,0.957
8,young,8,29,predictable,323.9,0.9564
8,young,8,30,random,412.0,0.9156
8,young,8,31,predictable,288.16,0.9664
8,young,8,32,random,420.69,0.9635
8,young,9,33,predictable,292.76,1.0
8,young,9,34,random,395.25,0.8826
8,young,9,35,predictable,306.35,0.9374
8,young,9,36,random,418.78,0.9259
8,young,10,37,predictable,296.5,0.9848
8,young,10,38,random,404.92,0.9195
8,young,10,39,predictable,317.81,0.9513
8,young,10,40,random,406.54,0.9375
8,young,11,41,predictable,303.65,0.9667
8,young,11,42,random,396.2,0.9434
8,young,11,43,predictable,281.12,0.9758
8,young,11,44,random,428.5,0.8973
8,young,12,45,predictable,281.8,0.9507
8,young,12,46,random,403.53,0.9243
8,young,12,47,predictable,303.74,0.9764
8,young,12,48,random,382.48,0.9199
8,young,13,49,predictable,253.23,0.9194
8,young,13,50,random,423.48,0.8825
8,young,13,51,predictable,292.5,0.9405
8,young,13,52,random,402.63,0.9158
8,young,14,53,predictable,286.65,0.9387
8,young,14,54,random,405.16,0.8816
8,young,14,55,predictable,294.22,0.924
8,young,14,56,random,383.02,0.8852
8,young,15,57,predictable,270.12,0.9732
8,young,15,58,random,421.35,0.9425
8,young,15,59,predictable,257.4,0.9423
8,young,15,60,random,417.21,0.9427
