sub_id,group,day,block,sequence_type,mean_rt,prop_correct
18,older,1,1,predictable,616.97,0.9841
18,older,1,2,random,596.59,0.8956
18,older,1,3,predictable,604.6,0.9417
18,older,1,4,random,593.44,0.9189
18,older,2,5,predictable,571.43,0.9342
18,older,2,6,random,572.81,0.9187
18,older,2,7,predictable,600.58,0.9529
18,older,2,8,random,612.54,0.9072
18,older,3,9,predictable,575.12,0.9215
18,older,3,10,random,598.01,0.8944
18,older,3,11,predictable,567.17,0.8488
18,older,3,12,random,582.18,0.9046
18,older,4,13,predictable,555.72,0.9227
18,older,4,14,random,603.66,0.8518
18,older,4,15,predictable,564.91,0.9277
18,older,4,16,random,567.8,0.8854
18,older,5,17,predictable,517.03,0.8589
18,older,5,18,random,597.13,0.9155
18,older,5,19,predictable,564.37,0.9641
18,older,5,20,random,572.33,0.9053
18,older,6,21,predictable,538.5,0.8762
18,older,6,22,random,594.53,0.8463
18,older,6,23,predictable,510.49,0.9001
18,older,6,24,random,579.68,0.8715
18,older,7,25,predictable,541.79,0.9641
18,older,7,26,random,568.09,0.9123
18,older,7,27,predictable,523.27,0.9512
18,older,7,28,random,598.68,0.9623
18,older,8,29,predictable,537.2,0.879
18,older,8,30,random,567.97,0.8796
18,older,8,31,predictable,541.34,0.9377
18,older,8,32,random,619.36,0.9285
18,older,9,33,predictable,514.54,0.963
18,older,9,34,random,579.58,0.8856
18,older,9,35,predictable,539.35,0.8907
18,older,9,36,random,606.72,0.8342
18,older,10,37,predictable,550.57,0.9287
18,older,10,38,random,584.92,0.9314
18,older,10,39,predictable,521.06,0.939
18,older,10,40,random,578.76,0.8813
18,older,11,41,predictable,525.85,0.9466
18,older,11,42,random,593.76,0.9434
18,older,11,43,predictable,526.53,0.9525
18,older,11,44,random,579.21,0.9428
18,older,12,45,predictable,541.74,0.9159
18,older,12,46,random,568.73,0.9348
18,older,12,47,predictable,539.37,0.9386
18,older,12,48,random,600.76,0.9009
18,older,13,49,predictable,511.08,0.9232
18,older,13,50,random,603.84,0.8807
18,older,13,51,predictable,506.32,0.8875
18,older,13,52,random,539.01,0.935
18,older,14,53,predictable,542.03,0.9124
18,older,14,54,random,593.66,0.9239
18,older,14,55,predictable,503.31,0.8648
18,older,14,56,random,554.75,0.916
18,older,15,57,predictable,538.47,0.9635
18,older,15,58,random,607.14,0.9294
18,older,15,59,predictable,534.59,0.944
18,older,15,60,random,576.61,0.9163
