sub_id,group,day,block,sequence_type,mean_rt,prop_correct
9,young,1,1,predictable,385.24,0.9285
9,young,1,2,random,394.91,0.9161
9,young,1,3,predictable,377.25,0.9356
9,young,1,4,random,415.03,0.9291
9,young,2,5,predictable,370.55,0.9073
9,young,2,6,random,424.51,0.923
9,young,2,7,predictable,370.43,0.8822
9,young,2,8,random,389.22,0.9164
9,young,3,9,predictable,357.48,0.9534
9,young,3,10,random,403.55,0.9743
9,young,3,11,predictable,348.1,0.9776
9,young,3,12,random,373.18,0.8811
9,young,4,13,predictable,362.93,0.9545
9,young,4,14,random,391.59,0.921
9,young,4,15,predictable,358.05,0.965
9,young,4,16,random,398.38,0.8864
9,young,5,17,predictable,348.98,0.9426
9,young,5,18,random,367.26,0.8902
9,young,5,19,predictable,368.27,0.9557
9,young,5,20,random,391.92,0.9275
9,young,6,21,predictable,332.15,0.9276
9,young,6,22,random,425.71,0.9238
9,young,6,23,predictable,321.17,0.919
9,young,6,24,random,384.63,0.9443
9,young,7,25,predictable,331.08,0.9156
9,young,7,26,random,404.27,0.8563
9,young,7,27,predictable,294.78,0.9666
9,young,7,28,random,385.11,0.9151
9,young,8,29,predictable,340.24,0.9749
9,young,8,30,random,372.12,0.9428
9,young,8,31,predictable,333.24,0.9777
9,young,8,32,random,405.07,0.952
9,young,9,33,predictable,324.95,0.9715
9,young,9,34,random,416.92,0.8726
9,young,9,35,predictable,316.06,0.9045
9,young,9,36,random,399.98,0.9088
9,young,10,37,predictable,311.08,0.9879
9,young,10,38,random,369.28,0.9221
9,young,10,39,predictable,320.9,0.9352
9,young,10,40,random,405.89,0.8427
9,young,11,41,predictable,312.04,0.9151
9,young,11,42,random,344.78,0.8745
9,young,11,43,predictable,318.94,0.9696
9,young,11,44,random,389.79,0.9572
9,young,12,45,predictable,306.64,0.954
9,young,12,46,random,404.42,0.9272
9,young,12,47,predictable,290.28,0.9303
9,young,12,48,random,394.52,0.9045
9,young,13,49,predictable,315.35,0.929
9,young,13,50,random,401.01,0.9245
9,young,13,51,predictable,305.18,0.9585
9,young,13,52,random,381.78,0.957
9,young,14,53,predictable,313.89,0.9866
9,young,14,54,random,392.67,0.8905
9,young,14,55,predictable,301.48,0.9377
9,young,14,56,random,402.83,0.9213
9,young,15,57,predictable,319.93,0.9022
9,young,15,58,random,413.65,0.9271
9,young,15,59,predictable,317.59,0.9598
9,young,15,60,random,404.29,0.9323
