sub_id,group,day,block,sequence_type,mean_rt,prop_correct
25,older,1,1,predictable,487.51,0.9034
25,older,1,2,random,515.59,0.9201
25,older,1,3,predictable,478.79,0.9282
25,older,1,4,random,528.01,0.8664
25,older,2,5,predictable,528.45,0.9024
25,older,2,6,random,533.13,0.9205
25,older,2,7,predictable,507.89,0.8989
25,older,2,8,random,518.63,0.8791
25,older,3,9,predictable,503.7,0.9411
25,older,3,10,random,507.3,0.9419
25,older,3,11,predictable,513.08,0.9906
25,older,3,12,random,494.95,0.8872
25,older,4,13,predictable,487.89,0.8821
25,older,4,14,random,491.83,0.9449
25,older,4,15,predictable,467.36,0.9234
25,older,4,16,random,529.32,0.8678
25,older,5,17,predictable,456.97,0.9696
25,older,5,18,random,533.57,0.8634
25,older,5,19,predictable,475.42,0.9892
25,older,5,20,random,548.6,0.8875
25,older,6,21,predictable,487.88,0.9329
25,older,6,22,random,519.95,0.9418
25,older,6,23,predictable,441.64,0.9145
25,older,6,24,random,489.68,0.8806
25,older,7,25,predictable,473.65,0.986
25,older,7,26,random,555.22,0.8492
25,older,7,27,predictable,474.34,0.9167
25,older,7,28,random,489.22,0.9335
25,older,8,29,predictable,461.78,0.9534
25,older,8,30,random,488.13,0.8942
25,older,8,31,predictable,451.77,0.9696
25,older,8,32,random,511.89,0.96
25,older,9,33,predictable,442.78,0.9522
25,older,9,34,random,504.3,0.8738
25,older,9,35,predictable,449.83,0.9535
25,older,9,36,random,518.52,0.8898
25,older,10,37,predictable,470.0,0.8873
25,older,10,38,random,526.68,0.9391
25,older,10,39,predictable,462.47,0.9283
25,older,10,40,random,517.58,0.9775
25,older,11,41,predictable,477.35,0.9605
25,older,11,42,random,542.04,0.8979
25,older,11,43,predictable,493.46,0.9141
25,older,11,44,random,521.7,0.8697
25,older,12,45,predictable,442.04,0.9185
25,older,12,46,random,506.15,0.949
25,older,12,47,predictable,432.76,0.9571
25,older,12,48,random,512.14,0.9131
25,older,13,49,predictable,458.15,0.9466
25,older,13,50,random,489.47,0.8788
25,older,13,51,predictable,428.39,0.9718
25,older,13,52,random,481.32,0.9316
25,older,14,53,predictable,455.12,0.9688
25,older,14,54,random,520.48,0.9603
25,older,14,55,predictable,450.63,0.9273
25,older,14,56,random,537.27,0.9242
25,older,15,57,predictable,426.04,0.893
25,older,15,58,random,499.16,0.9097
25,older,15,59,predictable,435.13,0.93
25,older,15,60,random,528.3,0.9164
