sub_id,group,day,block,sequence_type,mean_rt,prop_correct
13,young,1,1,predictable,433.3,0.9138
13,young,1,2,random,459.36,0.9103
13,young,1,3,predictable,447.43,0.9479
13,young,1,4,random,451.71,0.9009
13,young,2,5,predictable,402.81,0.9362
13,young,2,6,random,429.84,0.931
13,young,2,7,predictable,416.1,0.9275
13,young,2,8,random,444.21,0.8926
13,young,3,9,predictable,406.57,0.9463
13,young,3,10,random,435.03,0.9533
13,young,3,11,predictable,402.25,0.9346
13,young,3,12,random,442.05,0.8461
13,young,4,13,predictable,393.55,0.9363
13,young,4,14,random,443.69,0.87
13,young,4,15,predictable,387.17,0.9854
13,young,4,16,random,452.01,0.9301
13,young,5,17,predictable,379.09,0.9176
13,young,5,18,random,457.71,0.9432
13,young,5,19,predictable,358.1,0.9639
13,young,5,20,random,436.73,0.9292
13,young,6,21,predictable,361.62,0.9465
13,young,6,22,random,441.82,0.8995
13,young,6,23,predictable,352.07,0.9244
13,young,6,24,random,459.81,0.9014
13,young,7,25,predictable,342.09,0.9441
13,young,7,26,random,452.39,0.9366
13,young,7,27,predictable,384.43,0.9082
13,young,7,28,random,451.42,0.9553
13,young,8,29,predictable,339.23,0.9118
13,young,8,30,random,482.39,0.9591
13,young,8,31,predictable,332.55,0.9807
13,young,8,32,random,458.09,0.9334
13,young,9,33,predictable,365.08,0.9807
13,young,9,34,random,470.06,0.9279
13,young,9,35,predictable,336.14,0.9866
13,young,9,36,random,480.9,0.9116
13,young,10,37,predictable,350.36,0.9266
13,young,10,38,random,454.8,0.9215
13,young,10,39,predictable,333.11,0.8946
13,young,10,40,random,438.2,0.9531
13,young,11,41,predictable,322.28,0.8999
13,young,11,42,random,436.47,0.9371
13,young,11,43,predictable,320.41,0.961
13,young,11,44,random,467.6,0.9553
13,young,12,45,predictable,344.58,0.9395
13,young,12,46,random,479.25,0.869
13,young,12,47,predictable,335.68,0.9408
13,young,12,48,random,463.11,0.9324
13,young,13,49,predictable,297.36,0.9613
13,young,13,50,random,479.91,0.8952
13,young,13,51,predictable,330.62,0.9374
13,young,13,52,random,438.16,0.885
13,young,14,53,predictable,318.87,0.9235
13,young,14,54,random,449.97,0.9246
13,young,14,55,predictable,319.93,0.9441
13,young,14,56,random,450.2,0.9312
13,young,15,57,predictable,300.5,0.9587
13,young,15,58,random,462.99,0.945
13,young,15,59,predictable,313.54,0.9482
13,young,15,60,random,426.52,0.9467
