sub_id,group,day,block,sequence_type,mean_rt,prop_correct
21,older,1,1,predictable,551.75,0.9222
21,older,1,2,random,543.42,0.9053
21,older,1,3,predictable,554.42,0.943
21,older,1,4,random,575.83,0.903
21,older,2,5,predictable,562.6,0.9242
21,older,2,6,random,576.34,0.8957
21,older,2,7,predictable,515.58,0.9337
21,older,2,8,random,575.97,0.8942
21,older,3,9,predictable,530.62,0.9229
21,older,3,10,random,580.19,0.9601
21,older,3,11,predictable,533.11,0.9645
21,older,3,12,random,565.75,0.8863
21,older,4,13,predictable,535.9,0.9588
21,older,4,14,random,563.24,0.9431
21,older,4,15,predictable,526.14,0.9507
21,older,4,16,random,535.32,0.9139
21,older,5,17,predictable,541.88,0.9968
21,older,5,18,random,531.66,0.9447
21,older,5,19,predictable,494.59,0.9845
21,older,5,20,random,551.86,0.9435
21,older,6,21,predictable,533.21,0.9971
21,older,6,22,random,589.72,0.9252
21,older,6,23,predictable,482.61,0.9644
21,older,6,24,random,550.31,0.9506
21,older,7,25,predictable,510.05,0.9649
21,older,7,26,random,552.79,0.8857
21,older,7,27,predictable,528.29,0.9383
21,older,7,28,random,573.02,0.9164
21,older,8,29,predictable,464.64,0.9353
21,older,8,30,random,526.37,0.9449
21,older,8,31,predictable,535.67,0.9491
21,older,8,32,random,540.01,0.9382
21,older,9,33,predictable,517.98,0.9481
21,older,9,34,random,564.76,0.9126
21,older,9,35,predictable,514.52,0.9309
21,older,9,36,random,587.16,0.9097
21,older,10,37,predictable,500.14,0.9282
21,older,10,38,random,537.34,0.8998
21,older,10,39,predictable,490.54,0.931
21,older,10,40,random,540.89,0.951
21,older,11,41,predictable,477.91,0.9328
21,older,11,42,random,546.52,0.9287
21,older,11,43,predictable,501.63,0.9439
21,older,11,44,random,514.49,0.9099
21,older,12,45,predictable,510.4,0.9239
21,older,12,46,random,553.97,0.9006
21,older,12,47,predictable,486.64,0.9458
21,older,12,48,random,559.55,1.0
21,older,13,49,predictable,504.8,0.9802
21,older,13,50,random,577.03,0.9106
21,older,13,51,predictable,475.98,0.9401
21,older,13,52,random,563.25,0.895
21,older,14,53,predictable,475.85,0.9639
21,older,14,54,random,553.1,0.8851
21,older,14,55,predictable,444.07,0.955
21,older,14,56,random,551.79,0.8995
21,older,15,57,predictable,479.43,0.9264
21,older,15,58,random,529.77,0.9237
21,older,15,59,predictable,460.84,0.9061
21,older,15,60,random,551.01,0.8862
