sub_id,group,day,block,sequence_type,mean_rt,prop_correct
17,older,1,1,predictable,609.82,0.9444
17,older,1,2,random,601.43,0.9361
17,older,1,3,predictable,625.23,0.8899
17,older,1,4,random,606.79,0.9081
17,older,2,5,predictable,608.87,0.9349
17,older,2,6,random,664.01,0.9212
17,older,2,7,predictable,538.47,0.9324
17,older,2,8,random,600.27,0.8974
17,older,3,9,predictable,593.1,0.9652
17,older,3,10,random,604.16,0.9166
17,older,3,11,predictable,586.8,0.8925
17,older,3,12,random,631.8,0.9098
17,older,4,13,predictable,589.41,0.9761
17,older,4,14,random,640.05,0.9086
17,older,4,15,predictable,569.6,0.9253
17,older,4,16,random,610.96,1.0
17,older,5,17,predictable,558.9,0.935
17,older,5,18,random,656.52,0.9202
17,older,5,19,predictable,572.78,0.9856
17,older,5,20,random,613.66,0.9692
17,older,6,21,predictable,563.51,0.9312
17,older,6,22,random,650.2,0.877
17,older,6,23,predictable,577.18,0.9051
17,older,6,24,random,617.51,0.8609
17,older,7,25,predictable,573.18,0.9264
17,older,7,26,random,610.19,0.9226
17,older,7,27,predictable,506.47,0.9456
17,older,7,28,random,638.37,0.9336
17,older,8,29,predictable,560.36,0.9626
17,older,8,30,random,586.68,0.9235
17,older,8,31,predictable,560.8,0.9032
17,older,8,32,random,651.52,0.8746
17,older,9,33,predictable,529.48,0.9673
17,older,9,34,random,628.74,0.8975
17,older,9,35,predictable,535.68,0.9824
17,older,9,36,random,663.8,0.9112
17,older,10,37,predictable,562.94,0.9531
17,older,10,38,random,605.7,0.9056
17,older,10,39,predictable,537.45,0.9353
17,older,10,40,random,580.96,0.9583
17,older,11,41,predictable,518.63,0.9783
17,older,11,42,random,612.04,0.9149
17,older,11,43,predictable,517.48,0.9261
17,older,11,44,random,602.6,0.9748
17,older,12,45,predictable,541.42,0.883
17,older,12,46,random,610.08,0.91
17,older,12,47,predictable,520.06,0.9483
17,older,12,48,random,620.75,0.9049
17,older,13,49,predictable,549.14,0.9934
17,older,13,50,random,596.24,0.9463
17,older,13,51,predictable,550.75,0.9325
17,older,13,52,random,608.72,0.8869
17,older,14,53,predictable,523.05,0.9351
17,older,14,54,random,613.61,0.8906
17,older,14,55,predictable,530.55,0.9344
17,older,14,56,random,621.78,0.8998
17,older,15,57,predictable,513.69,0.9566
17,older,15,58,random,650.7,0.9402
17,older,15,59,predictable,560.95,0.9764
17,older,15,60,random,617.52,0.9501
