sub_id,group,day,block,sequence_type,mean_rt,prop_correct
30,older,1,1,predictable,500.37,0.9465
30,older,1,2,random,569.77,0.9256
30,older,1,3,predictable,534.6,0.9747
30,older,1,4,random,587.08,0.9107
30,older,2,5,predictable,521.98,0.9288
30,older,2,6,random,576.24,0.9389
30,older,2,7,predictable,540.47,0.9587
30,older,2,8,random,583.41,0.9891
30,older,3,9,predictable,514.95,0.9418
30,older,3,10,random,558.62,0.8672
30,older,3,11,predictable,508.48,0.9381
30,older,3,12,random,521.91,0.9876
30,older,4,13,predictable,522.25,0.945
30,older,4,14,random,533.81,0.9569
30,older,4,15,predictable,517.39,0.9014
30,older,4,16,random,528.64,0.9684
30,older,5,17,predictable,554.21,0.9001
30,older,5,18,random,561.75,0.9282
30,older,5,19,predictable,494.43,0.9225
30,older,5,20,random,558.87,0.9238
30,older,6,21,predictable,461.37,0.9431
30,older,6,22,random,566.76,0.9368
30,older,6,23,predictable,486.64,0.9417
30,older,6,24,random,600.21,0.9233
30,older,7,25,predictable,452.65,1.0
30,older,7,26,random,563.51,0.9033
30,older,7,27,predictable,476.01,0.8884
30,older,7,28,random,550.58,0.9326
30,older,8,29,predictable,487.24,0.9479
30,older,8,30,random,563.99,0.9793
30,older,8,31,predictable,467.45,0.9092
30,older,8,32,random,557.09,0.9338
30,older,9,33,predictable,466.51,0.9413
30,older,9,34,random,536.33,0.9474
30,older,9,35,predictable,478.53,0.9038
30,older,9,36,random,556.63,0.9235
30,older,10,37,predictable,445.29,0.9602
30,older,10,38,random,591.02,0.9772
30,older,10,39,predictable,458.74,0.941
30,older,10,40,random,597.86,0.9263
30,older,11,41,predictable,449.4,0.9216
30,older,11,42,random,537.79,0.9512
30,older,11,43,predictable,458.66,0.9118
30,older,11,44,random,551.83,0.9281
30,older,12,45,predictable,488.74,0.9005
30,older,12,46,random,580.8,0.9924
30,older,12,47,predictable,445.9,0.9468
30,older,12,48,random,567.21,0.8859
30,older,13,49,predictable,461.56,0.9187
30,older,13,50,random,574.05,0.9046
30,older,13,51,predictable,470.02,0.9319
30,older,13,52,random,535.39,0.9036
30,older,14,53,predictable,448.9,0.9373
30,older,14,54,random,493.5,0.9872
30,older,14,55,predictable,446.48,0.9407
30,older,14,56,random,574.87,0.9758
30,older,15,57,predictable,459.98,0.9258
30,older,15,58,random,553.27,0.9368
30,older,15,59,predictable,451.34,0.9541
30,older,15,60,random,578.57,0.9241
