sub_id,group,day,block,sequence_type,mean_rt,prop_correct
1,young,1,1,predictable,409.17,0.9539
1,young,1,2,random,412.53,0.8807
1,young,1,3,predictable,390.69,0.8987
1,young,1,4,random,381.13,0.973
1,young,2,5,predictable,384.26,0.9983
1,young,2,6,random,403.97,0.931
1,young,2,7,predictable,360.83,0.9149
1,young,2,8,random,395.91,0.9157
1,young,3,9,predictable,344.39,0.8813
1,young,3,10,random,396.66,0.9223
1,young,3,11,predictable,385.71,0.8844
1,young,3,12,random,379.14,0.9003
1,young,4,13,predictable,329.06,0.9494
1,young,4,14,random,396.99,0.9414
1,young,4,15,predictable,359.92,0.9231
1,young,4,16,random,406.57,0.9377
1,young,5,17,predictable,322.52,0.9475
1,young,5,18,random,387.1,0.9366
1,young,5,19,predictable,327.64,0.9598
1,young,5,20,random,376.56,0.8932
1,young,6,21,predictable,320.24,0.957
1,young,6,22,random,409.79,0.9555
1,young,6,23,predictable,336.07,0.9041
1,young,6,24,random,395.06,0.926
1,young,7,25,predictable,314.61,0.8949
1,young,7,26,random,391.69,0.9018
1,young,7,27,predictable,321.5,0.9544
1,young,7,28,random,406.14,0.9488
1,young,8,29,predictable,332.17,0.9056
1,young,8,30,random,409.77,0.9318
1,young,8,31,predictable,310.52,0.9275
1,young,8,32,random,394.59,0.9336
1,young,9,33,predictable,314.13,0.9296
1,young,9,34,random,404.96,0.9048
1,young,9,35,predictable,301.43,0.9242
1,young,9,36,random,400.35,0.9198
1,young,10,37,predictable,296.83,0.9569
1,young,10,38,random,421.94,0.8299
1,young,10,39,predictable,309.84,0.9438
1,young,10,40,random,411.66,0.9007
1,young,11,41,predictable,290.03,0.974
1,young,11,42,random,364.1,0.9229
1,young,11,43,predictable,267.89,0.9517
1,young,11,44,random,399.78,0.964
1,young,12,45,predictable,308.37,0.9907
1,young,12,46,random,386.85,0.9517
1,young,12,47,predictable,286.59,0.9558
1,young,12,48,random,379.56,0.8635
1,young,13,49,predictable,273.94,0.962
1,young,13,50,random,396.46,0.9426
1,young,13,51,predictable,295.45,0.9082
1,young,13,52,random,405.47,0.9628
1,young,14,53,predictable,292.47,0.923
1,young,14,54,random,380.35,0.9534
1,young,14,55,predictable,324.88,0.9641
1,young,14,56,random,389.37,0.9137
1,young,15,57,predictable,290.46,0.9274
1,young,15,58,random,398.23,0.9086
1,young,15,59,predictable,317.47,0.9393
1,young,15,60,random,368.54,0.9101
