sub_id,group,day,block,sequence_type,mean_rt,prop_correct
20,older,1,1,predictable,580.39,0.977
20,older,1,2,random,555.14,0.8776
20,older,1,3,predictable,539.41,0.8921
20,older,1,4,random,568.9,0.8812
20,older,2,5,predictable,508.15,0.9214
20,older,2,6,random,573.6,0.9126
20,older,2,7,predictable,496.58,0.971
20,older,2,8,random,515.19,0.9173
20,older,3,9,predictable,529.63,0.95
20,older,3,10,random,537.97,0.8879
20,older,3,11,predictable,530.6,0.9038
20,older,3,12,random,580.49,0.9092
20,older,4,13,predictable,477.25,0.9667
20,older,4,14,random,561.69,0.9016
20,older,4,15,predictable,514.18,0.9248
20,older,4,16,random,559.61,0.9692
20,older,5,17,predictable,468.36,0.9443
20,older,5,18,random,596.42,0.9169
20,older,5,19,predictable,509.16,0.9832
20,older,5,20,random,576.64,0.9342
20,older,6,21,predictable,503.56,0.9372
20,older,6,22,random,577.87,0.93
20,older,6,23,predictable,509.05,0.9381
20,older,6,24,random,544.39,0.9258
20,older,7,25,predictable,507.98,0.9553
20,older,7,26,random,529.06,0.9376
20,older,7,27,predictable,477.6,0.993
20,older,7,28,random,538.53,0.938
20,older,8,29,predictable,474.76,0.9424
20,older,8,30,random,565.85,0.9169
20,older,8,31,predictable,491.31,0.9312
20,older,8,32,random,596.77,0.9741
20,older,9,33,predictable,471.48,0.9324
20,older,9,34,random,548.54,0.9014
20,older,9,35,predictable,510.41,0.9423
20,older,9,36,random,556.76,0.9155
20,older,10,37,predictable,500.73,0.923
20,older,10,38,random,540.13,0.8816
20,older,10,39,predictable,459.91,0.9412
20,older,10,40,random,547.32,0.9304
20,older,11,41,predictable,461.87,0.9321
20,older,11,42,random,572.43,0.8799
20,older,11,43,predictable,482.9,0.9208
20,older,11,44,random,580.03,0.929
20,older,12,45,predictable,428.53,0.9549
20,older,12,46,random,560.92,0.9642
20,older,12,47,predictable,479.34,0.9359
20,older,12,48,random,583.37,0.9043
20,older,13,49,predictable,475.99,0.9363
20,older,13,50,random,552.0,0.9263
20,older,13,51,predictable,472.66,0.9443
20,older,13,52,random,569.71,0.9744
20,older,14,53,predictable,462.28,0.9264
20,older,14,54,random,530.01,0.9537
20,older,14,55,predictable,481.48,0.9189
20,older,14,56,random,581.14,0.8637
20,older,15,57,predictable,453.13,0.9289
20,older,15,58,random,586.72,0.9506
20,older,15,59,predictable,458.42,0.9396
20,older,15,60,random,549.69,0.9422
