bird_id,group,phase,block,trial,correct,rt
16,control,learn,1,1,1,0.6532
16,control,learn,1,2,0,0.844
16,control,learn,1,3,0,1.043
16,control,learn,1,4,0,0.8272
16,control,learn,1,5,1,0.5671
16,control,learn,1,6,1,0.4523
16,control,learn,1,7,0,0.939
16,control,learn,1,8,0,1.1415
16,control,learn,1,9,0,0.8488
16,control,learn,1,10,0,0.8525
16,control,learn,2,11,0,0.9318
16,control,learn,2,12,1,0.6392
16,control,learn,2,13,0,0.6956
16,control,learn,2,14,1,0.7895
16,control,learn,2,15,1,0.5036
16,control,learn,2,16,1,0.6476
16,control,learn,2,17,1,0.5048
16,control,learn,2,18,1,0.6031
16,control,learn,2,19,0,1.1174
16,control,learn,2,20,1,0.4308
16,control,learn,3,21,1,0.504
16,control,learn,3,22,1,0.6824
16,control,learn,3,23,0,1.2996
16,control,learn,3,24,1,0.4799
16,control,learn,3,25,0,0.9034
16,control,learn,3,26,1,0.3581
16,control,learn,3,27,1,0.5343
16,control,learn,3,28,1,0.5347
16,control,learn,3,29,1,0.4353
16,control,learn,3,30,1,0.7256
16,control,learn,4,31,1,0.5373
16,control,learn,4,32,0,0.8204
16,control,learn,4,33,0,0.7536
16,control,learn,4,34,0,0.8441
16,control,learn,4,35,1,0.4696
16,control,learn,4,36,1,0.5375
16,control,learn,4,37,1,0.3707
16,control,learn,4,38,1,0.6226
16,control,learn,4,39,1,0.6096
16,control,learn,4,40,0,0.8913
16,control,learn,5,41,0,0.8222
16,control,learn,5,42,0,1.1674
16,control,learn,5,43,1,0.703
16,control,learn,5,44,0,0.9898
16,control,learn,5,45,1,0.6789
16,control,learn,5,46,1,0.7343
16,control,learn,5,47,1,0.6743
16,control,learn,5,48,1,0.548
16,control,learn,5,49,0,0.8545
16,control,learn,5,50,0,1.0917
16,control,learn,6,51,1,0.7369
16,control,learn,6,52,1,0.5768
16,control,learn,6,53,1,0.4454
16,control,learn,6,54,1,0.4992
16,control,learn,6,55,1,0.7085
16,control,learn,6,56,0,0.8098
16,control,learn,6,57,1,0.6811
16,control,learn,6,58,0,1.0064
16,control,learn,6,59,1,0.5349
16,control,learn,6,60,0,0.8091
16,control,learn,7,61,1,0.3695
16,control,learn,7,62,1,0.43
16,control,learn,7,63,1,0.5904
16,control,learn,7,64,1,0.6739
16,control,learn,7,65,1,0.6602
16,control,learn,7,66,0,0.7377
16,control,learn,7,67,1,0.5895
16,control,learn,7,68,1,0.658
16,control,learn,7,69,1,0.6286
16,control,learn,7,70,1,0.5477
16,control,learn,8,71,0,0.5972
16,control,learn,8,72,1,0.353
16,control,learn,8,73,1,0.73
16,control,learn,8,74,1,0.5993
16,control,learn,8,75,1,0.5108
16,control,learn,8,76,1,0.6204
16,control,learn,8,77,1,0.5942
16,control,learn,8,78,1,0.6836
16,control,learn,8,79,1,0.5886
16,control,learn,8,80,1,0.2897
16,control,learn,9,81,1,0.4707
16,control,learn,9,82,1,0.6942
16,control,learn,9,83,1,0.8261
16,control,learn,9,84,0,0.773
16,control,learn,9,85,1,0.7237
16,control,learn,9,86,1,0.4675
16,control,learn,9,87,1,0.7051
16,control,learn,9,88,1,0.5921
16,control,learn,9,89,1,0.3894
16,control,learn,9,90,1,0.6043
16,control,learn,10,91,1,0.6647
16,control,learn,10,92,1,0.5622
16,control,learn,10,93,0,0.8673
16,control,learn,10,94,1,0.491
16,control,learn,10,95,1,0.3645
16,control,learn,10,96,1,0.7504
16,control,learn,10,97,1,0.6342
16,control,learn,10,98,0,0.8287
16,control,learn,10,99,1,0.7182
16,control,learn,10,100,1,0.4194
16,control,reverse,1,101,0,1.0624
16,control,reverse,1,102,0,1.064
16,control,reverse,1,103,0,0.9859
16,control,reverse,1,104,0,1.3081
16,control,reverse,1,105,0,1.1055
16,control,reverse,1,106,1,0.9904
16,control,reverse,1,107,0,1.4657
16,control,reverse,1,108,0,1.3128
16,control,reverse,1,109,0,1.3409
16,control,reverse,1,110,0,1.4988
16,control,reverse,2,111,0,1.3223
16,control,reverse,2,112,0,1.4732
16,control,reverse,2,113,0,1.2489
16,control,reverse,2,114,0,1.3555
16,control,reverse,2,115,1,0.7889
16,control,reverse,2,116,0,1.259
16,control,reverse,2,117,0,1.001
16,control,reverse,2,118,1,1.0085
16,control,reverse,2,119,0,0.8359
16,control,reverse,2,120,0,0.9833
16,control,reverse,3,121,0,1.2614
16,control,reverse,3,122,0,1.0469
16,control,reverse,3,123,0,1.2288
16,control,reverse,3,124,0,1.2016
16,control,reverse,3,125,0,1.4161
